0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12533 52122	4	 * 	314.07	DCR|4VULN|3DUR|2DMG|2LIT	1678VULN|29LIT|3AART|48DMG|568DUR|68BPWR|aRCR
2	12533 52116	4	   	307.52	DCR|4VULN|3DUR|2DMG	1678VULN|2LIT|3AART|48DMG|568DUR|68BPWR|9LHND|aRCR
3	12533 52142	4	   	307.52	DCR|4VULN|3DUR|2DMG	1678VULN|2LIT|3AART|48DMG|568DUR|68BPWR|9RCVC|aRCR
4	12152 15423	7	   	299.19	DCR|3VULN|3DUR|3LIT|1DMG|1TLV|1CDMG	178VULN|278LIT|3DMSP|4TLV|5DMG|678DUR|78BPWR|9RCR|aCDMG
5	15543 33524	6	 * 	297.16	DCR|4VULN|3DMG|2CDMG|1TLV	178aVULN|2TLV|3MBVNT|45aDMG|6aCDMG|9RCR|aBPWR
6	12533 16122	6	   	291.33	DCR|3VULN|3DUR|2DMG|2LIT	158VULN|29LIT|3AART|48DMG|678DUR|8BPWR|aRCR
7	12152 15421	7	   	285.44	DCR|3VULN|3DUR|3LIT|1DMG|1TLV	178VULN|278LIT|3DMSP|4TLV|5DMG|678DUR|78BPWR|9RCR|aBBNT
8	12152 15422	7	   	285.44	DCR|3VULN|3DUR|3LIT|1DMG|1TLV	178VULN|278LIT|3DMSP|4TLV|5DMG|678DUR|78BPWR|9RCR|aTBNT
9	12533 16116	6	   	284.78	DCR|3VULN|3DUR|2DMG	158VULN|2LIT|3AART|48DMG|678DUR|8BPWR|9LHND|aRCR
10	12533 16142	6	   	284.78	DCR|3VULN|3DUR|2DMG	158VULN|2LIT|3AART|48DMG|678DUR|8BPWR|9RCVC|aRCR
