0	Index      	Bounty	 *	Score 	Summary	Detail	
1	43653 22422	8	 * 	308.89	橙5易伤3时间2伤害	168时间23589易伤48伤害7加一8序列升级a核
2	44153 32422	8	   	308.89	橙5易伤3时间2伤害	128时间35689易伤48伤害7加一8序列升级a核
3	43633 31214	7	   	295.76	橙5易伤2伤害2时间	1a时间23569易伤4a策反7a伤害8核a序列升级
4	51631 32622	1	 * 	295.64	橙4易伤2时间3暴击1伤害1攻速	149a易伤2挖青34a暴击4a序列升级5攻速6核7伤害8a时间
5	53135 15112	3	   	288.05	橙5易伤1伤害1等级1暴击1攻速	12389易伤4伤害5等级6核7暴击a攻速
6	43345 12332	6	   	288.00	橙3易伤2伤害2时间1暴击1攻速	19时间249易伤34金币生成49序列升级5攻速6核79伤害8全技能a暴击
7	43345 12333	6	   	287.57	橙3易伤3时间2伤害1攻速	19a时间249易伤34金币生成49序列升级5攻速6核79伤害8全技能
8	53135 15113	3	   	286.70	橙5易伤1伤害1等级1暴击	12389易伤4伤害5等级6核7暴击a全技能
9	44223 31335	10	   	285.69	橙4易伤2时间1伤害1等级1攻速	12时间3攻速4569易伤7伤害8等级a核
10	53151 32622	2	   	283.29	橙4易伤2时间1伤害1暴击1攻速	129a易伤3暴击4a最后敌人5攻速6核7伤害8a时间a序列升级
11	21152 14523	10	   	283.19	橙4易伤2时间1伤害1等级	18策反2等级3789易伤4伤害5雷电68时间8序列升级a核
12	53324 61331	2	   	282.06	橙5易伤2等级1伤害2雷电	12689易伤3伤害48等级58雷电7赏金邻近8序列升级a核
13	53145 31312	10	   	281.22	橙5易伤2时间1暴击	1236a易伤4全技能59时间7核8暴击
14	53132 32266	7	   	279.74	橙5易伤2暴击1等级1时间	12368易伤4等级58策反78暴击8序列升级9核a时间
15	43633 32213	7	   	279.64	橙5易伤1伤害1等级1时间	1时间23569易伤4策反7等级8核a伤害
16	53132 13213	7	   	279.64	橙5易伤1伤害1等级1时间	12379易伤4等级5策反6时间8核a伤害
17	53132 35213	6	   	279.64	橙5易伤1伤害1等级1时间	12369易伤4等级5策反7时间8核a伤害
18	54633 32213	7	   	279.64	橙5易伤1伤害1等级1时间	13569易伤2时间4策反7等级8核a伤害
19	44223 31211	7	   	279.10	橙4易伤2时间1伤害1攻速	12时间3攻速4569易伤7伤害8核a全技能
