0	Index      	 *	Score 	Summary	Detail	
1	45223 16321	 * 	288.68	DCR|2MLV|1LIT|2VULN|2DMG|1CDMG	17MLV|27VULN|3ERES|4CDMG|5AART|67DMG|7BPWR|8LIT|9CGEN|aRCR
2	41473 44338	 * 	283.91	DCR|2LIT|2MLV|2VULN|1DMG|1SELL	19MLV|2MBVNT|3TLV|49VULN|5SELL|69LIT|7RCR|8RMIN|9BPWR|aDMG
3	41637 33323	 * 	281.45	DCR|2LIT|3MLV|2VULN|1DMG	148MLV|2MBVNT|3DMG|58VULN|68LIT|7RCVC|8BPWR|9TLV|aRCR
4	41637 33343	   	281.45	DCR|2LIT|3MLV|2VULN|1DMG	148MLV|2MBVNT|3DMG|58VULN|68LIT|7RCVC|8BPWR|9CGEN|aRCR
5	41637 34323	   	281.45	DCR|2LIT|3MLV|2VULN|1DMG	148MLV|2MBVNT|3DMG|58VULN|68LIT|7DMSP|8BPWR|9TLV|aRCR
6	41637 34343	   	281.45	DCR|2LIT|3MLV|2VULN|1DMG	148MLV|2MBVNT|3DMG|58VULN|68LIT|7DMSP|8BPWR|9CGEN|aRCR
7	56132 32152	 * 	281.07	DCR|2LIT|4VULN|1MLV	1MGNSTR|2MLV|38LIT|4LWND|567aVULN|9RCR
8	41543 53444	 * 	278.51	DCR|2LIT|1FLTARM|1VULN|1MLV|1CDMG|1ASPD	1MLV|2MBVNT|3VULN|4ASPD|5CDMG|6aLIT|7BEXP|8FLTARM|9RCR
9	45261 12111	 * 	277.89	ACR|2LIT|2MLV|3VULN|1DMG	18MLV|268VULN|3ERES|4TLV|5RCR|78LIT|8BPWR|9FEWX|aDMG
10	45261 12121	   	277.89	ACR|2LIT|2MLV|3VULN|1DMG	18MLV|268VULN|3ERES|4TLV|5RCR|78LIT|8BPWR|9LWND|aDMG
11	42215 36324	 * 	277.15	DCR|3LIT|3MLV|2VULN	128MLV|3NUKE|48VULN|5MBVNT|678LIT|8BPWR|9LHND|aRCR
12	41544 82433	   	276.90	DCR|4VULN|1LIT|1MLV|1ASPD|1SELL	1MLV|2MBVNT|358aVULN|4ASPD|6RCR|7SELL|9LIT
13	45261 12132	 * 	276.39	ACR|2LIT|4VULN|2MLV	18MLV|268aVULN|3ERES|4TLV|5RCR|78LIT|8BPWR|9SPLREG
14	45143 32311	 * 	276.15	DCR|3VULN|1LIT|1MLV|1DMG|1ASPD	1MLV|245VULN|3DUST|6SPLARM|7RCR|8DMG|9LIT|aASPD
15	45433 32311	   	276.15	DCR|3VULN|1LIT|1MLV|1DMG|1ASPD	1MLV|235VULN|4DUST|6SPLARM|7RCR|8DMG|9LIT|aASPD
16	31213 25634	 * 	275.93	DCR|3LIT|3DMG|1MLV|3ZMB	1AART|289LIT|35FEWX|489ZMB|689DMG|7RCR|89BPWR|aMLV
17	41424 43833	 * 	274.54	DCR|3LIT|2MLV|1VULN|2ASPD	17MLV|2MBVNT|3TLV|467LIT|57ASPD|7BPWR|8RCR|9ZMB|aVULN
18	41284 43833	   	274.39	DCR|3LIT|2MLV|1VULN|2ASPD	17MLV|2MBVNT|3ERES|467LIT|57ASPD|7BPWR|8RCR|9ZMB|aVULN
19	21543 51743	 * 	271.46	DCR|2LIT|3VULN|2ASPD|1CDMG	19TLV|2MBVNT|39aVULN|47ASPD|5CDMG|69LIT|8RCR|9BPWR
