0	Index      	 *	Score 	Summary	Detail	
1	24215 13138	 * 	268.79	橙橙2易伤1等级1全技能1技能	1加农对甲2加一34易伤5全技能6技能79核8敌人爆炸a等级
2	24245 13138	   	268.79	橙橙2易伤1等级1全技能1技能	14加农对甲2加一34易伤4序列升级5全技能6技能79核8敌人爆炸a等级
3	24215 13136	 * 	264.83	橙橙3易伤1全技能1技能	1a加农对甲2加一34a易伤5全技能6技能79核8a敌人爆炸a序列升级
4	24245 13136	   	264.83	橙橙3易伤1全技能1技能	14a加农对甲2加一34a易伤4a序列升级5全技能6技能79核8a敌人爆炸
5	24215 43135	   	263.18	橙橙2易伤1全技能1技能	1加农对甲2加一34易伤5全技能6攻速79核8敌人爆炸a技能
6	24215 43631	   	263.18	橙橙2易伤1时间1全技能	1加农对甲2加一34易伤5全技能6攻速79核8时间a基地爆炸
7	24215 43632	   	263.18	橙橙2易伤1时间1全技能	1加农对甲2加一34易伤5全技能6攻速79核8时间a敌人爆炸
8	24245 43135	   	263.18	橙橙2易伤1全技能1技能	14加农对甲2加一34易伤4序列升级5全技能6攻速79核8敌人爆炸a技能
9	24245 43631	   	263.18	橙橙2易伤1时间1全技能	14加农对甲2加一34易伤4序列升级5全技能6攻速79核8时间a基地爆炸
10	24245 43632	   	263.18	橙橙2易伤1时间1全技能	14加农对甲2加一34易伤4序列升级5全技能6攻速79核8时间a敌人爆炸
11	24215 43633	   	263.08	橙橙2易伤1全技能1时间	1加农对甲2加一34易伤5全技能6攻速79核8时间a掉矿
12	24215 43634	   	263.08	橙橙2易伤1时间1全技能	1加农对甲2加一34易伤5全技能6攻速79核8时间a赏金邻近
13	24245 43633	   	263.08	橙橙2易伤1全技能1时间	14加农对甲2加一34易伤4序列升级5全技能6攻速79核8时间a掉矿
14	24245 43634	   	263.08	橙橙2易伤1时间1全技能	14加农对甲2加一34易伤4序列升级5全技能6攻速79核8时间a赏金邻近
15	24215 13137	 * 	255.04	橙橙2易伤2技能1全技能	1加农对甲2加一34易伤5全技能6a技能79核8敌人爆炸
16	24245 13137	   	255.04	橙橙2易伤2技能1全技能	14加农对甲2加一34易伤4序列升级5全技能6a技能79核8敌人爆炸
17	24215 43131	   	249.53	橙橙2易伤1全技能	1加农对甲2加一34易伤5全技能6攻速79核8敌人爆炸a基地爆炸
18	24215 43132	   	249.53	橙橙2易伤1全技能	1加农对甲2加一34易伤5全技能6攻速79核8a敌人爆炸
19	24215 43133	   	249.53	橙橙2易伤1全技能	1加农对甲2加一34易伤5全技能6攻速79核8敌人爆炸a雷电
20	24215 43134	   	249.53	橙橙2易伤1全技能	1加农对甲2加一34易伤5全技能6攻速79核8敌人爆炸a最后敌人
21	24215 43136	   	249.53	橙橙2易伤1全技能	1加农对甲2加一34易伤5全技能6攻速79核8敌人爆炸a低血量敌人
22	24215 43137	   	249.53	橙橙2易伤1全技能	1加农对甲2加一34易伤5全技能6攻速79核8敌人爆炸a金币生成
23	24245 43131	   	249.53	橙橙2易伤1全技能	14加农对甲2加一34易伤4序列升级5全技能6攻速79核8敌人爆炸a基地爆炸
24	24245 43132	   	249.53	橙橙2易伤1全技能	14加农对甲2加一34易伤4序列升级5全技能6攻速79核8a敌人爆炸
25	24245 43133	   	249.53	橙橙2易伤1全技能	14加农对甲2加一34易伤4序列升级5全技能6攻速79核8敌人爆炸a雷电
26	24245 43134	   	249.53	橙橙2易伤1全技能	14加农对甲2加一34易伤4序列升级5全技能6攻速79核8敌人爆炸a最后敌人
27	24245 43136	   	249.53	橙橙2易伤1全技能	14加农对甲2加一34易伤4序列升级5全技能6攻速79核8敌人爆炸a低血量敌人
28	24245 43137	   	249.53	橙橙2易伤1全技能	14加农对甲2加一34易伤4序列升级5全技能6攻速79核8敌人爆炸a金币生成
29	24215 43138	   	249.43	橙橙2易伤1全技能1卖塔	1加农对甲2加一34易伤5全技能6攻速79核8敌人爆炸a卖塔
30	24245 43138	   	249.43	橙橙2易伤1全技能1卖塔	14加农对甲2加一34易伤4序列升级5全技能6攻速79核8敌人爆炸a卖塔
31	56123 24633	   	242.69	橙橙2易伤1暴击1技能	1最后敌人27易伤3加一4暴击5头目6基地爆炸8a核9技能
32	24215 13131	   	242.59	橙橙2易伤1全技能1技能	1加农对甲2加一34易伤5全技能6技能79核8敌人爆炸a基地爆炸
33	24215 13132	   	242.59	橙橙2易伤1全技能1技能	1加农对甲2加一34易伤5全技能6技能79核8a敌人爆炸
34	24215 13133	   	242.59	橙橙2易伤1全技能1技能	1加农对甲2加一34易伤5全技能6技能79核8敌人爆炸a雷电
35	24215 13134	   	242.59	橙橙2易伤1全技能1技能	1加农对甲2加一34易伤5全技能6技能79核8敌人爆炸a最后敌人
36	24215 13135	   	242.59	橙橙2易伤1全技能1技能	1加农对甲2加一34易伤5全技能6技能79核8敌人爆炸a头目
37	24245 13131	   	242.59	橙橙2易伤1全技能1技能	14加农对甲2加一34易伤4序列升级5全技能6技能79核8敌人爆炸a基地爆炸
38	24245 13132	   	242.59	橙橙2易伤1全技能1技能	14加农对甲2加一34易伤4序列升级5全技能6技能79核8a敌人爆炸
39	24245 13133	   	242.59	橙橙2易伤1全技能1技能	14加农对甲2加一34易伤4序列升级5全技能6技能79核8敌人爆炸a雷电
40	24245 13134	   	242.59	橙橙2易伤1全技能1技能	14加农对甲2加一34易伤4序列升级5全技能6技能79核8敌人爆炸a最后敌人
41	24245 13135	   	242.59	橙橙2易伤1全技能1技能	14加农对甲2加一34易伤4序列升级5全技能6技能79核8敌人爆炸a头目
42	24425 13136	   	242.59	橙橙2易伤1全技能1技能	1a加农对甲2加一3火球减费4a易伤5全技能6技能79核8a敌人爆炸a序列升级
43	24425 13138	   	242.49	橙橙1易伤1等级1全技能1技能	1加农对甲2加一3火球减费4易伤5全技能6技能79核8敌人爆炸a等级
44	25326 53223	   	242.49	橙橙1易伤1等级1全技能	1加农对甲2双倍秒伤3掉矿4易伤5等级6全技能7敌人爆炸8a核9金币生成
45	24215 43217	 * 	239.50	橙3易伤1等级1伤害2攻速1全技能	18加农对甲2加一348易伤5全技能68攻速7核8序列升级9伤害a等级
46	24245 43228	   	239.50	橙3易伤1等级1伤害2攻速1全技能	148加农对甲2加一348易伤48序列升级5全技能68攻速7核9等级a伤害
