0	Index      	 *	Score 	Summary	Detail	
1	44322 23135	 * 	312.67	DCR|DCR|5VULN	13458VULN|2MDPS|3BPWR|6RAT|7CGEN|9aRCR
2	13147 81212	 * 	296.32	DCR|DCR|2VULN|1TLV|1DMG	1MDPS|24BEXP|3MBVNT|5TLV|67RCR|8DMG|9aVULN
3	26152 11141	 * 	293.99	ACR|DCR|2VULN|2AAC|1MLV|1DMG	17RCR|2DMG|38VULN|4MDPS|5MLV|6aAAC|9DUR
4	26152 11136	 * 	293.94	ACR|DCR|3VULN|1MLV|1DMG|1AAC	17RCR|2DMG|38aVULN|4MDPS|5MLV|6AAC|9BLASTR
5	23212 35162	 * 	292.84	ACR|DCR|1VULN|1TLV|1MLV|1AAC|1ASPD|1CDMG	19RCR|2AAC|3MLV|4LIT|5VULN|6DUR|7TLV|8CDMG|aASPD
6	23212 35161	 * 	291.69	ACR|DCR|1VULN|2AAC|1TLV|1MLV|1CDMG	19RCR|2aAAC|3MLV|4LIT|5VULN|6DUR|7TLV|8CDMG
7	23233 24531	 * 	291.02	ACR|DCR|2VULN|1TLV|1MLV|1AAC	19RCR|2AAC|3MLV|4aVULN|5AME|6DUR|7LHND|8TLV
8	42351 22214	 * 	290.83	DCR|DCR|1VULN|1TLV|1MLV|1ASPD	1VULN|27DUST|3FRZICY|4MLV|5TLV|6CGEN|8aRCR|9ASPD
9	23212 35165	 * 	290.76	ACR|DCR|2TLV|1VULN|1MLV|1AAC|1CDMG	19RCR|2AAC|3MLV|4LIT|5VULN|6DUR|7aTLV|8CDMG
10	42351 12214	   	290.73	DCR|DCR|1VULN|1TLV|1MLV|1ASPD	1VULN|27DUST|3FRZICY|4MLV|5TLV|6ERES|8aRCR|9ASPD
11	25152 11141	   	290.17	ACR|DCR|2VULN|2AAC|1MLV|1ASPD	17RCR|2ASPD|38VULN|4MDPS|5MLV|6aAAC|9DUR
12	25152 11136	   	290.13	ACR|DCR|3VULN|1MLV|1AAC|1ASPD	17RCR|2ASPD|38aVULN|4MDPS|5MLV|6AAC|9BLASTR
13	41322 43315	 * 	289.94	DCR|3MLV|2VULN|1TLV|2DUR|1CDMG	19VULN|2ERES|3NUKE|489MLV|5CDMG|6TLV|79DUR|9BPWR|aRCR
14	21142 22145	 * 	287.34	ACR|3VULN|3DMG|2MLV|1TLV	1RCR|27AME|37aVULN|4DUR|5TLV|67aDMG|7aBPWR|8ERES|9aMLV
15	25152 11115	   	286.83	ACR|DCR|2VULN|1MLV|1DMG|1AAC|1ASPD	17RCR|2ASPD|38VULN|4MDPS|5MLV|6AAC|9LIT|aDMG
16	26152 11115	   	286.83	ACR|DCR|2VULN|1MLV|1DMG|1AAC|1ASPD	17RCR|2DMG|38VULN|4MDPS|5MLV|6AAC|9LIT|aASPD
17	13147 81213	 * 	285.83	DCR|DCR|2DMG|1VULN|1TLV	1MDPS|24BEXP|3MBVNT|5TLV|67RCR|8aDMG|9VULN
18	26122 52125	 * 	285.81	ACR|3VULN|3MLV|2DMG|1TLV	1RCR|27DMG|37aVULN|4LWND|5TLV|67aMLV|7aBPWR|8ERES|9aCGEN
19	26152 11151	   	285.68	ACR|DCR|2VULN|2AAC|1MLV|1DMG	17RCR|2DMG|38VULN|4MDPS|5MLV|6aAAC|9FEWX
20	13147 81273	   	285.13	DCR|DCR|1VULN|1TLV|1DMG|1AAC	1MDPS|24BEXP|3MBVNT|5TLV|67RCR|8DMG|9AAC|aVULN
21	41331 16242	 * 	284.95	DCR|3VULN|2MLV|2TLV	18aVULN|2ERES|3NUKE|4AART|5DMSP|6RCR|7aTLV|9aMLV|aBPWR
22	23212 35163	   	284.90	ACR|DCR|1VULN|1TLV|1MLV|1AAC|1CDMG	19RCR|2AAC|3MLV|4LIT|5VULN|6DUR|7TLV|8CDMG|aAART
23	23212 65162	   	284.53	ACR|DCR|1VULN|1TLV|1MLV|1AAC|1ASPD|1CDMG	19RCR|2AAC|3MLV|4LIT|5VULN|6LHND|7TLV|8CDMG|aASPD
24	26152 11133	   	284.13	ACR|DCR|2VULN|1MLV|1DMG|1AAC|1CDMG	17RCR|2DMG|38VULN|4MDPS|5MLV|6AAC|9BLASTR|aCDMG
25	26152 11163	   	284.13	ACR|DCR|2VULN|1MLV|1DMG|1AAC|1CDMG	17RCR|2DMG|38VULN|4MDPS|5MLV|6AAC|9MULARM|aCDMG
26	25122 13345	 * 	283.87	ACR|3VULN|2MLV|2TLV|3ASPD	1RCR|26aASPD|38aVULN|4LWND|56TLV|6aBPWR|7AETHUN|9aMLV
27	25132 13345	   	283.87	ACR|3VULN|2MLV|2TLV|3ASPD	1RCR|26aASPD|38aVULN|4LHND|56TLV|6aBPWR|7AETHUN|9aMLV
28	23212 35166	   	283.53	ACR|DCR|1VULN|1TLV|1MLV|1AAC|1CDMG	19RCR|2AAC|3MLV|4LIT|5VULN|6DUR|7TLV|8CDMG|aRAT
29	23212 65161	   	283.38	ACR|DCR|1VULN|1TLV|2AAC|1MLV|1CDMG	19RCR|2aAAC|3MLV|4LIT|5VULN|6LHND|7TLV|8CDMG
30	26422 11142	   	282.90	ACR|DCR|1VULN|1TLV|1MLV|1DMG|1AAC	17RCR|2DMG|3AEPOI|4BBNT|5MLV|6AAC|8VULN|9TLV|aDUR
