0	Index      	Bounty	 *	Score 	Summary	Detail	
1	24563 24744	9	 * 	326.42	DCR|4VULN|3DMG|3DUR|2ASPD	1MBVNT|239aVULN|45ASPD|69aDMG|79aDUR|8RCR|9aBPWR
2	24863 24744	9	   	326.42	DCR|4VULN|3DMG|3DUR|2ASPD	1MBVNT|239aVULN|39aBPWR|45ASPD|69aDMG|79aDUR|8RCR
3	24513 14744	9	 * 	320.28	DCR|4VULN|3DUR|2DMG|3ASPD	1MBVNT|239aVULN|46DMG|59aASPD|79aDUR|8RCR|9aBPWR
4	24813 14744	9	   	320.28	DCR|4VULN|3DUR|2DMG|3ASPD	1MBVNT|239aVULN|39aBPWR|46DMG|59aASPD|79aDUR|8RCR
5	24274 43123	8	   	317.50	DCR|4VULN|2DMG|2DUR|2ASPD|2CDMG	1MBVNT|257aVULN|3aCDMG|47DUR|67DMG|7aBPWR|8aASPD|9RCR
6	24543 63123	8	   	317.50	DCR|4VULN|2DMG|2DUR|2ASPD|2CDMG	1MBVNT|237aVULN|4aDUR|57DMG|67CDMG|7aBPWR|8aASPD|9RCR
7	24843 63123	8	   	317.50	DCR|4VULN|2DMG|2DUR|2ASPD|2CDMG	1MBVNT|237aVULN|37aBPWR|4aDUR|57DMG|67CDMG|8aASPD|9RCR
8	24547 43123	8	   	312.95	DCR|4VULN|3DMG|2DUR|2ASPD|1SELL	1MBVNT|237aVULN|47DUR|5SELL|67aDMG|7aBPWR|8aASPD|9RCR
9	24847 43123	8	   	312.95	DCR|4VULN|3DMG|2DUR|2ASPD|1SELL	1MBVNT|237aVULN|37aBPWR|47DUR|5SELL|67aDMG|8aASPD|9RCR
10	32361 25363	3	   	310.66	DCR|4VULN|3DUR|2DMG|2ASPD	125DUR|3LEGI|457aVULN|5aBPWR|6aASPD|8RCR|9aDMG
11	24543 31764	6	   	305.20	DCR|4VULN|3DMG|3DUR	1MBVNT|237aVULN|47aDUR|57aDMG|6RMIN|7aBPWR|8RCR|9RCVC
12	24543 31773	6	   	305.10	DCR|4VULN|3DMG|3DUR	1MBVNT|237aVULN|479DUR|57aDMG|6RMIN|7aBPWR|8RCR
13	24843 31773	6	   	305.10	DCR|4VULN|3DMG|3DUR	1MBVNT|237aVULN|37aBPWR|479DUR|57aDMG|6RMIN|8RCR
14	24814 77433	10	   	301.44	DCR|4VULN|3DMG|2DUR	1MBVNT|2368VULN|368BPWR|468DMG|5AART|78DUR|9ERES|aRCR
15	24514 72371	7	 * 	301.15	DCR|5VULN|3DMG|1ASPD	1MBVNT|23678VULN|468DMG|5AART|68BPWR|9RCR|aASPD
16	24814 72371	7	   	301.15	DCR|5VULN|3DMG|1ASPD	1MBVNT|23678VULN|368BPWR|468DMG|5AART|9RCR|aASPD
17	32552 32363	10	   	299.01	DCR|4VULN|3DUR|2DMG	12aDUR|3AART|4ERES|567aVULN|8RCR|9aDMG|aBPWR
18	24513 14741	9	   	297.34	DCR|4VULN|2DMG|2DUR|2ASPD	1MBVNT|239aVULN|46DMG|59ASPD|79DUR|8RCR|9BPWR
19	24513 14742	10	   	297.34	DCR|4VULN|2DMG|2DUR|2ASPD	1MBVNT|239aVULN|46DMG|59ASPD|79DUR|8RCR|9BPWR
20	24563 24741	9	   	297.34	DCR|4VULN|2DMG|2DUR|2ASPD	1MBVNT|239aVULN|45ASPD|69DMG|79DUR|8RCR|9BPWR
21	24563 24742	10	   	297.34	DCR|4VULN|2DMG|2DUR|2ASPD	1MBVNT|239aVULN|45ASPD|69DMG|79DUR|8RCR|9BPWR
22	24813 14741	9	   	297.34	DCR|4VULN|2DMG|2DUR|2ASPD	1MBVNT|239aVULN|39BPWR|46DMG|59ASPD|79DUR|8RCR
23	24813 14742	10	   	297.34	DCR|4VULN|2DMG|2DUR|2ASPD	1MBVNT|239aVULN|39BPWR|46DMG|59ASPD|79DUR|8RCR
24	24863 24741	9	   	297.34	DCR|4VULN|2DMG|2DUR|2ASPD	1MBVNT|239aVULN|39BPWR|45ASPD|69DMG|79DUR|8RCR
25	24863 24742	10	   	297.34	DCR|4VULN|2DMG|2DUR|2ASPD	1MBVNT|239aVULN|39BPWR|45ASPD|69DMG|79DUR|8RCR
