0	Index      	 *	Score 	Summary	Detail	
1	36221 33416	 * 	391.74	ACR|2MDPS|2VULN|1DMG|1DUR	17VULN|2BBNT|3RCR|4AME|5RPLT|6DMG|8DUR|9aMDPS
2	33411 64221	 * 	388.68	DCR|3VULN|1MDPS|1DUR|1AART	146VULN|2RAT|3DUR|56ZMB|6BPWR|7RCR|8MSLFST|9AART|aMDPS
3	31521 22311	 * 	381.35	4VULN|1MDPS|2TLV|3DUR	1689VULN|27CGEN|39TLV|459DUR|9BPWR|aMDPS
4	31521 26311	   	381.35	4VULN|1MDPS|2TLV|3DUR	1689VULN|2CGEN|39TLV|459DUR|7DMSP|9BPWR|aMDPS
5	66235 32133	 * 	378.03	ACR|3VULN|1MDPS|2TLV|1DUR	1TBNT|28DUST|3RCR|4DUR|589VULN|6BELT|78TLV|8BPWR|aMDPS
6	33211 64322	   	375.13	DCR|3VULN|1MDPS|1DUR	146VULN|2RAT|3LWND|56ZMB|6BPWR|7RCR|8DUR|9LHND|aMDPS
7	33215 64322	   	375.13	DCR|3VULN|1MDPS|1DUR	146VULN|2RAT|3LWND|56CGEN|6BPWR|7RCR|8DUR|9LHND|aMDPS
8	33411 64231	 * 	374.93	DCR|4VULN|1MDPS|1DUR	146aVULN|2aRAT|3DUR|56ZMB|6aBPWR|7RCR|8aMSLFST|9MDPS
9	33411 64232	 * 	374.93	DCR|3VULN|1MDPS|1TLV|1DUR	146VULN|2RAT|3DUR|56ZMB|6BPWR|7RCR|8MSLFST|9MDPS|aTLV
10	33411 64233	   	374.93	DCR|3VULN|1MDPS|1DUR	146VULN|2RAT|3DUR|56ZMB|6BPWR|7RCR|8MSLFST|9MDPS|aRCVC
