0	Index      	Bounty	 *	Score 	Summary	Detail	
1	62222 22244	7	 * 	295.66	DCR|5VULN|2DMG|2DUR	1RCVC|2MBVNT|34569VULN|59BPWR|79DMG|89DUR|aRCR
2	62222 22844	8	   	295.66	DCR|5VULN|2DMG|2DUR	1RCVC|2MBVNT|34569VULN|59BPWR|79DMG|89DUR|aRCR
3	62222 73144	6	   	295.66	DCR|5VULN|2DMG|2DUR	1RCVC|2MBVNT|34589VULN|59BPWR|69DUR|79DMG|aRCR
4	42123 22433	6	 * 	291.88	DCR|4VULN|3DMG|2DUR	146aVULN|2RMIN|35aDMG|7RPLT|8aDUR|9RCR|aBPWR
5	62323 34714	9	   	291.78	DCR|4VULN|3DMG|2DUR	1RCVC|2MBVNT|348DMG|48BPWR|58DUR|6RCR|789aVULN
6	62363 34714	9	   	291.78	DCR|4VULN|3DMG|2DUR	1RCVC|2MBVNT|358DMG|48DUR|6RCR|789aVULN|8BPWR
7	42123 31441	7	   	286.86	DCR|4VULN|3DMG|1DUR|1AART	146aVULN|2RMIN|356DMG|6BPWR|7DUR|8RCR|9AART
8	42123 35263	6	   	285.50	DCR|4VULN|3DMG|1TLV	146aVULN|2RMIN|356DMG|6BPWR|7RCR|8LIT|9TLV
9	62323 34716	10	   	282.79	DCR|3VULN|3DMG|2DUR|1CDMG	1RCVC|2MBVNT|348DMG|48BPWR|58DUR|6RCR|789VULN|aCDMG
10	62323 34716	9	 * 	282.36	DCR|3VULN|3DMG|3DUR	1RCVC|2MBVNT|348DMG|48BPWR|58aDUR|6RCR|789VULN
11	62323 34724	8	   	282.36	DCR|3VULN|3DMG|3DUR	1RCVC|2MBVNT|348DMG|48BPWR|589DUR|6RCR|78aVULN
12	62363 34724	8	   	282.36	DCR|3VULN|3DMG|3DUR	1RCVC|2MBVNT|358DMG|489DUR|6RCR|78aVULN|8BPWR
13	42122 36251	9	   	280.91	DCR|4VULN|2DMG|2LIT|1ASPD|1AART	1479VULN|2RMIN|39DMG|59LIT|6AART|8RCR|9BPWR|aASPD
14	62323 34714	10	   	280.14	DCR|3VULN|3DMG|2DUR|1ASPD	1RCVC|2MBVNT|348DMG|48BPWR|58DUR|6RCR|789VULN|aASPD
