0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13124 36222	1	 * 	290.87	DCR|3VULN|3DMG|3DUR	1BELT|2MBVNT|3RPLT|48aVULN|5LIT|68aDUR|78aDMG|8aBPWR|9RCR
2	13154 86222	1	   	290.87	DCR|3VULN|3DMG|3DUR	1BELT|2MBVNT|3RPLT|48aDUR|5LIT|68aVULN|78aDMG|8aBPWR|9RCR
3	11243 34213	7	 * 	281.60	DCR|4VULN|2DMG|2TLV|1DUR	1BELT|27TLV|3467VULN|57DMG|7BPWR|8DUR|9LHND|aRCR
4	11243 33513	6	   	281.50	DCR|4VULN|2DMG|2TLV|1DUR	1BELT|29TLV|3469VULN|59DMG|7TBNT|8RCR|9BPWR|aDUR
5	25413 22251	1	 * 	281.00	DCR|5VULN|3DUR|1AART	12aDUR|3569aVULN|4aBEXP|7AART|8RCR|aBPWR
6	11243 34241	9	   	280.21	DCR|4VULN|2DMG|2TLV|2LIT	1BELT|27TLV|3467VULN|57DMG|7BPWR|89LIT|aRCR
7	36362 22315	5	 * 	273.46	DCR|4VULN|2DMG|2CDMG	1DUST|24CDMG|3478VULN|4BPWR|59DMG|6LIT|aRCR
8	36362 32315	6	   	273.46	DCR|4VULN|2DMG|2CDMG	1DUST|24CDMG|3478VULN|4BPWR|59DMG|6LIT|aRCR
9	25413 21251	1	   	271.24	DCR|5VULN|3DUR	12aDUR|3569aVULN|4aBEXP|7DLOT|8RCR|aBPWR
10	25152 22251	1	 * 	269.55	DCR|3VULN|3DUR|3ASPD|1AART	12aDUR|3RMIN|45aASPD|69aVULN|7AART|8RCR|aBPWR
11	21413 22251	1	   	267.77	DCR|5VULN|2DUR|1AART	1aDUR|2RCVC|3569aVULN|4aBEXP|7AART|8RCR|aBPWR
12	23413 22251	1	   	267.77	DCR|5VULN|2DUR|1AART	1aDUR|2DMSP|3569aVULN|4aBEXP|7AART|8RCR|aBPWR
13	22226 34623	4	   	266.91	DCR|3VULN|3DUR|2DMG	138DUR|23LHND|38BPWR|48DMG|5ZMB|6FEWX|78aVULN|9RCR
14	42412 32421	7	 * 	266.64	DCR|4VULN|2DUR|2TLV	1aTLV|2aERES|39DUR|4LIT|567aVULN|8RCR|aBPWR
15	11243 34123	8	   	265.35	DCR|4VULN|2DMG|2TLV	1BELT|27TLV|3467VULN|57DMG|7BPWR|8LWND|9FEWX|aRCR
16	11243 34413	8	   	265.35	DCR|4VULN|2DMG|2TLV	1BELT|27TLV|3467VULN|57DMG|7BPWR|8FEWX|9LHND|aRCR
17	11243 33511	6	   	265.25	DCR|4VULN|2DMG|2TLV	1BELT|29TLV|3469VULN|59DMG|7TBNT|8RCR|9BPWR|aRMIN
18	11243 33512	6	   	265.25	DCR|4VULN|2DMG|2TLV	1BELT|29TLV|3469VULN|59DMG|7TBNT|8RCR|9BPWR|aLWND
19	11243 33515	6	   	265.25	DCR|4VULN|2DMG|2TLV	1BELT|29TLV|3469VULN|59DMG|7TBNT|8RCR|9BPWR|aMLV
20	11243 33516	6	   	265.25	DCR|4VULN|2DMG|2TLV	1BELT|29TLV|3469VULN|59DMG|7TBNT|8RCR|9BPWR|aLHND
21	11243 34613	8	   	265.25	DCR|4VULN|2DMG|2TLV	1BELT|27TLV|3467VULN|57DMG|7BPWR|8DUST|9LHND|aRCR
22	11243 33514	6	   	265.15	DCR|4VULN|2DMG|2TLV	1BELT|29TLV|3469VULN|59DMG|7TBNT|8RCR|9BPWR|aERES
23	11241 65333	5	   	261.82	DCR|4VULN|1DMG|1TLV|1AART	1BELT|2TLV|3479VULN|5AART|6LIT|8DMG|aRCR
24	11243 64133	8	   	261.82	DCR|4VULN|1DMG|1TLV|1AART	1BELT|2TLV|3489VULN|5DMG|6AART|7LIT|aRCR
25	25411 22251	1	   	261.46	DCR|4VULN|3DUR|1AART	12aDUR|369aVULN|4aBEXP|5RCVC|7AART|8RCR|aBPWR
26	25413 12251	1	   	261.46	DCR|4VULN|3DUR|1AART	12aDUR|359aVULN|46aBEXP|7AART|8RCR|aBPWR
27	25413 32251	1	   	261.46	DCR|4VULN|3DUR|1AART	12aDUR|359aVULN|4aBEXP|6DMSP|7AART|8RCR|aBPWR
28	25413 22253	1	   	261.26	DCR|4VULN|3DUR|1AART	12aDUR|3569VULN|4BEXP|7AART|8RCR
