0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12334 26631	6	 * 	305.60	DCR|4VULN|3DUR|2DMG|1TLV	167DUR|2aDMG|3TLV|4568VULN|6BPWR|9RCR
2	12336 26631	6	   	305.60	DCR|4VULN|3DUR|2DMG|1TLV	156DUR|2aDMG|3TLV|4678VULN|6BPWR|9RCR
3	12312 43553	2	 * 	293.59	DCR|2VULN|3DMG|3DUR|2TLV	13aDUR|23aDMG|3aBPWR|46TLV|5LIT|7AART|8aVULN|9RCR
4	12334 22425	6	   	292.37	DCR|4VULN|2DMG|2DUR|1TLV	16DUR|29DMG|3TLV|4568VULN|6BPWR|7LWND|aRCR
5	12334 23125	7	   	292.37	DCR|4VULN|2DMG|2DUR|1TLV	16DUR|29DMG|3TLV|4567VULN|6BPWR|8FEWX|aRCR
6	12334 23525	8	   	292.37	DCR|4VULN|2DMG|2DUR|1TLV	16DUR|29DMG|3TLV|4567VULN|6BPWR|8FEWX|aRCR
7	12334 23225	7	   	292.27	DCR|4VULN|2DMG|2DUR|1TLV	16DUR|29DMG|3TLV|4567VULN|6BPWR|8DUST|aRCR
8	12334 23635	7	   	292.27	DCR|4VULN|2DMG|2DUR|1TLV	16DUR|28DMG|3TLV|4567VULN|6BPWR|9DUST|aRCR
9	33521 63315	2	 * 	291.88	DCR|4VULN|3DMG|2DUR	1BEXP|2RPLT|356DMG|4569VULN|56BPWR|7RCR|8aDUR
10	12312 23553	2	   	289.87	DCR|2VULN|3DMG|3DUR|1TLV	13aDUR|23aDMG|3aBPWR|4TLV|5LIT|6RCVC|7AART|8aVULN|9RCR
11	14312 23553	1	   	289.87	DCR|2VULN|3DMG|3DUR|1TLV	13aDUR|23aDMG|3aBPWR|4TLV|5LIT|6RCVC|7AART|8aVULN|9RCR
12	12112 53553	2	   	289.77	DCR|2VULN|3DMG|3DUR|1TLV	16aDUR|23aDMG|4TLV|5LIT|7AART|8aVULN|9RCR|aBPWR
13	12235 13442	10	   	289.45	DCR|4VULN|3DUR|2DMG	139DUR|29DMG|47RCVC|5689VULN|9BPWR|aRCR
14	11141 22522	2	 * 	288.45	DCR|3VULN|2DMG|2DUR|2ASPD|1CDMG	18DUR|258VULN|37DMG|4CDMG|68ASPD|8BPWR|9LHND|aRCR
