0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32423 63122	8	 * 	280.56	DCR|3VULN|3DMG|1TLV|1DUR|1AART	17CGEN|27aVULN|3DUR|4AART|5TLV|678DMG|7BPWR|9RCR
2	32423 63126	8	   	267.31	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG|1AART	17CGEN|27VULN|3DUR|4AART|5TLV|678DMG|7BPWR|9RCR|aCDMG
3	32423 63363	10	   	264.91	DCR|3VULN|2DMG|1TLV|1DUR|1AART	17CGEN|279VULN|3DUR|4AART|5TLV|67DMG|7BPWR|8LHND|aRCR
4	21131 63436	9	 * 	264.47	DCR|3VULN|2DMG|2TLV|1CDMG	18DUST|2LIT|38TLV|49aVULN|5CDMG|68DMG|7RCR|8BPWR
5	32123 63122	8	   	264.21	DCR|3VULN|3DMG|1TLV|1AART	17CGEN|27aVULN|3DUST|4AART|5TLV|678DMG|7BPWR|9RCR
6	32423 63121	8	   	261.43	DCR|2VULN|3DMG|2AART|1TLV|1DUR	17CGEN|27VULN|3DUR|4aAART|5TLV|678DMG|7BPWR|9RCR
7	21124 23436	9	 * 	260.46	DCR|4VULN|2TLV|1CDMG|1ASPD	18DUST|2LIT|38TLV|4CDMG|5ASPD|689aVULN|7RCR|8BPWR
8	32423 62251	9	 * 	259.21	DCR|2VULN|2DMG|2ASPD|1TLV|1DUR|1AART	1CGEN|2aVULN|3DUR|4AART|5TLV|6aDMG|7BEXP|8RCR|9aASPD|aBPWR
9	12423 33256	9	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1LHND|2ASPD|3DUR|4AART|578VULN|6TLV|9RCR|aDMG
10	12423 33526	7	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1LHND|2ASPD|3DUR|4AART|579VULN|6TLV|8RCR|aDMG
11	12121 43461	1	 * 	258.11	DCR|5VULN|2DUR	17LHND|2478aVULN|3ZMB|5LWND|67DUR|7BPWR|9RCR
12	12211 43461	1	   	258.11	DCR|5VULN|2DUR	17LHND|2378aVULN|4ZMB|5LWND|67DUR|7BPWR|9RCR
13	22121 43461	1	   	257.91	DCR|5VULN|2DUR	17DUST|2478aVULN|3ZMB|5LWND|67DUR|7BPWR|9RCR
14	22211 43461	1	   	257.91	DCR|5VULN|2DUR	17DUST|2378aVULN|4ZMB|5LWND|67DUR|7BPWR|9RCR
15	21124 23433	10	   	257.88	DCR|3VULN|2TLV|1DMG|1CDMG|1ASPD	18DUST|2LIT|38TLV|4CDMG|5ASPD|689VULN|7RCR|8BPWR|aDMG
16	32423 63124	8	 * 	257.37	DCR|2VULN|3DMG|2TLV|1DUR|1AART	17CGEN|27VULN|3DUR|4AART|5aTLV|678DMG|7BPWR|9RCR
17	32341 21626	9	   	256.75	DCR|4VULN|1DUR|1CDMG|1ASPD	1CGEN|267aVULN|3LIT|4DUR|5CDMG|8ASPD|9RCR
18	36331 21626	9	   	256.75	DCR|4VULN|1DUR|1CDMG|1ASPD	1CGEN|2DUR|3LIT|467aVULN|5CDMG|8ASPD|9RCR
19	22242 42411	1	 * 	256.11	DCR|3VULN|3DUR|1TLV|1ASPD	1DUST|238VULN|46aDUR|5TLV|7RCR|9ASPD
20	22242 41261	1	   	254.52	DCR|4VULN|2DUR|1TLV	1DUST|237aVULN|46DUR|5TLV|8FEWX|9RCR
21	22242 41361	1	   	254.52	DCR|4VULN|2DUR|1TLV	1DUST|237aVULN|46DUR|5TLV|8LWND|9RCR
22	22242 42324	1	   	254.42	DCR|4VULN|2DUR|1TLV	1DUST|239aVULN|46DUR|5TLV|7RCR|8ERES
23	21124 23434	10	   	254.07	DCR|3VULN|2TLV|1DUR|1CDMG|1ASPD	18DUST|2LIT|38TLV|4CDMG|5ASPD|689VULN|7RCR|8BPWR|aDUR
24	21151 33161	10	   	254.07	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1DUST|2LIT|3TLV|4ASPD|57aVULN|6DMG|8CDMG|9RCR
25	22351 13161	10	   	254.07	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1DUST|2ASPD|3LIT|4DMG|57aVULN|6TLV|8CDMG|9RCR
26	21131 63434	10	   	253.81	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	18DUST|2LIT|38TLV|49VULN|5CDMG|68DMG|7RCR|8BPWR|aDUR
27	32423 63123	8	   	253.66	DCR|2VULN|3DMG|1TLV|1DUR|1AART	17CGEN|27VULN|3DUR|4AART|5TLV|678DMG|7BPWR|9RCR|aRPLT
28	32423 63125	8	   	253.66	DCR|2VULN|3DMG|1TLV|1DUR|1AART	17CGEN|27VULN|3DUR|4AART|5TLV|678DMG|7BPWR|9RCR|aBEXP
29	21236 36522	9	   	253.55	DCR|3VULN|2DMG|1TLV|2LIT	146DUST|27LIT|379VULN|57DMG|7BPWR|8TLV|aRCR
30	32621 22266	8	 * 	253.40	DCR|4VULN|2DMG	1CGEN|2579VULN|3aDMG|4LIT|6ERES|8RCR
31	32423 63633	10	 * 	252.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17CGEN|27VULN|39DUR|4AART|5TLV|67DMG|7BPWR|8FEWX|aRCR
32	32123 65531	7	   	252.39	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1CGEN|2aVULN|3DUST|4AART|5TLV|6aDMG|7ERES|8RCR|9aDUR|aBPWR
33	32123 65531	8	   	252.39	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1CGEN|2aVULN|3DUST|4AART|5TLV|6aDMG|7ERES|8RCR|9aDUR|aBPWR
34	12242 41523	1	 * 	252.38	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	18LHND|238VULN|4DUR|5FEWX|6RCR|78CDMG|8BPWR|9ASPD|aDMG
35	12241 41523	1	   	252.28	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	18LHND|238VULN|4DUR|5DUST|6RCR|78CDMG|8BPWR|9ASPD|aDMG
