0	Index      	Bounty	 *	Score 	Summary	Detail	
1	61316 23231	1	 * 	296.49	DCR|3VULN|3DMG|2DUR|1TLV|1ASPD	19DUR|289DMG|3ASPD|4TLV|579VULN|6RCR|9BPWR|aCGEN
2	61316 23232	1	   	296.49	DCR|3VULN|3DMG|2DUR|1TLV|1ASPD	19DUR|289DMG|3ASPD|4TLV|579VULN|6RCR|9BPWR|aLHND
3	61316 23233	1	   	296.49	DCR|3VULN|3DMG|2DUR|1TLV|1ASPD	19DUR|289DMG|3ASPD|4TLV|579VULN|6RCR|9BPWR|aRCVC
4	61316 23235	1	   	296.49	DCR|3VULN|3DMG|2DUR|1TLV|1ASPD	19DUR|289DMG|3ASPD|4TLV|579VULN|6RCR|9BPWR|aDMSP
5	61316 23234	1	   	296.39	DCR|3VULN|3DMG|2DUR|1TLV|1ASPD	19DUR|289DMG|3ASPD|4TLV|579VULN|6RCR|9BPWR|aERES
6	31511 33522	9	 * 	294.06	DCR|3VULN|3DUR|2DMG|1TLV|1ASPD	18aVULN|2TLV|38DMG|4ASPD|5LWND|6RCR|789DUR|8BPWR
7	31511 33522	8	   	294.06	DCR|3VULN|3DUR|2DMG|1TLV|1ASPD	18aVULN|2TLV|38DMG|4ASPD|5LWND|6RCR|789DUR|8BPWR
8	31511 33523	10	   	294.06	DCR|3VULN|3DUR|2DMG|1TLV|1ASPD	18aVULN|2TLV|38DMG|4ASPD|5LWND|6RCR|789DUR|8BPWR
9	31511 36623	10	   	294.06	DCR|3VULN|3DUR|2DMG|1TLV|1ASPD	17aVULN|2TLV|3aDMG|4ASPD|5LWND|6RCR|89aDUR|aBPWR
10	34511 33533	10	 * 	293.67	DCR|3VULN|3DMG|3DUR|1ASPD	18aVULN|29CGEN|38aDMG|4ASPD|5LWND|6RCR|78aDUR|8aBPWR
11	31516 25322	4	 * 	292.51	DCR|4VULN|2DMG|2ASPD|1TLV	159aVULN|2TLV|39DMG|49ASPD|6RCR|7RCVC|8AART|9BPWR
12	33615 25331	1	 * 	292.27	DCR|4VULN|2DMG|2DUR|1TLV	124aVULN|3aDMG|5TBNT|6RCR|7DUST|8TLV|9aDUR|aBPWR
