0	Index      	Bounty	 *	Score 	Summary	Detail	
1	55114 23221	2	 * 	301.06	DCR|5VULN|3DUR|1DMG	135DUR|23458VULN|35BPWR|6LWND|7AART|9DMG|aRCR
2	23336 21512	7	 * 	296.76	ACR|5VULN|3DUR|2DMG|3LIT	17aLIT|27aDUR|35678VULN|4RCR|7aBPWR|9aDMG
3	55132 23411	6	   	285.31	DCR|4VULN|3DUR|3LIT|1CDMG	137DUR|2789VULN|4CDMG|59ERES|679LIT|79BPWR|aRCR
4	56332 23411	6	   	285.31	DCR|4VULN|3DUR|3LIT|1CDMG	127DUR|3789VULN|4CDMG|59ERES|679LIT|79BPWR|aRCR
5	55114 23212	2	   	281.00	DCR|5VULN|3DUR	135DUR|23458VULN|35BPWR|6LWND|7AART|9RCR|aRPLT
6	55114 23213	2	   	281.00	DCR|5VULN|3DUR	135DUR|23458VULN|35BPWR|6LWND|7AART|9RCR|aLHND
7	23336 21142	9	 * 	280.32	ACR|5VULN|3DUR|2ASPD|3LIT	17aLIT|27aDUR|35679VULN|4RCR|7aBPWR|8aASPD
8	23332 21546	9	   	279.07	ACR|5VULN|3DUR|3LIT|2TLV	17aLIT|257DUR|3679aVULN|4RCR|7aBPWR|8aTLV
9	23336 24512	6	   	278.33	ACR|5VULN|2DMG|2DUR|2LIT	1aLIT|2aDUR|35678VULN|4RCR|9aDMG|aBPWR
10	23316 21651	10	   	277.88	DCR|5VULN|2DUR|3LIT	17aLIT|2aDUR|3567aVULN|479DUST|7aBPWR|8RCR
11	55114 13322	2	   	276.26	DCR|4VULN|3DUR|1TLV	135DUR|2345VULN|35BPWR|6LIT|7ERES|8RCVC|9RCR|aTLV
12	55114 32322	2	   	276.26	DCR|4VULN|3DUR|1TLV	135DUR|2345VULN|35BPWR|6DMSP|7LIT|8ERES|9RCR|aTLV
13	55112 61332	2	   	276.25	DCR|4VULN|3DUR|1CDMG|1ASPD	137DUR|234aVULN|3BPWR|5ASPD|6CDMG|8RCR|9BBNT
14	55112 22134	7	 * 	275.27	DCR|2VULN|3DMG|3DUR|2TLV|1SELL	136DUR|2aVULN|4aTLV|59aDMG|7SELL|8RCR|aBPWR
15	56312 22134	7	 * 	275.27	DCR|2VULN|3DMG|3DUR|2TLV|1SELL	126DUR|3aVULN|4aTLV|59aDMG|7SELL|8RCR|aBPWR
16	22632 62122	10	 * 	275.00	DCR|3VULN|2DMG|2TLV|2AART|2LIT	19LIT|23AART|45DMG|69TLV|79aVULN|8RCR|9BPWR
17	22636 16322	10	   	275.00	DCR|3VULN|2DMG|2TLV|2AART|2LIT	19LIT|23AART|47DMG|59aVULN|6RCR|89TLV|9BPWR
18	55223 23252	2	 * 	274.80	DCR|3VULN|2DMG|2DUR|2ASPD	18DUR|258VULN|38ASPD|46RPLT|7RCR|8BPWR|9aDMG
19	23326 21624	10	   	274.63	DCR|5VULN|1DUR|1TLV|2LIT	17LIT|2DUR|3567aVULN|47FEWX|7BPWR|8RCR|9TLV
20	23316 21624	10	   	274.43	DCR|5VULN|1DUR|1TLV|2LIT	17LIT|2DUR|3567aVULN|47DUST|7BPWR|8RCR|9TLV
21	23336 21353	10	   	273.96	ACR|5VULN|3DUR|1DMG|2LIT	17LIT|278DUR|35679VULN|4RCR|7BPWR|aDMG
22	36113 52116	10	   	273.68	DCR|3VULN|3DUR|1DMG|1TLV	1FEWX|235DUR|45aVULN|5BPWR|6LIT|7TLV|8RCR|9DMG
23	23343 21133	8	   	273.35	DCR|3VULN|2DMG|2DUR|3LIT	147LIT|27DUR|367VULN|5MBVNT|7BPWR|89DMG|aRCR
24	23343 21233	7	   	273.35	DCR|3VULN|2DMG|2DUR|3LIT	147LIT|27DUR|367VULN|5MBVNT|7BPWR|89DMG|aRCR
25	22116 31521	1	   	273.29	DCR|4VULN|2DUR|1DMG|2LIT	16LIT|2489VULN|3DMG|56DUR|6BPWR|7ERES|aRCR
26	36511 14231	8	   	271.86	DCR|4VULN|3DUR|1DMG	138FEWX|238DUR|38BPWR|4678VULN|5DLOT|9DMG|aRCR
27	23541 22262	8	   	271.66	DCR|4VULN|3DUR|3LIT	137LIT|237DUR|37BPWR|4FEWX|5DUST|6789VULN|aRCR
28	56213 83421	6	   	271.66	DCR|4VULN|3DUR|1DMG	125DUR|3MBVNT|4589VULN|58BPWR|6RCR|7RCVC|aDMG
29	56213 83421	7	   	271.66	DCR|4VULN|3DUR|1DMG	125DUR|3MBVNT|4589VULN|58BPWR|6RCR|7RCVC|aDMG
30	15123 63162	10	   	271.65	DCR|3VULN|2DMG|2DUR	18LHND|258VULN|35DUR|4DMSP|58BPWR|6LIT|78DMG|9RCR|aAART
31	23315 21651	10	   	271.56	DCR|4VULN|3DUR|3LIT	17aLIT|25aDUR|367aVULN|479DUST|7aBPWR|8RCR
