0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32121 32514	2	 * 	300.08	DCR|4VULN|3DMG|2DUR	1DUST|246DMG|3456VULN|46BPWR|7LIT|8RCR|9aDUR
2	32521 32514	3	   	300.08	DCR|4VULN|3DMG|2DUR	1DUST|246DMG|3456VULN|46BPWR|7LIT|8RCR|9aDUR
3	32621 32514	1	   	300.08	DCR|4VULN|3DMG|2DUR	1DUST|2456VULN|346DMG|46BPWR|7LIT|8RCR|9aDUR
4	32121 32512	2	   	296.50	DCR|4VULN|3DMG|1DUR|1ASPD	1DUST|246DMG|3456VULN|46BPWR|7LIT|8RCR|9DUR|aASPD
5	32521 32512	3	   	296.50	DCR|4VULN|3DMG|1DUR|1ASPD	1DUST|246DMG|3456VULN|46BPWR|7LIT|8RCR|9DUR|aASPD
6	32621 32512	1	   	296.50	DCR|4VULN|3DMG|1DUR|1ASPD	1DUST|2456VULN|346DMG|46BPWR|7LIT|8RCR|9DUR|aASPD
7	36621 32512	2	   	296.50	DCR|4VULN|3DMG|1DUR|1ASPD	1DUST|2456VULN|346DMG|46BPWR|7LIT|8RCR|9DUR|aASPD
8	32121 32545	2	 * 	295.34	DCR|5VULN|3DMG|2LIT	1DUST|246DMG|3456aVULN|46BPWR|79LIT|8RCR
9	32121 32311	2	   	292.05	DCR|4VULN|3DMG|1TLV|2LIT	1DUST|246DMG|3456VULN|46BPWR|79LIT|8TLV|aRCR
10	32521 32311	3	   	292.05	DCR|4VULN|3DMG|1TLV|2LIT	1DUST|246DMG|3456VULN|46BPWR|79LIT|8TLV|aRCR
11	32621 32311	1	   	292.05	DCR|4VULN|3DMG|1TLV|2LIT	1DUST|2456VULN|346DMG|46BPWR|79LIT|8TLV|aRCR
12	36621 32311	2	   	292.05	DCR|4VULN|3DMG|1TLV|2LIT	1DUST|2456VULN|346DMG|46BPWR|79LIT|8TLV|aRCR
13	16411 15122	10	   	291.78	DCR|4VULN|3DMG|2DUR	19DUR|2369VULN|4DUST|5MLV|789DMG|9BPWR|aRCR
14	32121 35333	2	   	291.78	DCR|4VULN|3DMG|2DUR	1DUST|246DMG|3456VULN|46BPWR|7BELT|8aDUR|9RCR
15	32521 35333	3	   	291.78	DCR|4VULN|3DMG|2DUR	1DUST|246DMG|3456VULN|46BPWR|7BELT|8aDUR|9RCR
16	32621 35333	1	   	291.78	DCR|4VULN|3DMG|2DUR	1DUST|2456VULN|346DMG|46BPWR|7BELT|8aDUR|9RCR
17	36621 35333	2	   	291.78	DCR|4VULN|3DMG|2DUR	1DUST|2456VULN|346DMG|46BPWR|7BELT|8aDUR|9RCR
18	32121 32551	2	   	288.79	DCR|5VULN|3DMG	1DUST|246DMG|34569VULN|46BPWR|7LIT|8RCR|aCGEN
19	32121 32552	2	   	288.79	DCR|5VULN|3DMG	1DUST|246DMG|34569VULN|46BPWR|7LIT|8RCR|aBEXP
20	32121 32556	2	   	288.79	DCR|5VULN|3DMG	1DUST|246DMG|34569VULN|46BPWR|7LIT|8RCR|aRPLT
21	32521 32551	3	   	288.79	DCR|5VULN|3DMG	1DUST|246DMG|34569VULN|46BPWR|7LIT|8RCR|aCGEN
22	32521 32552	3	   	288.79	DCR|5VULN|3DMG	1DUST|246DMG|34569VULN|46BPWR|7LIT|8RCR|aBEXP
23	32621 32551	1	   	288.79	DCR|5VULN|3DMG	1DUST|24569VULN|346DMG|46BPWR|7LIT|8RCR|aCGEN
24	32621 32552	1	   	288.79	DCR|5VULN|3DMG	1DUST|24569VULN|346DMG|46BPWR|7LIT|8RCR|aBEXP
25	32121 32554	2	   	288.69	DCR|5VULN|3DMG	1DUST|246DMG|34569VULN|46BPWR|7LIT|8RCR|aERES
