0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63221 33342	9	 * 	287.39	DCR|5VULN|2DMG|2CDMG|1DUR	19CDMG|2BELT|3DUR|45789VULN|69DMG|9BPWR|aRCR
2	63221 33325	9	 * 	271.15	DCR|4VULN|1TLV|1DMG|1DUR|1CDMG	1CDMG|2BELT|3DUR|4578VULN|6DMG|9RCR|aTLV
3	63321 33342	9	   	271.14	DCR|5VULN|2DMG|2CDMG	19CDMG|2BELT|3BEXP|45789VULN|69DMG|9BPWR|aRCR
4	63621 33342	9	   	271.04	DCR|5VULN|2DMG|2CDMG	19CDMG|2BELT|3DUST|45789VULN|69DMG|9BPWR|aRCR
5	63221 13342	9	 * 	264.23	DCR|5VULN|2DUR|2CDMG|1NUKE	19CDMG|2BELT|39DUR|45789VULN|6NUKE|9BPWR|aRCR
6	63221 33312	9	   	263.29	DCR|5VULN|1DMG|1DUR|1CDMG	1CDMG|2BELT|3DUR|45789VULN|6DMG|aRCR
7	13515 25122	2	 * 	262.32	DCR|3VULN|2DMG|3TLV|1DUR	124LWND|247BPWR|347TLV|57DMG|678VULN|9DUR|aRCR
8	46212 61332	1	 * 	261.49	DCR|2VULN|3DMG|2TLV|1DUR	1CGEN|249DMG|34TLV|4BPWR|5LIT|6DUR|78VULN|aRCR
9	15135 13336	10	 * 	260.52	DCR|2VULN|2DMG|2TLV|2DUR	1LWND|29TLV|3FEWX|45DUR|69DMG|7LIT|89VULN|9BPWR|aRCR
10	35135 13336	10	   	260.52	DCR|2VULN|2DMG|2TLV|2DUR	1LHND|29TLV|3FEWX|45DUR|69DMG|7LIT|89VULN|9BPWR|aRCR
11	35336 13336	10	   	260.52	DCR|2VULN|2DMG|2TLV|2DUR	1LHND|29TLV|34DUR|5FEWX|69DMG|7LIT|89VULN|9BPWR|aRCR
