0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11125 42115	3	 * 	320.16	DCR|4VULN|3DMG|3DUR|2LIT	189DUR|2689VULN|35LIT|4BEXP|789DMG|89BPWR|aRCR
2	11125 62115	3	   	320.16	DCR|4VULN|3DMG|3DUR|2LIT	189DUR|2789VULN|35LIT|4BEXP|689DMG|89BPWR|aRCR
3	11115 32115	5	   	313.61	DCR|4VULN|3DMG|3DUR	189DUR|2589VULN|3LIT|4DMSP|6BEXP|789DMG|89BPWR|aRCR
4	11115 42115	5	   	313.61	DCR|4VULN|3DMG|3DUR	189DUR|2589VULN|3LIT|4DMSP|6LHND|789DMG|89BPWR|aRCR
5	11115 62115	6	   	313.61	DCR|4VULN|3DMG|3DUR	189DUR|2589VULN|3LIT|4DMSP|6BEXP|789DMG|89BPWR|aRCR
6	11121 42115	3	   	313.61	DCR|4VULN|3DMG|3DUR	189DUR|2689VULN|3LIT|45BEXP|789DMG|89BPWR|aRCR
7	11121 62115	3	   	313.61	DCR|4VULN|3DMG|3DUR	189DUR|2789VULN|3LIT|45BEXP|689DMG|89BPWR|aRCR
8	11165 32115	5	   	313.61	DCR|4VULN|3DMG|3DUR	189DUR|2589VULN|3LIT|4RCVC|6BEXP|789DMG|89BPWR|aRCR
9	11112 42115	4	   	313.51	DCR|4VULN|3DMG|3DUR	189DUR|2689VULN|3LIT|4DMSP|5DUST|789DMG|89BPWR|aRCR
10	11112 62115	4	   	313.51	DCR|4VULN|3DMG|3DUR	189DUR|2789VULN|3LIT|4DMSP|5DUST|689DMG|89BPWR|aRCR
11	11153 12115	3	   	313.51	DCR|4VULN|3DMG|3DUR	189DUR|2589VULN|3LIT|4DUST|6RCVC|789DMG|89BPWR|aRCR
12	11162 42115	4	   	313.51	DCR|4VULN|3DMG|3DUR	189DUR|2689VULN|3LIT|4RCVC|5DUST|789DMG|89BPWR|aRCR
13	11162 62115	4	   	313.51	DCR|4VULN|3DMG|3DUR	189DUR|2789VULN|3LIT|4RCVC|5DUST|689DMG|89BPWR|aRCR
14	13115 42115	5	   	313.51	DCR|4VULN|3DMG|3DUR	189DUR|2LEGI|3LIT|4DMSP|5689VULN|789DMG|89BPWR|aRCR
15	13115 62115	6	   	313.51	DCR|4VULN|3DMG|3DUR	189DUR|2LEGI|3LIT|4DMSP|5689VULN|789DMG|89BPWR|aRCR
16	13115 62115	5	   	313.51	DCR|4VULN|3DMG|3DUR	189DUR|2LEGI|3LIT|4DMSP|5789VULN|689DMG|89BPWR|aRCR
17	11153 32115	3	   	313.41	DCR|4VULN|3DMG|3DUR	189DUR|2589VULN|3LIT|46DUST|789DMG|89BPWR|aRCR
18	11125 12115	3	   	297.52	DCR|3VULN|3DMG|3DUR|2LIT	189DUR|289VULN|35LIT|4BEXP|6RCVC|789DMG|89BPWR|aRCR
19	11155 12115	3	   	297.42	DCR|3VULN|3DMG|3DUR|2LIT	189DUR|289VULN|35LIT|4DUST|6RCVC|789DMG|89BPWR|aRCR
20	11155 32115	3	   	297.32	DCR|3VULN|3DMG|3DUR|2LIT	189DUR|289VULN|35LIT|46DUST|789DMG|89BPWR|aRCR
21	11364 13124	2	   	291.88	DCR|4VULN|3DMG|2DUR	13DUR|2568VULN|456DMG|56BPWR|7FEWX|9CGEN|aRCR
22	11364 12124	2	   	291.78	DCR|4VULN|3DMG|2DUR	13DUR|2568VULN|456DMG|56BPWR|7DUST|9CGEN|aRCR
23	11121 12115	3	   	290.97	DCR|3VULN|3DMG|3DUR	189DUR|289VULN|3LIT|45BEXP|6RCVC|789DMG|89BPWR|aRCR
24	13114 42115	5	 * 	290.94	DCR|4VULN|3DUR|3ASPD	189DUR|2LEGI|3LIT|4DMSP|589ASPD|6789VULN|89BPWR|aRCR
25	13115 32115	6	   	290.94	DCR|4VULN|3DUR|3ASPD	189DUR|2LEGI|3LIT|4DMSP|5789VULN|689ASPD|89BPWR|aRCR
