0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32262 26234	2	 * 	311.37	橙5易伤3时间3雷电1伤害	147雷电23479易伤479序列升级579时间6核8赏金塔a伤害
2	32262 26633	2	   	298.14	橙5易伤2时间3雷电1伤害	147雷电2347a易伤47序列升级57时间6核8伤害9基地爆炸
3	32262 26623	2	   	298.04	橙5易伤2时间3雷电1伤害	147雷电2347a易伤47序列升级57时间6核8伤害9挖尘
4	32225 26622	2	   	296.56	橙4易伤3时间1等级2雷电1暴击	17雷电237a易伤457时间6核7序列升级8等级9暴击
5	32262 26423	2	   	294.33	橙5易伤2时间3雷电1等级	147雷电2347a易伤47序列升级57时间6核8敌人爆炸9等级
6	32262 26533	2	   	294.33	橙5易伤2时间3雷电1等级	147雷电2347a易伤47序列升级57时间6核8等级9基地爆炸
7	32262 26523	2	   	294.23	橙5易伤2时间3雷电1等级	147雷电2347a易伤47序列升级57时间6核8等级9挖尘
8	31236 23156	7	   	293.46	橙4易伤2时间3等级1伤害2雷电	19雷电249等级3456易伤49序列升级7伤害89时间a核
9	32262 26632	2	   	291.83	橙4易伤3时间3雷电1伤害	147雷电2347易伤47序列升级57a时间6核8伤害9基地爆炸
10	32262 26113	2	   	291.73	橙5易伤2时间3雷电1暴击	147雷电2347a易伤47序列升级57时间6核8平台9暴击
11	32262 26622	2	   	291.73	橙4易伤3时间3雷电1伤害	147雷电2347易伤47序列升级57a时间6核8伤害9挖尘
12	31262 26235	1	   	291.30	橙5易伤3时间3雷电	147雷电2立即金币3479a易伤479序列升级579时间6核8赏金塔
13	32262 26231	2	   	291.30	橙5易伤3时间3雷电	147雷电23479易伤479序列升级579时间6核8赏金塔a基地爆炸
14	32262 26232	2	   	291.30	橙5易伤3时间3雷电	147雷电23479易伤479序列升级579时间6核8赏金塔a随机矿
15	32262 26235	2	   	291.30	橙5易伤3时间3雷电	147雷电23479易伤479序列升级579时间6核8赏金塔a平台
16	32262 26236	2	   	291.30	橙5易伤3时间3雷电	147雷电23479易伤479序列升级579时间6核8赏金塔a敌人爆炸
17	32262 26233	2	   	291.06	橙5易伤3时间3雷电1卖塔	147雷电23479易伤479序列升级579时间6核8赏金塔a卖塔
18	23422 33361	10	 * 	291.02	橙4易伤2伤害2等级1时间1卖塔	1卖塔267a易伤3时间4全技能5a伤害8a等级9核a序列升级
19	31232 23664	8	 * 	289.81	橙4易伤2伤害2等级1时间	1雷电24等级348a易伤4序列升级5时间6核79伤害
20	32262 26422	2	   	288.01	橙4易伤3时间3雷电1等级	147雷电2347易伤47序列升级57a时间6核8敌人爆炸9等级
21	32262 26532	2	   	288.01	橙4易伤3时间3雷电1等级	147雷电2347易伤47序列升级57a时间6核8等级9基地爆炸
22	32262 26522	2	   	287.91	橙4易伤3时间3雷电1等级	147雷电2347易伤47序列升级57a时间6核8等级9挖尘
23	32262 21311	2	 * 	287.10	橙3易伤2伤害2时间3雷电1暴击	14a雷电234易伤4a序列升级5a时间6核7暴击8挖尘9a伤害
24	32225 26213	2	   	286.72	橙4易伤3时间1伤害2雷电	17雷电2379易伤457时间6核7序列升级8低血量敌人a伤害
25	32225 26413	2	   	286.62	橙4易伤3时间1伤害2雷电	17雷电2379易伤457时间6核7序列升级8挖尘a伤害
26	32225 26114	2	   	286.20	橙5易伤3时间2雷电	17雷电2379a易伤457时间6核7序列升级8敌人爆炸
27	32225 26214	2	   	286.20	橙5易伤3时间2雷电	17雷电2379a易伤457时间6核7序列升级8低血量敌人
28	32225 26314	2	   	286.20	橙5易伤3时间2雷电	17雷电2379a易伤457时间6核7序列升级8最后敌人
29	23623 43161	10	 * 	285.64	橙4易伤2伤害2时间1卖塔	1卖塔245a易伤3矿等6全技能7a时间8a伤害9核a序列升级
30	32262 26112	2	   	285.41	橙4易伤3时间3雷电1暴击	147雷电2347易伤47序列升级57a时间6核8平台9暴击
31	23422 63361	10	 * 	284.03	橙3易伤3伤害2等级1时间1卖塔	1卖塔27a易伤3时间4全技能56a伤害8a等级9核a序列升级
32	32262 61432	2	   	283.97	橙5易伤2时间2雷电1攻速	14雷电2346a易伤46序列升级56时间7最后敌人8核9攻速
33	21221 53421	5	 * 	283.87	橙4易伤3攻速2时间2雷电2卖塔	15卖塔28a攻速38时间478a易伤6核8a序列升级9a雷电
34	31232 23464	8	   	281.75	橙3易伤2伤害2时间2等级	1雷电24等级34a易伤4序列升级58时间6核79伤害
