0	Index      	 *	Score 	Summary	Detail	
1	22453 11411	 * 	368.79	DCR|2VULN|1MDPS|2DMG|1DUR	1BOSS|2LEGI|36DMG|45VULN|7LIT|8RCR|9DUR|aMDPS
2	42232 13552	 * 	366.59	DCR|3VULN|2DMG|1CDMG|1TLV|1DUR	1RCVC|27DMG|3DUR|457VULN|67FEWX|7BPWR|8TLV|9CDMG|aRCR
3	12663 21353	 * 	363.66	DCR|2VULN|1MDPS|2DUR|1DMG	1CGEN|2LIT|37DUR|45VULN|6ERES|8DMG|9RCR|aMDPS
4	33523 64451	 * 	358.44	DCR|2VULN|1MDPS|1CDMG|1DUR	1BELT|2FEWX|3DUST|4DUR|58VULN|6MBVNT|7RCR|9CDMG|aMDPS
5	33523 64324	 * 	357.91	DCR|2MDPS|1VULN|1DUR	1BELT|2FEWX|3DUST|4DUR|5VULN|6MBVNT|7RCR|8aMDPS|9RCVC
6	33523 64364	   	357.91	DCR|2MDPS|1VULN|1DUR	1BELT|2FEWX|3DUST|4DUR|5VULN|6MBVNT|7RCR|8aMDPS|9DMSP
7	33523 64374	   	357.91	DCR|2MDPS|1VULN|1DUR	19BELT|2FEWX|3DUST|4DUR|5VULN|6MBVNT|7RCR|8aMDPS
8	33523 64384	 * 	357.91	DCR|2MDPS|1VULN|2DUR	1BELT|2FEWX|3DUST|49DUR|5VULN|6MBVNT|7RCR|8aMDPS
9	42423 33631	 * 	352.74	DCR|3VULN|3DMG|3DUR	1RCVC|247DMG|389FEWX|578DUR|678VULN|78BPWR|aRCR
10	42232 51614	 * 	352.74	DCR|3VULN|2CDMG|2DMG|1DUR	1RCVC|29DMG|3DUR|459VULN|6RMIN|7MBVNT|89CDMG|9BPWR|aRCR
11	42423 33621	 * 	352.64	3VULN|1MDPS|3DMG|3DUR|1SELL	1RCVC|247DMG|38FEWX|578DUR|678VULN|78BPWR|9SELL|aMDPS
12	42523 33621	 * 	352.64	3VULN|1MDPS|3DMG|3DUR|1SELL	1RCVC|247DMG|38BEXP|578DUR|678VULN|78BPWR|9SELL|aMDPS
13	52322 22643	 * 	351.73	2MDPS|2VULN|2CDMG|1DUR	128DUST|38VULN|4RPLT|5BEXP|6DUR|78CDMG|8BPWR|9aMDPS
14	42332 61411	   	351.31	DCR|2VULN|1MDPS|1DMG|1DUR	1RCVC|2DMG|3LWND|45VULN|6BOSS|7LIT|8RCR|9DUR|aMDPS
15	31261 21132	 * 	345.26	DCR|1MDPS|3DMG|3TLV|3DUR	1BELT|238DMG|4BOSS|589TLV|689DUR|7RCR|89BPWR|aMDPS
16	52321 14136	   	343.50	DCR|2VULN|1MDPS|2DUR	12DUST|35VULN|4RPLT|67DUR|8BEXP|9RCR|aMDPS
17	42231 53621	 * 	340.89	3VULN|1MDPS|3DMG|2DUR|1SELL	1RCVC|267DMG|38DUR|478VULN|578DUST|78BPWR|9SELL|aMDPS
18	42232 13452	   	340.38	DCR|3VULN|2DMG|1CDMG|1DUR	1RCVC|27DMG|3DUR|457VULN|67FEWX|7BPWR|8CGEN|9CDMG|aRCR
19	42232 23652	   	340.28	DCR|3VULN|2DMG|1CDMG|1DUR	1RCVC|28DMG|3DUR|458VULN|68LHND|7NUKE|8BPWR|9CDMG|aRCR
20	42232 13535	   	339.19	DCR|3VULN|2DMG|1TLV|1DUR	1RCVC|27DMG|3DUR|457VULN|67FEWX|7BPWR|8TLV|9RAT|aRCR
