0	Index      	 *	Score 	Summary	Detail	
1	15132 14351	 * 	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	1CDMG|23CGEN|4DUR|5AME|6BOSS|79VULN|8RCR|aMDPS
2	15332 14351	   	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	1CDMG|2CGEN|3RCVC|4DUR|5AME|6BOSS|79VULN|8RCR|aMDPS
3	31412 14351	   	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	1DMSP|2CGEN|3DUR|4CDMG|5AME|6BOSS|79VULN|8RCR|aMDPS
4	22153 61136	 * 	357.05	DCR|2VULN|1MDPS|1TLV|1DUR	1BBNT|2AEFRZ|34VULN|5DUR|6AME|7TBNT|8TLV|9RCR|aMDPS
5	11332 35246	 * 	352.73	DCR|DCR|2VULN|1CDMG|1DUR|1AART	1CDMG|2AME|3MSLREG|4DUR|59VULN|6AEPOI|7aRCR|8AART
6	33442 12336	 * 	341.25	DCR|DCR|1MDPS|1TLV|1DMG|1DUR	1DMSP|2DMG|3DUR|4LIT|5RPLT|67RCR|8TLV|9AEBURN|aMDPS
7	11332 26116	 * 	339.08	2MDPS|2VULN|1CDMG|1DUR	1CDMG|2AME|3MSLREG|4DUR|57VULN|6LIT|8aMDPS|9CGEN
8	14332 65121	 * 	337.06	DCR|2VULN|3DMG|2CDMG|2DUR	18CDMG|268DMG|3AIRHEA|49DUR|58VULN|7RCR|8BPWR|aRPLT
9	14332 65122	   	337.06	DCR|2VULN|3DMG|2CDMG|2DUR	18CDMG|268DMG|3AIRHEA|49DUR|58VULN|7RCR|8BPWR|aAAC
10	14332 65123	   	336.96	DCR|2VULN|3DMG|2CDMG|2DUR	18CDMG|268DMG|3AIRHEA|49DUR|58VULN|7RCR|8BPWR|aBASICY
11	14321 63115	 * 	336.15	2VULN|1MDPS|2DMG|1CDMG|1TLV|1DUR|1AART	1CDMG|26DMG|3AIRHEA|4ERES|56VULN|6BPWR|7AART|8DUR|9TLV|aMDPS
12	11332 22616	 * 	335.32	3MDPS|1VULN|1CDMG|1DUR	1CDMG|2AME|3MSLREG|4DUR|5VULN|6LIT|79aMDPS|8ERES
13	31421 12435	 * 	331.66	ACR|2MDPS|1VULN|1DUR|1AART	1DMSP|2CGEN|3DUR|4AETHUN|5RCR|6AART|7VULN|8aMDPS|9ERES
14	31421 12442	   	331.66	ACR|2MDPS|1VULN|1DUR|1AART	1DMSP|29CGEN|3DUR|4AETHUN|5RCR|6AART|7VULN|8aMDPS
15	21216 65312	   	330.84	DCR|2VULN|1MDPS|1DUR	1BBNT|2ERES|3BEXP|49VULN|5MBVNT|6RCR|7DLOT|8DUR|aMDPS
16	23431 42251	   	330.84	DCR|2VULN|1MDPS|1DUR	1BBNT|2DUST|3SNITOX|4RPLT|5BASICY|69VULN|7RCR|8DUR|aMDPS
17	25311 65312	   	330.84	DCR|2VULN|1MDPS|1DUR	1BBNT|2MBVNT|3AME|49VULN|5FEWX|6RCR|7DLOT|8DUR|aMDPS
18	25423 34861	 * 	329.12	ACR|DCR|3VULN|1DUR|1AART	1BBNT|2MBVNT|3AART|4DUR|58RCR|6ERES|79aVULN
