0	Index      	Bounty	 *	Score 	Summary	Detail	
1	25115 21163	10	 * 	311.84	DCR|4VULN|3DMG|2DUR|3TLV	1489VULN|29DUR|389DMG|5MBVNT|678TLV|89BPWR|aRCR
2	25512 21112	10	 * 	292.55	DCR|5VULN|3DUR|2ASPD	15789VULN|248DUR|3RPLT|68ASPD|8BPWR|aRCR
3	25632 23121	10	   	291.78	DCR|4VULN|3DMG|2DUR	178aVULN|28DUR|3ERES|4LWND|568DMG|8BPWR|9RCR
4	25632 23126	9	   	291.78	DCR|4VULN|3DMG|2DUR	178aVULN|28DUR|3ERES|4LWND|568DMG|8BPWR|9RCR
5	25463 33313	9	   	291.63	DCR|5VULN|2DUR|1DMG|1CDMG	13469VULN|25DUR|7CDMG|8RCR|aDMG
6	25463 33313	10	   	291.63	DCR|5VULN|2DUR|1DMG|1CDMG	13469VULN|25DUR|7CDMG|8RCR|aDMG
7	24151 62411	1	 * 	290.45	DCR|3VULN|3DMG|2DUR|2ASPD	149VULN|246DMG|3MBVNT|49BPWR|5FEWX|79DUR|89ASPD|aRCR
8	24153 62411	1	   	290.45	DCR|3VULN|3DMG|2DUR|2ASPD	149VULN|246DMG|3MBVNT|49BPWR|5BEXP|79DUR|89ASPD|aRCR
9	25115 44842	6	 * 	289.25	DCR|4VULN|3DUR|2DMG	149aVULN|26aDUR|3aDMG|5MBVNT|7RCR|8DLOT|aBPWR
10	25213 36252	6	   	288.27	DCR|3VULN|3DMG|2TLV|1DUR|1CDMG	148VULN|2DUR|38TLV|589DMG|6BELT|7RCR|8BPWR|aCDMG
11	25113 12134	8	   	288.10	DCR|4VULN|3DMG|1DUR|1ASPD	149aVULN|2DUR|356DMG|7ASPD|8RCR
12	25213 36251	6	   	285.62	DCR|3VULN|3DMG|2TLV|1DUR|1ASPD	148VULN|2DUR|38TLV|589DMG|6BELT|7RCR|8BPWR|aASPD
13	25463 33333	9	   	285.31	DCR|4VULN|3DUR|1DMG|1CDMG	1346VULN|259DUR|7CDMG|8RCR|aDMG
14	22131 43423	10	 * 	284.89	DCR|5VULN|2DMG|2TLV	1469aVULN|2RPLT|39TLV|5RCVC|7RCR|89DMG|9BPWR
15	22131 43425	9	   	284.89	DCR|5VULN|2DMG|2TLV	1469aVULN|2RPLT|39TLV|5RCVC|7RCR|89DMG|9BPWR
16	25463 33311	10	   	284.79	DCR|5VULN|3DUR|1CDMG	13469VULN|25aDUR|7CDMG|8RCR
17	22312 15317	1	   	284.59	DCR|3VULN|2DMG|2DUR|1TLV|2LIT	167VULN|2MBVNT|3TLV|47DUR|57LIT|7BPWR|89DMG|aRCR
18	25151 82411	1	 * 	284.32	DCR|3VULN|2DMG|3ASPD|2DUR	149VULN|246ASPD|3MBVNT|49BPWR|5FEWX|79DUR|89DMG|aRCR
19	25153 82411	1	   	284.32	DCR|3VULN|2DMG|3ASPD|2DUR	149VULN|246ASPD|3MBVNT|49BPWR|5BEXP|79DUR|89DMG|aRCR
20	25118 63433	1	   	284.22	DCR|3VULN|2DMG|3ASPD|2DUR	189VULN|257ASPD|3MBVNT|48DUR|68DMG|8BPWR|aRCR
21	25113 26135	8	   	284.09	DCR|3VULN|3DMG|2DUR|2LIT	14aVULN|2aDUR|357DMG|6RMIN|8RCR|9aLIT|aBPWR
22	12343 33441	7	   	283.21	DCR|3VULN|2DMG|2DUR|2TLV	1RMIN|26aVULN|35DMG|4aTLV|7aDUR|8RCR|9AART|aBPWR
23	25632 23125	9	 * 	282.36	DCR|3VULN|3DMG|3DUR	178VULN|28aDUR|3ERES|4LWND|568DMG|8BPWR|9RCR
