0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11626 36121	3	 * 	306.02	DCR|4VULN|2DMG|2DUR|1TLV|1CDMG	158aVULN|2TLV|37DUR|45DMG|5BPWR|6RCR|9CDMG
2	11626 36121	2	   	306.02	DCR|4VULN|2DMG|2DUR|1TLV|1CDMG	158aVULN|2TLV|37DUR|45DMG|5BPWR|6RCR|9CDMG
3	11636 36121	4	   	306.02	DCR|4VULN|2DMG|2DUR|1TLV|1CDMG	158aVULN|2TLV|37DUR|45DMG|5BPWR|6RCR|9CDMG
4	12626 36121	3	   	306.02	DCR|4VULN|2DMG|2DUR|1TLV|1CDMG	158aVULN|27DUR|3TLV|45DMG|5BPWR|6RCR|9CDMG
5	12636 36121	4	   	306.02	DCR|4VULN|2DMG|2DUR|1TLV|1CDMG	158aVULN|27DUR|3TLV|45DMG|5BPWR|6RCR|9CDMG
6	11222 33121	2	 * 	294.73	DCR|5VULN|2DMG|1TLV|1CDMG	1578aVULN|2TLV|3BEXP|45DMG|5BPWR|6RCR|9CDMG
7	11626 35121	1	   	294.73	DCR|5VULN|2DMG|1DUR|1CDMG	1578aVULN|2CGEN|3DUR|45DMG|5BPWR|6RCR|9CDMG
8	12326 35121	2	   	294.73	DCR|5VULN|2DMG|1DUR|1CDMG	1578aVULN|2DUR|3CGEN|45DMG|5BPWR|6RCR|9CDMG
9	12326 35121	1	   	294.73	DCR|5VULN|2DMG|1DUR|1CDMG	1578aVULN|2DUR|3CGEN|45DMG|5BPWR|6RCR|9CDMG
10	11626 36111	2	   	292.13	DCR|4VULN|2DMG|2DUR|1TLV|1SELL	158aVULN|2TLV|37DUR|45DMG|5BPWR|6RCR|9SELL
11	11626 36111	3	   	292.13	DCR|4VULN|2DMG|2DUR|1TLV|1SELL	158aVULN|2TLV|37DUR|45DMG|5BPWR|6RCR|9SELL
12	11636 36111	4	   	292.13	DCR|4VULN|2DMG|2DUR|1TLV|1SELL	158aVULN|2TLV|37DUR|45DMG|5BPWR|6RCR|9SELL
13	12626 36111	3	   	292.13	DCR|4VULN|2DMG|2DUR|1TLV|1SELL	158aVULN|27DUR|3TLV|45DMG|5BPWR|6RCR|9SELL
14	12636 36111	4	   	292.13	DCR|4VULN|2DMG|2DUR|1TLV|1SELL	158aVULN|27DUR|3TLV|45DMG|5BPWR|6RCR|9SELL
15	11626 32121	2	   	291.44	DCR|4VULN|2DMG|1TLV|1DUR|1CDMG	158aVULN|2TLV|3DUR|45DMG|5BPWR|6RCR|7RCVC|9CDMG
16	11626 32121	3	   	291.44	DCR|4VULN|2DMG|1TLV|1DUR|1CDMG	158aVULN|2TLV|3DUR|45DMG|5BPWR|6RCR|7RCVC|9CDMG
17	11636 32121	4	   	291.44	DCR|4VULN|2DMG|1TLV|1DUR|1CDMG	158aVULN|2TLV|3DUR|45DMG|5BPWR|6RCR|7RCVC|9CDMG
18	12626 32121	3	   	291.44	DCR|4VULN|2DMG|1TLV|1DUR|1CDMG	158aVULN|2DUR|3TLV|45DMG|5BPWR|6RCR|7RCVC|9CDMG
19	12636 32121	4	   	291.44	DCR|4VULN|2DMG|1TLV|1DUR|1CDMG	158aVULN|2DUR|3TLV|45DMG|5BPWR|6RCR|7RCVC|9CDMG
20	12526 36121	1	   	289.77	DCR|4VULN|2DMG|2DUR|1CDMG	158aVULN|27DUR|3MLV|45DMG|5BPWR|6RCR|9CDMG
21	12526 36121	2	   	289.77	DCR|4VULN|2DMG|2DUR|1CDMG	158aVULN|27DUR|3MLV|45DMG|5BPWR|6RCR|9CDMG
22	12225 31652	9	 * 	289.65	DCR|4VULN|3DUR|2DMG	1579VULN|246DUR|3469LHND|469BPWR|89DMG|aRCR
23	12326 35143	2	   	289.35	DCR|4VULN|3DUR|2DMG	1578VULN|29aDUR|3CGEN|45DMG|5BPWR|6RCR
24	12326 35143	1	   	289.35	DCR|4VULN|3DUR|2DMG	1578VULN|29aDUR|3CGEN|45DMG|5BPWR|6RCR
25	11222 33136	2	   	288.79	DCR|4VULN|2DMG|1TLV|1DUR|1ASPD	1578VULN|2TLV|3BEXP|45DMG|5BPWR|6RCR|9DUR|aASPD
26	11635 36121	5	   	288.34	DCR|4VULN|2DUR|1DMG|1TLV|1CDMG	158aVULN|2TLV|37DUR|4DMG|6RCR|9CDMG
