0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32332 13115	4	 * 	315.83	DCR|5VULN|2DMG|2DUR|2CDMG	19CDMG|24DMG|34689VULN|49BPWR|5DMSP|79DUR|aRCR
2	32332 13143	4	   	315.83	DCR|5VULN|2DMG|2DUR|2CDMG	1aCDMG|24DMG|3468aVULN|4aBPWR|5DMSP|7aDUR|9RCR
3	32332 13243	4	 * 	309.51	DCR|4VULN|3DUR|2DMG|2CDMG	1aCDMG|24DMG|346aVULN|4aBPWR|5DMSP|78aDUR|9RCR
4	32334 43143	4	   	309.51	DCR|4VULN|3DUR|2DMG|2CDMG	1aCDMG|24DMG|348aVULN|4aBPWR|56aDUR|7RCVC|9RCR
5	32332 13215	4	   	309.51	DCR|4VULN|3DUR|2DMG|2CDMG	19CDMG|24DMG|3469VULN|49BPWR|5DMSP|789DUR|aRCR
6	32334 43115	4	   	309.51	DCR|4VULN|3DUR|2DMG|2CDMG	19CDMG|24DMG|3489VULN|49BPWR|569DUR|7RCVC|aRCR
7	32331 32131	4	 * 	302.44	DCR|5VULN|3DMG|1CDMG	1CDMG|249DMG|3468aVULN|4BPWR|5LIT|7RCR
8	32333 32131	5	   	302.44	DCR|5VULN|3DMG|1CDMG	1CDMG|249DMG|3468aVULN|4BPWR|5LIT|7RCR
9	11632 13143	4	 * 	302.33	DCR|4VULN|2DMG|2DUR|3CDMG	1aDMG|2468VULN|34aCDMG|4aBPWR|5DMSP|7aDUR|9RCR
10	32332 13343	4	   	302.33	DCR|4VULN|2DMG|2DUR|3CDMG	18aCDMG|24DMG|346aVULN|4aBPWR|5DMSP|7aDUR|9RCR
11	14222 25622	7	 * 	299.10	DCR|4VULN|2DMG|2ASPD|1TLV|1DUR	18DMG|28ASPD|3TLV|4DUR|5678VULN|8BPWR|9RPLT|aRCR
12	32322 13115	3	   	298.14	DCR|5VULN|2DUR|1DMG|2CDMG	19CDMG|2DMG|34689VULN|5DMSP|79DUR|9BPWR|aRCR
13	32322 13143	3	   	298.14	DCR|5VULN|2DUR|1DMG|2CDMG	1aCDMG|2DMG|3468aVULN|5DMSP|7aDUR|9RCR|aBPWR
14	11622 13143	3	   	296.19	DCR|4VULN|2DMG|2DUR|2CDMG	1aDMG|2468VULN|3aCDMG|5DMSP|7aDUR|9RCR|aBPWR
15	16332 51314	7	 * 	295.15	DCR|3VULN|3DMG|2DUR|1TLV	169DMG|29DUR|3FEWX|4AART|5TLV|7RCR|89aVULN|9BPWR
16	32331 32136	4	   	293.90	DCR|4VULN|3DMG|1CDMG|1ASPD	1CDMG|249DMG|3468VULN|4BPWR|5LIT|7RCR|aASPD
17	32333 32136	5	   	293.90	DCR|4VULN|3DMG|1CDMG|1ASPD	1CDMG|249DMG|3468VULN|4BPWR|5LIT|7RCR|aASPD
18	16112 64313	2	 * 	293.47	DCR|3VULN|3DMG|3DUR|1ASPD	148DMG|245DUR|3RPLT|48BPWR|68aVULN|7RCR|9ASPD
19	11631 32132	4	   	293.10	DCR|5VULN|2DMG|2CDMG	19DMG|2468aVULN|34CDMG|4BPWR|5LIT|7RCR
20	11633 32132	5	   	293.10	DCR|5VULN|2DMG|2CDMG	19DMG|2468aVULN|34CDMG|4BPWR|5LIT|7RCR
