0	Index      	Bounty	 *	Score 	Summary	Detail	
1	36333 33631	7	 * 	276.14	DCR|4VULN|2DUR|2ASPD|1TLV	19BEXP|25ASPD|3569VULN|4RCVC|59BPWR|79DUR|8RCR|aTLV
2	36333 36631	6	   	276.14	DCR|4VULN|2DUR|2ASPD|1TLV	19BEXP|25ASPD|3569VULN|4RCVC|59BPWR|79DUR|8RCR|aTLV
3	26242 15121	4	 * 	270.81	DCR|4VULN|3DMG|1AART	18MLV|2AART|368aVULN|468DMG|5RPLT|68BPWR|7RCR|9CGEN
4	26232 15142	4	 * 	268.40	DCR|4VULN|3ASPD|2CDMG|1AART	18aMLV|2AART|368aVULN|468ASPD|5RPLT|68aBPWR|7RCR|9aCDMG
5	56232 15121	4	 * 	268.20	DCR|4VULN|3ASPD|2TLV|1AART	18TLV|2AART|368aVULN|468ASPD|5RPLT|68BPWR|7RCR|9CGEN
6	55333 42113	10	 * 	267.17	DCR|3VULN|3DUR|1TLV|1CDMG	1TLV|257DUR|36aVULN|4CDMG|8RCR|9LIT
7	36312 61631	3	   	265.83	DCR|4VULN|2DUR|1TLV|1ASPD	19BEXP|2ASPD|3469VULN|59DUR|7DMSP|8RCR|9BPWR|aTLV
8	36312 62631	3	   	265.83	DCR|4VULN|2DUR|1TLV|1ASPD	19BEXP|2ASPD|3469VULN|59DUR|7RCVC|8RCR|9BPWR|aTLV
9	26242 15131	4	   	264.41	DCR|3VULN|3DMG|1DUR|1AART	18MLV|2AART|368VULN|468DMG|5RPLT|68BPWR|7RCR|9BEXP|aDUR
10	26242 15111	4	   	264.31	DCR|3VULN|3DMG|1DUR|1AART	18MLV|2AART|368VULN|468DMG|5RPLT|68BPWR|7RCR|9DUST|aDUR
11	12433 33344	7	 * 	263.83	DCR|3VULN|3DUR|1DMG|2LIT|1SELL	1SELL|29aVULN|359DUR|4MLV|6DMG|79LIT|8RCR|9BPWR
12	11421 21643	3	 * 	262.53	DCR|3VULN|3DUR|2TLV|1CDMG|1SELL	1SELL|2RMIN|38TLV|468DUR|568VULN|68BPWR|7TBNT|9CDMG|aRCR
13	36211 22222	4	   	261.84	DCR|3VULN|3ASPD|1TLV|1DUR|1CDMG|1SELL	18BEXP|268ASPD|3CDMG|4TLV|568VULN|68BPWR|7SELL|9RCR|aDUR
14	36251 22222	3	   	261.84	DCR|3VULN|3ASPD|1TLV|1DUR|1CDMG|1SELL	18BEXP|268ASPD|3CDMG|4TLV|568VULN|68BPWR|7SELL|9RCR|aDUR
15	56232 15131	4	   	261.81	DCR|3VULN|3ASPD|2TLV|1DUR|1AART	18TLV|2AART|368VULN|468ASPD|5RPLT|68BPWR|7RCR|9BEXP|aDUR
16	56232 15111	4	   	261.71	DCR|3VULN|3ASPD|2TLV|1DUR|1AART	18TLV|2AART|368VULN|468ASPD|5RPLT|68BPWR|7RCR|9DUST|aDUR
17	36333 33661	7	   	261.35	DCR|4VULN|2ASPD|1TLV|1DUR	1BEXP|25ASPD|3569VULN|4RCVC|5BPWR|7DUR|8RCR|aTLV
18	46323 31431	10	 * 	260.89	DCR|5VULN|1DMG|1CDMG	1ZMB|23567VULN|45FEWX|5BPWR|8CDMG|9RCR|aDMG
19	46333 31431	10	   	260.89	DCR|5VULN|1DMG|1CDMG	1ZMB|23567VULN|45BEXP|5BPWR|8CDMG|9RCR|aDMG
20	46323 33123	10	   	260.20	DCR|4VULN|1DMG|1TLV|1DUR	1ZMB|2356VULN|45FEWX|5BPWR|7DUR|8DMG|9TLV|aRCR
21	46333 33123	10	   	260.20	DCR|4VULN|1DMG|1TLV|1DUR	1ZMB|2356VULN|45BEXP|5BPWR|7DUR|8DMG|9TLV|aRCR
22	36333 12633	7	 * 	260.13	DCR|3VULN|3DUR|2ASPD|1AART	19BEXP|25ASPD|359VULN|4RCVC|59BPWR|679DUR|8RCR|aAART
23	55312 61211	3	 * 	260.03	DCR|3VULN|3DUR|3TLV|1ASPD	168TLV|258DUR|348VULN|7RCR|8BPWR|9FEWX|aASPD
24	55312 61221	3	   	260.03	DCR|3VULN|3DUR|3TLV|1ASPD	168TLV|258DUR|348VULN|7RCR|8BPWR|9BEXP|aASPD
25	36333 33634	7	   	259.89	DCR|4VULN|2DUR|2ASPD	19BEXP|25ASPD|3569VULN|4RCVC|59BPWR|79DUR|8RCR|aLHND
26	36333 33635	7	   	259.89	DCR|4VULN|2DUR|2ASPD	19BEXP|25ASPD|3569VULN|4RCVC|59BPWR|79DUR|8RCR|aRMIN
27	36333 33632	7	   	259.79	DCR|4VULN|2DUR|2ASPD	19BEXP|25ASPD|3569VULN|4RCVC|59BPWR|79DUR|8RCR|aDUST
28	36333 33636	7	   	259.79	DCR|4VULN|2DUR|2ASPD	19BEXP|25ASPD|3569VULN|4RCVC|59BPWR|79DUR|8RCR|aERES
29	36333 36632	6	   	259.79	DCR|4VULN|2DUR|2ASPD	19BEXP|25ASPD|3569VULN|4RCVC|59BPWR|79DUR|8RCR|aDUST
30	36333 12631	7	   	258.78	DCR|3VULN|3DUR|2ASPD	19BEXP|25ASPD|359VULN|4RCVC|59BPWR|679DUR|8RCR|aLIT
31	12152 26332	2	 * 	258.62	DCR|3VULN|2DMG|2CDMG|1TLV|1SELL	1SELL|278VULN|38DMG|4TLV|5MLV|68CDMG|8BPWR|9MBVNT|aRCR
32	12584 63314	10	 * 	258.19	DCR|4VULN|3ASPD|3LIT|1SELL	1SELL|2689VULN|3MBVNT|489ASPD|589LIT|7RPLT|89BPWR|aRCR
33	12516 25342	4	 * 	257.27	DCR|3VULN|2DMG|2ASPD|1CDMG|1SELL	1SELL|259VULN|3MBVNT|4RMIN|6CDMG|79DMG|89ASPD|9BPWR|aRCR
34	36333 33641	7	 * 	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	1BEXP|25ASPD|356VULN|4RCVC|5BPWR|7aDUR|8RCR|9DMG
35	46323 31432	9	   	257.08	DCR|5VULN|1TLV|1CDMG	1ZMB|23567VULN|45FEWX|5BPWR|8CDMG|9RCR|aTLV
36	46333 31432	9	   	257.08	DCR|5VULN|1TLV|1CDMG	1ZMB|23567VULN|45BEXP|5BPWR|8CDMG|9RCR|aTLV
37	36312 14422	3	   	256.21	DCR|3VULN|3DUR|1TLV|1ASPD	1BEXP|2ASPD|34aVULN|568DUR|7TLV|9RCR
38	36333 44323	5	   	256.17	DCR|3VULN|2ASPD|1DMG|1TLV|1CDMG	1BEXP|25ASPD|35aVULN|4RCVC|5BPWR|6RCR|7TLV|8CDMG|9DMG
39	12543 61325	3	   	254.71	DCR|4VULN|2DMG|1AART|1SELL	1SELL|249aVULN|3MBVNT|5AART|69DMG|7RCR|89LHND|9BPWR
40	53121 85242	2	 * 	253.72	DCR|3VULN|2DMG|2TLV|1ASPD	18TLV|26CGEN|3RCVC|4MBVNT|568VULN|68BPWR|78DMG|9ASPD|aRCR
41	53221 85242	3	   	253.72	DCR|3VULN|2DMG|2TLV|1ASPD	18TLV|26CGEN|3DMSP|4MBVNT|568VULN|68BPWR|78DMG|9ASPD|aRCR
42	53321 85242	3	   	253.72	DCR|3VULN|2DMG|2TLV|1ASPD	18TLV|26CGEN|3RCVC|4MBVNT|568VULN|68BPWR|78DMG|9ASPD|aRCR
43	53121 75242	2	   	253.62	DCR|3VULN|2DMG|2TLV|1ASPD	18TLV|2CGEN|3RCVC|4MBVNT|568VULN|78DMG|8BPWR|9ASPD|aRCR
44	53221 75242	3	   	253.62	DCR|3VULN|2DMG|2TLV|1ASPD	18TLV|2CGEN|3DMSP|4MBVNT|568VULN|78DMG|8BPWR|9ASPD|aRCR
