0	Index      	 *	Score 	Summary	Detail	
1	22522 44322	 * 	338.54	ACR|5VULN|2TLV|2DMG	17DMG|2RCR|3789aVULN|4MLV|5RAT|67TLV|7BPWR
2	22522 44332	   	326.81	ACR|4VULN|2TLV|2DMG|2RAT	17DMG|2RCR|378aVULN|4MLV|59RAT|67TLV|7BPWR
3	22556 13213	 * 	326.38	ACR|DCR|2VULN|1TLV|1DMG|1AEPOI	1DMG|29RCR|3aVULN|4TLV|5CANSTR|6AEPOI|7DMSP|8AART
4	22522 44323	   	320.19	ACR|4VULN|2TLV|2DMG	17DMG|2RCR|3789VULN|4MLV|5RAT|67TLV|7BPWR|aCGEN
5	22522 44321	   	320.09	ACR|4VULN|2TLV|2DMG	17DMG|2RCR|3789VULN|4MLV|5RAT|67TLV|7BPWR|aERES
6	26134 34327	 * 	314.03	DCR|2TLV|2VULN|3DMG|1AEFBLL	19aDMG|2AART|39VULN|4MBVNT|5DUST|6AEFBLL|7RCR|89TLV|9BPWR
7	23133 51343	 * 	312.10	DCR|3VULN|2TLV|2DMG	17DMG|2DUR|37ZMB|48TLV|5LIT|67aVULN|7BPWR|9RCR
8	26134 34322	   	312.03	DCR|2TLV|2VULN|2DMG|1AEFBLL|1ASPD	19DMG|2AART|39VULN|4MBVNT|5DUST|6AEFBLL|7RCR|89TLV|9BPWR|aASPD
9	22522 44122	   	310.15	ACR|3VULN|2TLV|2DMG	17DMG|2RCR|379VULN|4MLV|5RAT|67TLV|7BPWR|8LWND|aAART
10	22522 44312	   	310.15	ACR|3VULN|2TLV|2DMG	17DMG|2RCR|378VULN|4MLV|5RAT|67TLV|7BPWR|9BEXP|aAART
