0	Index      	 *	Score 	Summary	Detail	
1	33162 11526	 * 	384.85	DCR|2VULN|1MDPS|1CDMG|1TLV|1DUR	16VULN|2CDMG|3DUR|4BEXP|5RAT|7RCR|8TLV|9RPLT|aMDPS
2	33122 11541	   	384.75	DCR|2VULN|1MDPS|1CDMG|1TLV|1DUR	16VULN|2CDMG|3DUR|4aFEWX|5RAT|7RCR|8TLV|9MDPS
3	33122 11542	   	384.75	DCR|2VULN|1MDPS|1CDMG|1TLV|1DUR	16VULN|2CDMG|3DUR|4FEWX|5RAT|7RCR|8TLV|9MDPS|aBEXP
4	33122 11543	 * 	384.75	DCR|2VULN|1MDPS|2CDMG|1TLV|1DUR	16VULN|2aCDMG|3DUR|4FEWX|5RAT|7RCR|8TLV|9MDPS
5	33122 11544	   	384.75	DCR|2VULN|1MDPS|1CDMG|1TLV|1DUR	16VULN|2CDMG|3DUR|4FEWX|5RAT|7RCR|8TLV|9MDPS|aTBNT
6	33122 11546	   	384.75	DCR|2VULN|1MDPS|1CDMG|1TLV|1DUR	16VULN|2CDMG|3DUR|4FEWX|5RAT|7RCR|8TLV|9MDPS|aLHND
7	33162 11541	   	384.75	DCR|2VULN|1MDPS|1CDMG|1TLV|1DUR	16VULN|2CDMG|3DUR|4BEXP|5RAT|7RCR|8TLV|9MDPS|aFEWX
8	33162 11542	   	384.75	DCR|2VULN|1MDPS|1CDMG|1TLV|1DUR	16VULN|2CDMG|3DUR|4BEXP|5RAT|7RCR|8TLV|9MDPS|aAEBURN
9	33162 11543	 * 	384.75	DCR|3VULN|1MDPS|1CDMG|1TLV|1DUR	16aVULN|2CDMG|3DUR|4BEXP|5RAT|7RCR|8TLV|9MDPS
10	53222 35433	   	378.61	DCR|2VULN|1MDPS|1CDMG|1DMG|1DUR	1DUR|2CDMG|3LIT|4DMG|58VULN|6RCR|7BOSS|9ASPD|aMDPS
11	33121 13153	   	378.61	DCR|2VULN|1MDPS|1CDMG|1DMG|1DUR	19VULN|2CDMG|3DUR|4FEWX|5CGEN|6RCR|7TBNT|8DMG|aMDPS
