0	Index      	 *	Score 	Summary	Detail	
1	12122 36314	 * 	179.27	紫3易伤3伤害2时间	19a基地爆炸246最后敌人34时间49a序列升级5核79a伤害89a易伤
2	33231 55262	 * 	178.82	橙3伤害1易伤2策反1暴击2时间	17a敌人爆炸2暴击3额外掉落47a伤害57时间6核7a序列升级8易伤9a策反
3	12152 36314	   	173.88	紫3易伤3伤害1时间	19a基地爆炸246最后敌人3时间5核79a伤害89a易伤9a序列升级
4	32152 36314	   	173.88	紫3易伤3伤害1时间	19a敌人爆炸246最后敌人3时间5核79a伤害89a易伤9a序列升级
5	33231 54262	   	173.32	橙3伤害1易伤2策反1暴击1时间	1a敌人爆炸2暴击3额外掉落47a伤害5时间6核8易伤9a策反a序列升级
6	33231 55225	 * 	171.21	橙2伤害1全技能1易伤1暴击2时间	17敌人爆炸2暴击3额外掉落47伤害57时间6核7序列升级8易伤9挖尘a全技能
7	13231 55341	   	169.79	橙2伤害1全技能1暴击2时间1策反1攻速	17基地爆炸2暴击3额外掉落47伤害57时间6核7序列升级8策反9全技能a攻速
8	33231 55341	   	169.79	橙2伤害1全技能1暴击2时间1策反1攻速	17敌人爆炸2暴击3额外掉落47伤害57时间6核7序列升级8策反9全技能a攻速
9	61313 35131	 * 	169.64	橙5易伤1伤害2时间	1平台25时间3458a易伤5序列升级6掉矿7伤害9核
10	53342 26112	 * 	169.59	紫4易伤1全技能2策反	1防空对愈2额外掉落36策反4核5689易伤6序列升级7全技能a低血量敌人
11	53342 26113	   	169.59	紫4易伤1全技能2策反	1防空对愈2额外掉落36策反4核5689易伤6序列升级7全技能a金币生成
12	53342 26111	   	169.49	紫4易伤1全技能2策反	1防空对愈2额外掉落36策反4核5689易伤6序列升级7全技能a双倍物品
13	13231 55335	   	169.19	橙2伤害1全技能1暴击2时间1策反1攻速	17基地爆炸2暴击3额外掉落47伤害57时间6核7序列升级8策反9攻速a全技能
14	33231 55335	   	169.19	橙2伤害1全技能1暴击2时间1策反1攻速	17敌人爆炸2暴击3额外掉落47伤害57时间6核7序列升级8策反9攻速a全技能
15	13221 24632	 * 	168.85	橙3易伤2伤害1暴击1攻速	1a基地爆炸2暴击3额外掉落48a易伤5攻速6低血量敌人7a伤害9核a序列升级
16	13235 42632	   	168.85	橙3易伤2伤害1暴击1攻速	1a基地爆炸2暴击3额外掉落4a伤害5攻速6低血量敌人78a易伤9核a序列升级
17	33221 24632	   	168.85	橙3易伤2伤害1暴击1攻速	1a敌人爆炸2暴击3额外掉落48a易伤5攻速6低血量敌人7a伤害9核a序列升级
18	33235 42632	   	168.85	橙3易伤2伤害1暴击1攻速	1a敌人爆炸2暴击3额外掉落4a伤害5攻速6低血量敌人78a易伤9核a序列升级
19	53342 22232	 * 	167.22	紫3易伤3策反1全技能	1防空对愈27额外掉落368策反4核569易伤6序列升级a全技能
20	53342 23232	   	167.22	紫3易伤3策反1全技能	1防空对愈2额外掉落368策反4核569易伤6序列升级7双倍矿a全技能
21	53342 26231	 * 	167.02	紫2易伤3策反1全技能1暴击	1防空对愈2a额外掉落368策反4核56易伤6序列升级7全技能9暴击
22	53342 26233	   	166.92	紫2易伤3策反1全技能1暴击	1防空对愈2额外掉落368策反4核56易伤6序列升级7全技能9暴击a掉矿
23	53342 26232	   	166.78	紫2易伤3策反1全技能1暴击1卖塔	1防空对愈2额外掉落368策反4核56易伤6序列升级7全技能9暴击a卖塔
24	13231 55343	 * 	166.67	橙2伤害1全技能3时间1暴击1策反	17基地爆炸2暴击3额外掉落47伤害57a时间6核7序列升级8策反9全技能
25	33231 55343	   	166.67	橙2伤害1全技能3时间1暴击1策反	17敌人爆炸2暴击3额外掉落47伤害57a时间6核7序列升级8策反9全技能
26	33233 55262	   	166.58	橙3伤害1易伤2策反1暴击	17a敌人爆炸2暴击3额外掉落47a伤害57基地爆炸6核7a序列升级8易伤9a策反
27	33233 54262	   	166.38	橙3伤害1易伤2策反1暴击	1a敌人爆炸2暴击3额外掉落47a伤害5基地爆炸6核8易伤9a策反a序列升级
28	13221 51262	 * 	165.81	橙2易伤1全技能1伤害1暴击1攻速	1基地爆炸2暴击3额外掉落49易伤5攻速6核7平台8伤害a全技能
29	33221 51262	   	165.81	橙2易伤1全技能1伤害1暴击1攻速	1敌人爆炸2暴击3额外掉落49易伤5攻速6核7平台8伤害a全技能
30	33231 54225	   	165.71	橙2伤害1全技能1易伤1暴击1时间	1敌人爆炸2暴击3额外掉落47伤害5时间6核8易伤9挖尘a全技能
31	13231 55261	 * 	165.69	橙2易伤2伤害1暴击2时间	17基地爆炸2暴击3额外掉落47伤害57时间6核7序列升级89易伤a平台
32	13231 55262	   	165.69	橙2易伤2伤害1暴击2时间	17基地爆炸2暴击3额外掉落47伤害57时间6核7序列升级89易伤a敌人爆炸
33	13231 55263	   	165.69	橙2易伤2伤害1暴击2时间	17基地爆炸2暴击3额外掉落47伤害57时间6核7序列升级89易伤a雷电
34	33231 55252	   	165.69	橙2易伤2伤害1暴击2时间	179敌人爆炸2暴击3额外掉落47伤害57时间6核7序列升级8a易伤
35	33236 51252	 * 	165.19	橙2伤害1全技能1易伤2暴击	1敌人爆炸29暴击3额外掉落48伤害5易伤6核7平台a全技能
36	13231 54341	   	164.29	橙2伤害1全技能1暴击1策反1时间1攻速	1基地爆炸2暴击3额外掉落47伤害5时间6核8策反9全技能a攻速
37	33231 54341	   	164.29	橙2伤害1全技能1暴击1策反1时间1攻速	1敌人爆炸2暴击3额外掉落47伤害5时间6核8策反9全技能a攻速
38	13352 32423	 * 	164.23	橙2伤害3暴击1全技能1易伤	17基地爆炸278暴击3易伤4平台5金币生成67伤害7序列升级9核a全技能
39	13355 32423	   	164.23	橙2伤害3暴击1全技能1易伤	17基地爆炸278暴击3易伤4平台5矿等67伤害7序列升级9核a全技能
40	33352 32423	   	164.23	橙2伤害3暴击1全技能1易伤	17敌人爆炸278暴击3易伤4平台5金币生成67伤害7序列升级9核a全技能
41	33355 32423	   	164.23	橙2伤害3暴击1全技能1易伤	17敌人爆炸278暴击3易伤4平台5矿等67伤害7序列升级9核a全技能
42	13235 11132	   	164.20	橙2易伤2伤害1暴击1策反1攻速	1a基地爆炸2暴击3额外掉落4a伤害5攻速6随机矿7策反8a易伤9核a序列升级
43	33235 11132	   	164.20	橙2易伤2伤害1暴击1策反1攻速	1a敌人爆炸2暴击3额外掉落4a伤害5攻速6随机矿7策反8a易伤9核a序列升级
44	53342 52221	   	164.19	紫3易伤2伤害1策反	1防空对愈2额外掉落3策反4核589易伤6a伤害7低血量敌人
45	52222 31632	 * 	164.15	橙2易伤2伤害1全技能1时间	1防空对愈2挖尘3时间4a易伤5敌人爆炸68伤害7全技能9核
46	33326 31152	   	163.83	橙2伤害1全技能1易伤2暴击1时间	1敌人爆炸26暴击3易伤4雷电56伤害6序列升级7基地爆炸8全技能9时间a核
