0	Index      	 *	Score 	Summary	Detail	Bounty	
1	45111 33214	 * 	299.33	橙3易伤3伤害2时间1等级2雷电	1a雷电24a伤害3等级569易伤7a时间8核a序列升级	8
2	16124 33215	 * 	292.03	橙2易伤3伤害2等级3时间	178时间2a易伤3随机矿4a等级59a伤害6核a序列升级	7
3	16124 31431	   	288.46	橙2易伤3伤害2等级2时间	1a时间2a易伤3随机矿4a等级578伤害6核9全技能a序列升级	9
4	42212 63161	 * 	286.53	橙3易伤2等级2伤害3雷电	125雷电2a序列升级39a易伤4a伤害6a等级7核8全技能	5
5	14424 12642	 * 	284.36	橙4易伤2等级3时间	14a时间2额外掉落3加一589a易伤6核7a等级a序列升级	7
6	45111 33213	 * 	283.40	橙4易伤2伤害1等级1时间	1雷电24伤害3等级569a易伤7时间8核	8
7	45111 33243	   	281.36	橙3易伤2等级2伤害1时间	1雷电24伤害39等级56a易伤7时间8核	9
8	42212 63141	 * 	277.49	橙2易伤3伤害2等级3雷电	125雷电2a序列升级3a易伤49a伤害6a等级7核8全技能	5
9	45111 33243	   	276.93	橙3易伤2伤害2时间1等级	1雷电24伤害3等级56a易伤79时间8核	8
10	45111 33215	   	276.93	橙3易伤2伤害2时间1等级	1雷电24伤害3等级569易伤7a时间8核	8
11	16141 26222	   	276.37	橙2易伤2等级3时间2伤害	17a时间24易伤3随机矿5额外掉落6a等级8核9a伤害a序列升级	8
12	45111 36132	   	274.77	橙3易伤2等级2伤害	1雷电24伤害39等级568易伤7全技能a核	10
13	45111 33214	   	274.64	橙2易伤3伤害2时间1等级2雷电	1a雷电24a伤害3等级56易伤7a时间8核9立即金币a序列升级	9
14	11361 25413	   	272.30	橙2易伤2等级3时间2全技能2攻速	147时间2a全技能37等级57攻速6核7序列升级89易伤	2
15	16324 33351	 * 	271.70	橙3易伤3伤害3时间	178时间29a易伤39a低血量敌人4双倍矿59a伤害6核9a序列升级	10
16	11331 25136	 * 	271.27	橙2易伤3等级2时间1伤害2攻速	17时间2全技能347等级57攻速6核7序列升级89易伤a伤害	2
17	52331 25136	   	271.27	橙2易伤3等级2时间1伤害2攻速	1全技能27时间347等级57攻速6核7序列升级89易伤a伤害	1
18	45111 33241	   	271.25	橙2易伤2等级2伤害2时间	1雷电24伤害39等级56易伤7a时间8核	10
19	16121 34214	 * 	270.05	橙3易伤2等级2时间3雷电	1a时间279易伤3随机矿4a等级56a雷电8核a序列升级	8
