0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22621 64131	4	 * 	294.50	橙3易伤2等级3时间2全技能1暴击	147时间27等级36全技能578易伤7序列升级9核a暴击
2	22435 16133	6	 * 	284.68	橙2易伤2等级3时间2伤害	157时间29等级3随机矿47易伤67伤害7序列升级8攻速a核
3	33353 53312	7	 * 	282.12	橙3易伤3伤害2等级1全技能	1挖青28等级346伤害56a易伤6序列升级7全技能9核
4	22325 51522	3	   	282.10	橙2易伤2等级3时间1伤害1暴击1全技能	18a时间2a等级3伤害4暴击5随机矿6a易伤7全技能9核a序列升级
5	22353 51632	6	 * 	281.95	橙3易伤3时间2伤害1等级	168时间2等级34伤害569易伤6序列升级7双倍矿a核
6	22335 16532	6	   	281.85	橙3易伤3时间2伤害1等级	157时间2等级36伤害489易伤a核
7	22612 61226	6	   	281.80	橙3易伤2等级2时间1暴击1全技能	1a时间2a等级3全技能4攻速5暴击6平台7核89a易伤a序列升级
8	22621 64132	4	   	280.85	橙3易伤2等级3时间2全技能	147时间27等级36全技能578易伤7序列升级9核a基地爆炸
9	22621 64133	4	   	280.85	橙3易伤2等级3时间2全技能	147时间27等级36全技能578易伤7序列升级9核a立即金币
10	22351 62243	1	 * 	280.63	橙4易伤2时间1等级2雷电1暴击	1a时间235a易伤4等级6赏金邻近7暴击8核9a雷电a序列升级
11	22324 43313	3	   	279.31	橙2易伤3时间2伤害1等级1暴击	19a时间2等级39伤害4暴击5额外掉落6核7雷电89易伤9序列升级
12	22624 43313	2	   	279.31	橙2易伤3时间2伤害1等级1暴击	19a时间2等级39伤害4暴击5额外掉落6核7雷电89易伤9序列升级
13	22326 41522	1	   	279.16	橙3易伤3时间2伤害1暴击1全技能	18a时间23a易伤4暴击5低血量敌人6a伤害7全技能9核a序列升级
14	33353 56223	9	   	278.00	橙3易伤3伤害1等级1时间	1挖青2等级346伤害56a易伤6序列升级7核8雷电9时间
15	23635 13134	10	 * 	277.21	橙3伤害2等级1易伤2时间2暴击	1a时间25暴击36a伤害4攻速7易伤8a等级9核a序列升级
