0	Index      	 *	Score 	Summary	Detail	Bounty	
1	55241 32311	 * 	292.75	橙4易伤3伤害3时间	148基地爆炸234时间489序列升级589伤害689a易伤7核	10
2	65241 32311	   	292.75	橙4易伤3伤害3时间	148敌人爆炸234时间489序列升级589伤害689a易伤7核	10
3	35382 42414	 * 	284.36	橙4易伤2等级3时间	1额外掉落24a时间3加一5a等级6核789a易伤a序列升级	1
4	55241 32312	   	280.01	橙3易伤3伤害3时间	148基地爆炸234时间489序列升级589伤害689易伤7核a雷电	10
5	65241 32312	   	280.01	橙3易伤3伤害3时间	148敌人爆炸234时间489序列升级589伤害689易伤7核a雷电	10
6	31333 53265	   	278.27	橙3易伤2等级3时间2雷电	1额外掉落26a易伤348时间5a雷电7核9a等级a序列升级	5
7	55241 32311	   	271.70	橙3易伤3伤害3时间	148基地爆炸234时间489序列升级589伤害689易伤7核a低血量敌人	9
8	65241 32311	   	271.70	橙3易伤3伤害3时间	148敌人爆炸234时间489序列升级589伤害689易伤7核a低血量敌人	9
9	55241 32313	   	271.60	橙3易伤3伤害3时间	148基地爆炸234时间489序列升级589伤害689易伤7核a掉矿	10
10	55241 32313	   	271.60	橙3易伤3伤害3时间	148基地爆炸234时间489序列升级589伤害689易伤7核a赏金塔	9
11	65241 32313	   	271.60	橙3易伤3伤害3时间	148敌人爆炸234时间489序列升级589伤害689易伤7核a赏金塔	9
12	65241 32313	   	271.60	橙3易伤3伤害3时间	148敌人爆炸234时间489序列升级589伤害689易伤7核a掉矿	10
13	55241 32312	   	271.46	橙3易伤3伤害3时间1卖塔	148基地爆炸234时间489序列升级589伤害689易伤7核a卖塔	9
14	65241 32312	   	271.46	橙3易伤3伤害3时间1卖塔	148敌人爆炸234时间489序列升级589伤害689易伤7核a卖塔	9
15	31243 42424	   	271.14	橙4易伤2等级2时间	15额外掉落278a易伤3加一4a等级6核9a时间a序列升级	3
16	31343 42424	   	271.14	橙4易伤2等级2时间	15额外掉落278a易伤3加一4a等级6核9a时间a序列升级	2
17	31244 42424	 * 	271.04	橙4易伤3等级2时间	1额外掉落278a易伤3加一45a等级6核9a时间a序列升级	3
18	31344 42424	   	271.04	橙4易伤3等级2时间	1额外掉落278a易伤3加一45a等级6核9a时间a序列升级	2
19	55241 32323	   	265.61	橙3易伤3时间2伤害1全技能	148基地爆炸234时间48序列升级58伤害68a易伤7核9全技能	10
20	65241 32323	   	265.61	橙3易伤3时间2伤害1全技能	148敌人爆炸234时间48序列升级58伤害68a易伤7核9全技能	10
21	11624 31313	   	264.66	橙4易伤2等级1时间	1掉矿2789易伤35等级4时间6攻速a核	9
22	35382 42514	   	263.31	橙3易伤2等级3时间	1额外掉落24a时间3加一5a等级6核79a易伤8双倍矿a序列升级	1
23	35382 42484	 * 	263.21	橙3易伤3等级3时间	1额外掉落24a时间3加一59a等级6核78a易伤a序列升级	1
