0	Index      	 *	Score 	Summary	Detail	
1	32542 25111	 * 	414.89	DCR|3VULN|1MDPS|2CDMG|1DUR	158VULN|2LIT|36CDMG|4LWND|7RCR|9DUR|aMDPS
2	32552 25111	   	414.89	DCR|3VULN|1MDPS|2CDMG|1DUR	158VULN|2LIT|36CDMG|4BEXP|7RCR|9DUR|aMDPS
3	34136 12423	 * 	413.85	DCR|4VULN|1MDPS|1DUR	1589VULN|2DUR|3TSLFST|4RMIN|6MULHEA|7RCR|aMDPS
4	12533 33324	   	404.71	DCR|2VULN|1MDPS|1CDMG|1TLV|1DMG|1DUR	1TBNT|2CDMG|3ASPD|47VULN|5DUR|6DMG|8RCR|9TLV|aMDPS
5	32542 15111	   	402.43	DCR|3VULN|1MDPS|1CDMG|1DUR	158VULN|26LIT|3CDMG|4LWND|7RCR|9DUR|aMDPS
6	32552 15111	   	402.43	DCR|3VULN|1MDPS|1CDMG|1DUR	158VULN|26LIT|3CDMG|4BEXP|7RCR|9DUR|aMDPS
7	32542 35111	   	402.33	DCR|3VULN|1MDPS|1CDMG|1DUR	158VULN|2LIT|3CDMG|4LWND|6AEWIND|7RCR|9DUR|aMDPS
8	32552 35111	   	402.33	DCR|3VULN|1MDPS|1CDMG|1DUR	158VULN|2LIT|3CDMG|4BEXP|6AEWIND|7RCR|9DUR|aMDPS
9	12133 63321	   	402.23	DCR|3VULN|1MDPS|1CDMG|1DUR	1TBNT|2CDMG|3AAC|479VULN|5DUR|6ERES|8RCR|aMDPS
10	12533 63321	   	402.13	DCR|3VULN|1MDPS|1CDMG|1DUR	1TBNT|2CDMG|3ASPD|479VULN|5DUR|6ERES|8RCR|aMDPS
11	33385 21471	 * 	392.49	DCR|3VULN|3DMG|3DUR|1TLV|1AART	19aVULN|2AART|3MBVNT|4TLV|59aDUR|6DMSP|7RCR|89aDMG|9aBPWR
12	12533 33351	   	390.96	DCR|2VULN|1MDPS|1CDMG|2DUR|1DMG	1TBNT|2CDMG|3ASPD|47VULN|59DUR|6DMG|8RCR|aMDPS
