0	Index      	 *	Score 	Summary	Detail	Bounty	
1	15244 64641	 * 	299.87	橙3易伤3伤害3时间2暴击	18a时间2加一38a伤害49暴击5雷电6核78a易伤8a序列升级	3
2	11221 31463	 * 	290.30	橙4易伤3时间2伤害1暴击1卖塔	147时间2卖塔347a易伤47序列升级5赏金邻近67伤害8核9暴击	3
3	11255 22611	 * 	284.12	橙4易伤3等级3时间1卖塔	179时间2卖塔3679易伤4赏金邻近567等级679序列升级8赏金塔a核	3
4	25348 42313	 * 	283.00	橙4易伤3伤害1等级	17敌人爆炸2加一3579易伤457伤害57序列升级6核8雷电a等级	2
5	11221 31425	 * 	281.81	橙3易伤3时间2伤害1等级1卖塔	147时间2卖塔347易伤47序列升级5赏金邻近67伤害8核9双倍矿a等级	3
6	15244 62261	   	281.73	橙2易伤3伤害3时间2暴击2雷电	17a时间2加一39a伤害47暴击57雷电6核7a序列升级8a易伤	3
7	22341 61212	 * 	278.81	橙5易伤2等级1伤害	167敌人爆炸2357a易伤47等级7序列升级8伤害9核	1
8	25348 42634	   	278.20	橙3易伤3伤害1等级1时间	17敌人爆炸2加一357易伤457伤害57序列升级6核8攻速9时间a等级	2
9	15452 42622	 * 	276.80	橙4易伤3时间2伤害	168时间2加一3最后敌人48伤害578a易伤8序列升级9核	10
10	15233 15327	 * 	276.65	橙2易伤2等级3时间1伤害	179时间2加一3伤害4全技能57等级67易伤7序列升级8雷电a核	4
11	15212 42851	 * 	276.27	橙2易伤2等级3时间2伤害	178时间2加一37伤害4双倍矿57等级6核7序列升级9a易伤	3
12	11221 31466	   	275.57	橙3易伤3时间2伤害2暴击1卖塔	147时间2卖塔347易伤47序列升级5赏金邻近67伤害8核9a暴击	3
13	25348 42316	 * 	275.14	橙5易伤3伤害	17敌人爆炸2加一3579a易伤457伤害57序列升级6核8雷电	2
14	22341 51224	 * 	275.00	橙5易伤3等级1时间	17敌人爆炸23567易伤467等级67序列升级8低血量敌人9时间a核	1
15	25348 42482	   	274.69	橙4易伤3伤害1等级	17敌人爆炸2加一357a易伤457伤害57序列升级6核8低血量敌人9等级	2
16	22341 52125	   	273.77	橙4易伤2等级1伤害1暴击1卖塔	1敌人爆炸2356易伤46等级6序列升级7暴击8卖塔9伤害a核	1
17	53612 15221	 * 	273.15	橙3易伤2等级2伤害2攻速	1额外掉落25a易伤3a攻速49等级6策反7a伤害8核a序列升级	10
18	53612 25222	   	273.15	橙3易伤2等级2伤害2攻速	1额外掉落25a易伤3a攻速49等级6金币生成7a伤害8核a序列升级	10
19	15813 12348	 * 	273.07	橙3易伤3等级3时间	189时间2加一37矿等4全技能589等级689易伤89序列升级a核	2
20	25348 42632	   	273.05	橙4易伤3伤害1时间	17敌人爆炸2加一357a易伤457伤害57序列升级6核8攻速9时间	2
21	53211 23362	   	272.81	橙2易伤2等级2伤害2时间	1额外掉落28易伤35时间48等级68伤害7平台8序列升级9核a全技能	7
22	14212 42335	   	272.71	橙2易伤2等级2伤害2时间	1a时间2低血量敌人3a伤害4挖尘57易伤6核8全技能9a等级a序列升级	9
23	15212 42126	   	272.71	橙2易伤2等级2伤害2时间	17时间2加一37伤害4双倍矿57等级6核7序列升级8全技能9a易伤	3
24	25348 42484	 * 	272.66	橙3易伤3伤害2等级	17敌人爆炸2加一357易伤457伤害57序列升级6核8低血量敌人9a等级	2
25	15242 26733	 * 	272.30	橙2易伤2伤害2时间1等级2暴击	1a时间2加一37伤害4a暴击5等级6攻速8a易伤9核a序列升级	3
26	14412 42132	 * 	272.29	橙4易伤2时间1等级1伤害	18时间28低血量敌人3基地爆炸4等级5789易伤6核8序列升级a伤害	10
27	15233 15362	   	271.73	橙2易伤2等级2时间1伤害	17时间2加一3伤害4全技能57等级67易伤7序列升级8雷电9核a攻速	4
28	15134 22463	   	271.16	橙3易伤3伤害3时间1卖塔	178时间2加一3卖塔47a易伤57a伤害6核7a序列升级9a掉矿	4
29	15414 44126	 * 	271.04	橙4易伤2等级2时间	18时间2加一3最后敌人48等级5挖青6789易伤8序列升级a核	9
30	15814 42136	   	271.04	橙4易伤2等级2时间	18时间2加一3低血量敌人48等级5挖青6789易伤8序列升级a核	9
31	22341 52235	   	270.20	橙4易伤2等级1时间1暴击	1敌人爆炸2356易伤46等级6序列升级7暴击8金币生成9核a时间	1
32	22341 52261	   	270.20	橙4易伤2等级1时间1暴击	1敌人爆炸2356易伤46等级6序列升级7暴击8金币生成9时间a核	1
33	22341 52361	   	270.20	橙4易伤2等级1时间1暴击	1敌人爆炸2356易伤46等级6序列升级7暴击8时间9金币生成a核	1
34	22341 52321	   	270.10	橙4易伤2等级1时间1暴击	1敌人爆炸2356易伤46等级6序列升级7暴击8时间9加一a核	1
35	15411 28122	 * 	270.05	橙3易伤2等级2时间1伤害	1a时间2加一3最后敌人4a等级5挖尘6伤害79a易伤8核a序列升级	10
36	15511 28122	   	270.05	橙3易伤2等级2时间1伤害	1a时间2加一3基地爆炸4a等级5挖尘6伤害79a易伤8核a序列升级	10
