0	Index      	Bounty	 *	Score 	Summary	Detail	
1	27612 46121	6	 * 	298.57	橙5易伤2等级3攻速1时间	1加一258攻速34589易伤58序列升级68等级7核a时间
2	27612 36231	10	   	291.99	橙5易伤2等级3攻速	1加一25a攻速3456a易伤5a序列升级7核8全技能9a等级
3	27612 46124	6	   	290.63	橙5易伤2等级3攻速	1加一258攻速34589易伤58序列升级68等级7核a雷电
4	34412 31613	8	 * 	288.24	橙4易伤3伤害1等级1暴击	1最后敌人2458易伤356伤害5序列升级7等级9核a暴击
5	27612 41173	7	 * 	287.42	橙3易伤2等级2时间3攻速1暴击	1加一258攻速345易伤58序列升级68等级78时间9核a暴击
6	35235 13423	7	 * 	285.45	橙3易伤3伤害3时间1暴击	137最后敌人238时间378序列升级4平台578易伤678伤害9核a暴击
7	21511 52226	10	 * 	285.00	橙2易伤2等级2伤害2时间1暴击	1加一27时间37伤害49易伤5攻速67等级7序列升级8暴击a核
8	21523 32455	6	 * 	284.42	紫3易伤3伤害3等级3时间	1加一29a时间36a伤害4核589等级79a易伤9a序列升级
9	21161 52633	9	 * 	284.36	橙4易伤3等级3时间	1加一279时间3挖尘4789易伤5立即金币679等级79序列升级a核
10	21162 52633	9	   	284.26	橙4易伤3等级3时间	1加一279时间35挖尘4789易伤679等级79序列升级a核
11	21228 12154	4	 * 	283.38	橙3易伤2等级3时间1伤害	1加一238时间38序列升级4伤害58等级678易伤9平台a核
12	21628 12154	4	   	283.38	橙3易伤2等级3时间1伤害	1加一238时间4伤害58等级678易伤8序列升级9平台a核
13	21228 12134	4	   	283.28	橙3易伤2等级3时间1伤害	1加一238时间38序列升级4伤害58等级678易伤9挖尘a核
14	21578 12134	3	   	283.28	橙3易伤2等级3时间1伤害	1加一248时间3伤害58等级678易伤8序列升级9挖尘a核
15	21628 12134	4	   	283.28	橙3易伤2等级3时间1伤害	1加一238时间4伤害58等级678易伤8序列升级9挖尘a核
16	27612 46122	6	   	282.32	橙5易伤2等级3攻速	1加一258攻速34589易伤58序列升级68等级7核a低血量敌人
17	27612 46123	6	   	282.22	橙5易伤2等级3攻速	1加一258攻速34589易伤58序列升级68等级7核a赏金塔
18	21273 12154	4	 * 	281.95	橙3易伤3时间2伤害1等级	1加一238时间38序列升级4等级58伤害678易伤9平台a核
19	21673 12154	4	   	281.95	橙3易伤3时间2伤害1等级	1加一238时间4等级58伤害678易伤8序列升级9平台a核
20	21273 12134	4	   	281.85	橙3易伤3时间2伤害1等级	1加一238时间38序列升级4等级58伤害678易伤9挖尘a核
21	21673 12134	4	   	281.85	橙3易伤3时间2伤害1等级	1加一238时间4等级58伤害678易伤8序列升级9挖尘a核
22	27612 46113	6	   	280.13	橙4易伤2等级3攻速1时间	1加一258攻速3458易伤58序列升级68等级7核9掉矿a时间
23	21511 52643	8	   	279.66	橙2易伤2等级2伤害2时间	1加一27时间37伤害48易伤5攻速67等级7序列升级9核a雷电
24	27612 46133	6	   	277.63	橙4易伤2等级3攻速1暴击	1加一258攻速3458易伤58序列升级68等级7核9最后敌人a暴击
25	27612 46143	6	   	277.63	橙4易伤2等级3攻速1暴击	1加一258攻速3458易伤58序列升级68等级7核9基地爆炸a暴击
26	21263 12183	4	 * 	276.80	橙4易伤3时间2伤害	1加一238时间38序列升级4矿等58伤害6789易伤a核
27	21268 12183	6	   	276.80	橙4易伤3时间2伤害	1加一238时间38序列升级4矿等58伤害6789易伤a核
28	21268 12183	5	   	276.80	橙4易伤3时间2伤害	1加一238时间38序列升级4矿等58伤害6789易伤a核
29	21663 12183	4	   	276.80	橙4易伤3时间2伤害	1加一238时间4矿等58伤害6789易伤8序列升级a核
30	51312 31413	10	   	276.80	橙4易伤3时间2伤害	1金币生成245a易伤357时间5序列升级68伤害9核
31	51312 36213	10	   	276.80	橙4易伤3时间2伤害	1金币生成245a易伤358时间5序列升级67伤害9核
32	21161 52454	7	 * 	276.27	橙2易伤2等级3时间2伤害	1加一279时间39挖尘47易伤5立即金币67等级79序列升级89伤害a核
33	21228 42454	4	   	276.17	橙2易伤2等级3时间2伤害	1加一239时间39序列升级49伤害58等级6挖尘79易伤a核
34	21628 42454	4	   	276.17	橙2易伤2等级3时间2伤害	1加一239时间49伤害58等级6挖尘79易伤9序列升级a核
35	21221 71754	8	   	276.17	橙2易伤2等级3时间2伤害	1加一239时间39序列升级49伤害5挖尘68易伤79等级a核
36	34412 31611	8	   	274.59	橙4易伤3伤害1等级	1a最后敌人2458易伤356伤害5序列升级7等级9核
37	34412 31612	8	   	274.59	橙4易伤3伤害1等级	1最后敌人2458易伤356伤害5序列升级7等级9核a策反
38	28534 37144	1	   	274.42	橙4易伤2等级1时间	1加一2雷电36等级4567易伤6序列升级8时间9全技能a核
39	14233 62214	2	 * 	273.82	橙4易伤2等级1伤害1暴击	1a挖尘256a易伤3暴击4赏金塔7伤害8核9a等级a序列升级
40	27612 41172	7	   	273.77	橙3易伤2等级2时间3攻速	1加一258攻速345易伤58序列升级68等级78时间9核a策反
41	27612 41174	7	   	273.77	橙3易伤2等级2时间3攻速	1加一258攻速345易伤58序列升级68等级78时间9核a敌人爆炸
42	51342 26331	8	   	273.76	橙4易伤3时间1等级	1金币生成2458易伤345时间45序列升级6随机矿7雷电9核a等级
43	27612 41171	7	   	273.67	橙3易伤2等级2时间3攻速	1加一258攻速345易伤58序列升级68等级78时间9核a赏金塔
44	51312 31614	7	   	272.86	橙4易伤3时间1伤害1暴击	1金币生成2458易伤357时间5序列升级6伤害9核a暴击
45	35235 13422	7	   	271.80	橙3易伤3伤害3时间	137最后敌人238时间378序列升级4平台578易伤678伤害9核a矿等
46	35235 13421	7	   	271.70	橙3易伤3伤害3时间	137最后敌人238时间378序列升级4平台578易伤678伤害9核a赏金塔
47	22311 52452	7	   	271.55	橙2易伤2等级2伤害2时间	1加一279策反37时间49易伤5攻速67等级79序列升级89伤害a核
48	51312 31416	10	   	271.40	橙3易伤3伤害3时间	1金币生成245易伤357时间5序列升级68a伤害9核
49	51312 36216	10	   	271.40	橙3易伤3伤害3时间	1金币生成245易伤358时间5序列升级67a伤害9核
50	21513 52418	10	   	271.35	橙2易伤2等级2伤害2时间	1加一27时间37伤害49易伤5矿等67等级7序列升级8雷电a核
51	21812 52418	10	   	271.35	橙2易伤2等级2伤害2时间	1加一27时间3随机矿49易伤57伤害67等级7序列升级8雷电a核
52	21812 52643	8	   	271.35	橙2易伤2等级2伤害2时间	1加一27时间3随机矿48易伤57伤害67等级7序列升级9核a雷电
53	21511 52641	8	   	271.35	橙2易伤2等级2伤害2时间	1加一27时间37伤害48易伤5攻速67等级7序列升级9核a最后敌人
54	21511 52644	8	   	271.35	橙2易伤2等级2伤害2时间	1加一27时间37伤害48易伤5攻速67等级7序列升级9核a策反
55	23664 32632	9	   	271.24	橙4易伤3等级2时间	1加一279低血量敌人36时间4789易伤579等级79序列升级a核
56	23664 32642	8	   	271.24	橙4易伤3等级2时间	1加一279低血量敌人36时间4789易伤579等级79序列升级a核
