0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33533 36352	1	 * 	284.45	DCR|4VULN|2DUR|1DMG|1TLV|1AART	1LWND|2458VULN|34DUR|4BPWR|6DMG|7AART|9RCR|aTLV
2	42122 24352	7	 * 	279.39	DCR|3VULN|2DMG|2DUR|1TLV|1AART	1RCVC|238VULN|4DUST|58DMG|6AART|78DUR|8BPWR|9RCR|aTLV
3	33533 33242	1	 * 	276.33	DCR|3VULN|3DUR|2DMG|1AART|1SELL	17LWND|245VULN|347DUR|47BPWR|67DMG|8SELL|9AART|aRCR
4	33533 33112	1	 * 	275.22	DCR|3VULN|3DUR|2DMG	17LWND|245VULN|347DUR|47BPWR|67DMG|8LIT|9BELT|aRCR
5	11323 35633	1	 * 	271.34	DCR|5VULN|3DUR	1aFEWX|2LHND|3578aVULN|49aDUR|6RCR|aBPWR
6	13323 35633	2	   	271.34	DCR|5VULN|3DUR	1aFEWX|2LHND|3578aVULN|49aDUR|6RCR|aBPWR
7	33533 53631	1	   	271.34	DCR|5VULN|3DUR	18LWND|24578VULN|348DUR|48BPWR|6TBNT|9CGEN|aRCR
8	42136 22621	10	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR|1AART	1RCVC|234aVULN|5AART|6RCR|7TLV|8DUR|9DMG
9	33534 33162	1	 * 	269.31	DCR|2VULN|3DMG|3DUR|1CDMG	157LWND|24VULN|347DUR|47BPWR|67aDMG|8CDMG|9RCR
10	42136 22612	9	   	269.24	DCR|5VULN|1TLV|1DUR|1AART	1RCVC|2349aVULN|5AART|6RCR|7TLV|8DUR
11	33533 36353	1	   	268.20	DCR|4VULN|2DUR|1DMG|1AART	1LWND|2458VULN|34DUR|4BPWR|6DMG|7AART|9RCR|aMLV
12	33533 36351	1	   	268.10	DCR|4VULN|2DUR|1DMG|1AART	1LWND|2458VULN|34DUR|4BPWR|6DMG|7AART|9RCR|aERES
13	42131 35324	9	   	265.29	DCR|5VULN|1TLV|1CDMG	1RCVC|2347aVULN|5LIT|6TLV|8CDMG|9RCR
14	42131 35334	8	   	265.29	DCR|5VULN|1TLV|1CDMG	1RCVC|2347aVULN|5LIT|6TLV|8CDMG|9RCR
15	42142 21352	7	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1RCVC|238VULN|4DUR|58DMG|6AART|78DUST|8BPWR|9RCR|aTLV
16	42422 21352	7	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1RCVC|248VULN|3DUR|58DMG|6AART|78DUST|8BPWR|9RCR|aTLV
17	42136 22512	8	   	264.52	DCR|4VULN|1DMG|1TLV|1ASPD|1AART	1RCVC|234aVULN|5AART|6RCR|7TLV|8DMG|9ASPD
