0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23343 42512	2	 * 	312.56	DCR|3VULN|3DMG|3DUR|1TLV|1CDMG	189DUR|2RCVC|389DMG|4CDMG|5CGEN|689VULN|7RCR|89BPWR|aTLV
2	32343 42512	2	   	312.56	DCR|3VULN|3DMG|3DUR|1TLV|1CDMG	1RCVC|289DUR|389DMG|4CDMG|5CGEN|689VULN|7RCR|89BPWR|aTLV
3	21532 16522	4	 * 	308.74	DCR|4VULN|3DUR|3ASPD|3CDMG	158DUR|24aASPD|348aVULN|48aBPWR|6RCR|789CDMG
4	21532 16522	5	   	308.74	DCR|4VULN|3DUR|3ASPD|3CDMG	158DUR|24aASPD|348aVULN|48aBPWR|6RCR|789CDMG
5	23343 42511	2	   	302.63	DCR|3VULN|3DMG|3DUR|2CDMG	189DUR|2RCVC|389DMG|4aCDMG|5CGEN|689VULN|7RCR|89BPWR
6	32343 42511	2	   	302.63	DCR|3VULN|3DMG|3DUR|2CDMG	1RCVC|289DUR|389DMG|4aCDMG|5CGEN|689VULN|7RCR|89BPWR
7	21536 31226	5	 * 	296.33	DCR|3VULN|3DUR|2DMG|2ASPD	169DUR|24ASPD|34aVULN|46BPWR|56DMG|7LIT|8RCR
8	63231 24512	5	   	286.31	DCR|4VULN|3DUR|3CDMG	1RMIN|2489VULN|3CGEN|589DUR|6RCR|789CDMG|89BPWR|aLIT
9	21536 31253	5	   	286.09	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV|1CDMG	16DUR|24ASPD|34VULN|46BPWR|56DMG|7LIT|8RCR|9TLV|aCDMG
10	21536 31222	5	   	285.67	DCR|2VULN|3DUR|2DMG|2ASPD|1TLV	169DUR|24ASPD|34VULN|46BPWR|56DMG|7LIT|8RCR|aTLV
11	21536 31215	5	 * 	285.59	DCR|2VULN|3DUR|2DMG|3ASPD|2LIT	16aDUR|24aASPD|34VULN|46aBPWR|56DMG|7aLIT|8RCR|9TBNT
12	23423 42512	2	   	283.73	DCR|3VULN|3DUR|3CDMG|1DMG	189DUR|2RCVC|389CDMG|4DMG|5CGEN|689VULN|7RCR|89BPWR|aLIT
13	32423 42512	2	   	283.73	DCR|3VULN|3DUR|3CDMG|1DMG	1RCVC|289DUR|389CDMG|4DMG|5CGEN|689VULN|7RCR|89BPWR|aLIT
14	21536 31236	5	   	283.10	DCR|3VULN|2DMG|2DUR|2ASPD	16DUR|24ASPD|34aVULN|46BPWR|56DMG|7LIT|8RCR|9LHND
15	21536 31341	5	   	283.10	DCR|3VULN|2DMG|2DUR|2ASPD	16DUR|24ASPD|348VULN|46BPWR|56DMG|7LIT|9RCR|aZMB
16	21536 31342	5	   	283.10	DCR|3VULN|2DMG|2DUR|2ASPD	16DUR|24ASPD|348VULN|46BPWR|56DMG|7LIT|9RCR|aBEXP
17	21532 11325	7	   	283.02	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	15DUR|24ASPD|346VULN|4BPWR|7AART|8DMG|9RCR|aTLV
18	21536 31213	5	   	283.00	DCR|3VULN|2DMG|2DUR|2ASPD	16DUR|24ASPD|34aVULN|46BPWR|56DMG|7LIT|8RCR|9TBNT
19	21536 31343	5	   	283.00	DCR|3VULN|2DMG|2DUR|2ASPD	16DUR|24ASPD|348VULN|46BPWR|56DMG|7LIT|9RCR|aDUST
20	21532 13563	6	   	282.63	DCR|4VULN|3DUR|3ASPD	158DUR|248ASPD|3468VULN|48BPWR|7RPLT|9BELT|aRCR
21	21532 23563	5	   	282.63	DCR|4VULN|3DUR|3ASPD	158DUR|248ASPD|3478VULN|48BPWR|6RPLT|9BELT|aRCR
22	21532 23563	4	   	282.63	DCR|4VULN|3DUR|3ASPD	158DUR|248ASPD|3478VULN|48BPWR|6RPLT|9BELT|aRCR
