0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21311 32515	6	 * 	285.19	DCR|5VULN|3DUR|1CDMG	179FEWX|2CDMG|379DUR|45789VULN|6RCVC|79BPWR|aRCR
2	21311 33215	8	   	285.19	DCR|5VULN|3DUR|1CDMG	179FEWX|2CDMG|379DUR|45789VULN|6RCVC|79BPWR|aRCR
3	21311 33515	7	   	285.19	DCR|5VULN|3DUR|1CDMG	179FEWX|2CDMG|379DUR|45789VULN|6RCVC|79BPWR|aRCR
4	21431 32515	6	   	285.19	DCR|5VULN|3DUR|1CDMG	179FEWX|2CDMG|35789VULN|479DUR|6RCVC|79BPWR|aRCR
5	21431 33215	8	   	285.19	DCR|5VULN|3DUR|1CDMG	179FEWX|2CDMG|35789VULN|479DUR|6RCVC|79BPWR|aRCR
6	21431 33515	7	   	285.19	DCR|5VULN|3DUR|1CDMG	179FEWX|2CDMG|35789VULN|479DUR|6RCVC|79BPWR|aRCR
7	54333 22513	1	 * 	284.22	DCR|5VULN|3ASPD|3CDMG	179ASPD|23789VULN|479CDMG|5aRMIN|6RCR|79BPWR
8	54333 22511	1	   	284.12	DCR|5VULN|3ASPD|3CDMG	179ASPD|23789VULN|479CDMG|5RMIN|6RCR|79BPWR|aERES
9	54333 22632	1	   	268.45	DCR|5VULN|2ASPD|2CDMG	17ASPD|2379aVULN|47CDMG|5RMIN|6RCR|7BPWR|8BEXP
10	53353 42311	4	 * 	268.20	DCR|3VULN|3ASPD|1DMG|1TLV|1DUR	146ASPD|2ERES|3DUR|568VULN|6BPWR|7TLV|9RCR|aDMG
11	32514 11251	1	 * 	268.14	DCR|2VULN|3DMG|2DUR|1TLV|1AART	1LWND|256DMG|3AART|46DUR|6BPWR|7aVULN|8RCR|9TLV
12	32514 11333	1	   	268.14	DCR|2VULN|3DMG|2DUR|1TLV|1AART	1LWND|256DMG|3AART|46DUR|6BPWR|79VULN|8TLV|aRCR
13	21452 31262	9	 * 	267.35	DCR|4VULN|2DMG|1CDMG	1aFEWX|2CDMG|368aVULN|4LIT|5CGEN|7RCR|9aDMG|aBPWR
14	54333 22122	1	   	265.16	DCR|4VULN|2ASPD|2CDMG|1DUR	17ASPD|237aVULN|47CDMG|5RMIN|6RCR|7BPWR|8FEWX|9DUR
15	54333 22262	1	   	265.16	DCR|4VULN|2ASPD|2CDMG|1TLV	17ASPD|237aVULN|47CDMG|5RMIN|6RCR|7BPWR|8BELT|9TLV
16	54333 22311	1	   	265.16	DCR|4VULN|2ASPD|2CDMG|1TLV	17ASPD|2379VULN|47CDMG|5RMIN|6RCR|7BPWR|8TLV|aCGEN
17	54333 22312	1	   	265.16	DCR|4VULN|2ASPD|2CDMG|1TLV	17ASPD|2379VULN|47CDMG|5RMIN|6RCR|7BPWR|8TLV|aLWND
18	54333 22314	1	   	265.16	DCR|4VULN|2ASPD|2CDMG|1TLV	17ASPD|2379VULN|47CDMG|5RMIN|6RCR|7BPWR|8TLV|aMLV
19	54333 22531	1	   	265.16	DCR|4VULN|2ASPD|2CDMG|1DUR	17ASPD|2378VULN|47CDMG|5RMIN|6RCR|7BPWR|9DUR|aBEXP
20	54333 22532	1	   	265.16	DCR|4VULN|2ASPD|2CDMG|1DUR	17ASPD|2378VULN|47CDMG|5RMIN|6RCR|7BPWR|9DUR|aZMB
21	54333 22533	1	   	265.16	DCR|4VULN|2ASPD|2CDMG|1DUR	17ASPD|2378VULN|47CDMG|5aRMIN|6RCR|7BPWR|9DUR
22	54333 22622	1	   	265.16	DCR|4VULN|2ASPD|2CDMG|1DUR	17ASPD|237aVULN|47CDMG|5RMIN|6RCR|7BPWR|8BEXP|9DUR
23	54333 22313	1	   	265.06	DCR|4VULN|2ASPD|2CDMG|1TLV	17ASPD|2379VULN|47CDMG|5RMIN|6RCR|7BPWR|8TLV|aDUST
24	54333 22315	1	   	265.06	DCR|4VULN|2ASPD|2CDMG|1TLV	17ASPD|2379VULN|47CDMG|5RMIN|6RCR|7BPWR|8TLV|aERES
25	33331 51652	3	 * 	263.39	DCR|5VULN|1DMG|1DUR	1LWND|2678aVULN|3RPLT|4DMG|5DUR|9RCR
26	21311 53335	10	 * 	262.87	DCR|3VULN|3DUR|1DMG|1CDMG	167FEWX|2CDMG|379DUR|457VULN|7BPWR|8DMG|aRCR
27	21431 53335	10	   	262.87	DCR|3VULN|3DUR|1DMG|1CDMG	167FEWX|2CDMG|357VULN|479DUR|7BPWR|8DMG|aRCR
28	53211 53352	1	 * 	260.00	ACR|4VULN|3DUR|3ASPD|1AART	179ASPD|2DMSP|3AART|4RCR|5TBNT|679aVULN|79aBPWR|89aDUR
29	25336 36211	6	   	259.42	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1FEWX|2LIT|38aVULN|4TLV|5DMG|6RCR|7CDMG|9DUR
30	31311 13463	7	 * 	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	19LWND|29CDMG|3DUR|457VULN|69DMG|8RMIN|9BPWR|aRCR
31	54333 22141	1	   	258.77	DCR|3VULN|2ASPD|2CDMG|1TLV|1DUR	17ASPD|237VULN|47CDMG|5RMIN|6RCR|7BPWR|8FEWX|9TLV|aDUR
32	54333 22321	1	   	258.77	DCR|3VULN|2ASPD|2CDMG|1TLV|1DUR	17ASPD|237VULN|47CDMG|5RMIN|6RCR|7BPWR|8TLV|9FEWX|aDUR
33	54333 22331	1	   	258.77	DCR|3VULN|2ASPD|2CDMG|1TLV|1DUR	17ASPD|237VULN|47CDMG|5RMIN|6RCR|7BPWR|8TLV|9LHND|aDUR
34	21311 32161	10	 * 	258.54	DCR|4VULN|2DUR|2CDMG	1aFEWX|29CDMG|3aDUR|458aVULN|6RCVC|7RCR|aBPWR
35	21311 52161	10	   	258.54	DCR|4VULN|2DUR|2CDMG	16aFEWX|29CDMG|3aDUR|458aVULN|7RCR|aBPWR
36	21431 32161	10	   	258.54	DCR|4VULN|2DUR|2CDMG	1aFEWX|29CDMG|358aVULN|4aDUR|6RCVC|7RCR|aBPWR
37	21431 52161	10	   	258.54	DCR|4VULN|2DUR|2CDMG	16aFEWX|29CDMG|358aVULN|4aDUR|7RCR|aBPWR
38	31311 32161	10	   	258.54	DCR|4VULN|2DUR|2CDMG	1aLWND|29CDMG|3aDUR|458aVULN|6RCVC|7RCR|aBPWR
39	54223 22124	4	 * 	258.37	DCR|2VULN|3DMG|2ASPD|1TLV|1AART|1SELL	17ASPD|2BEXP|357DMG|4SELL|67VULN|7BPWR|8AART|9TLV|aRCR
40	21431 13453	9	   	257.70	DCR|4VULN|1DMG|1DUR|1CDMG	19FEWX|2CDMG|3579VULN|4DUR|6DMG|89CGEN|9BPWR|aRCR
41	14326 22362	1	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1CGEN|235aVULN|4CDMG|6DMG|7BELT|8RCR|9TLV
42	21311 32111	10	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1FEWX|2CDMG|3DUR|458aVULN|6RCVC|7RCR|9DMG
43	21311 52111	10	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	16FEWX|2CDMG|3DUR|458aVULN|7RCR|9DMG
44	21431 32111	10	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1FEWX|2CDMG|358aVULN|4DUR|6RCVC|7RCR|9DMG
45	21431 52111	10	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	16FEWX|2CDMG|358aVULN|4DUR|7RCR|9DMG
