0	Index      	 *	Score 	Summary	Detail	
1	42261 33632	 * 	254.50	ACR|2VULN|1BASARM|2ASPD|2AART|1DMG	15ASPD|2aAART|3LEGI|4RCR|6DMG|7BASARM|89VULN
2	42261 33122	 * 	253.43	ACR|2BASARM|3ASPD|2DMG|1AART	159ASPD|2AART|3LEGI|4RCR|6aDMG|79BASARM|89TLV|9BPWR
3	42261 33222	   	253.43	ACR|2BASARM|3ASPD|2DMG|1AART	159ASPD|2AART|3LEGI|4RCR|6aDMG|79BASARM|89AME|9BPWR
4	42261 33531	 * 	251.63	ACR|1BASARM|2ASPD|2BEXP|1VULN|1DMG|1AART	15ASPD|2AART|3LEGI|4RCR|6DMG|7BASARM|8aBEXP|9VULN
5	42261 33532	   	250.57	ACR|1BASARM|2ASPD|2AART|1VULN|1DMG|1BEXP	15ASPD|2aAART|3LEGI|4RCR|6DMG|7BASARM|8BEXP|9VULN
6	25125 12223	 * 	242.94	ACR|3ASPD|2VULN|1DMG|2CDMG|1AART	1BELT|2RCR|3RPLT|4aCDMG|5DMG|67aASPD|8AART|9aVULN|aBPWR
7	15251 12124	 * 	241.79	ACR|1BASARM|2DMG|1VULN|1ASPD|1AART|1BEXP	1DUST|2VULN|3RCR|4AART|5BASARM|6ASPD|7LIT|8aDMG|9BEXP
8	42661 33122	   	238.95	ACR|3ASPD|1BASARM|2DMG|1AART	159ASPD|2AART|39DUR|4RCR|6aDMG|7BASARM|89TLV|9BPWR
9	42661 33222	   	238.95	ACR|3ASPD|1BASARM|2DMG|1AART	159ASPD|2AART|39DUR|4RCR|6aDMG|7BASARM|89AME|9BPWR
10	42261 33631	   	238.75	ACR|2VULN|1BASARM|2ASPD|1DMG|1AART	15ASPD|2AART|3LEGI|4RCR|6DMG|7BASARM|89VULN|aFEWX
11	42261 33633	   	238.65	ACR|2VULN|1BASARM|2ASPD|1DMG|1AART	15ASPD|2AART|3LEGI|4RCR|6DMG|7BASARM|89VULN|aMDPS
12	42261 33363	   	236.92	ACR|1BASARM|2ASPD|2AART|1VULN|1DMG	15ASPD|2aAART|3LEGI|4RCR|6DMG|7BASARM|8ZMB|9VULN
13	42261 33533	   	236.69	ACR|1BASARM|2ASPD|1VULN|1DMG|1BEXP|1AART	15ASPD|2AART|3LEGI|4RCR|6DMG|7BASARM|8BEXP|9VULN|aMDPS
14	42261 33121	   	236.17	ACR|2BASARM|3ASPD|1DMG|1AART	159ASPD|2AART|3LEGI|4RCR|6DMG|79BASARM|89TLV|9BPWR|aRCVC
15	42261 33221	   	236.17	ACR|2BASARM|3ASPD|1DMG|1AART	159ASPD|2AART|3LEGI|4RCR|6DMG|79BASARM|89AME|9BPWR|aRCVC
16	42261 33123	   	235.85	ACR|2BASARM|3ASPD|1DMG|1AART	159ASPD|2AART|3LEGI|4RCR|6DMG|79BASARM|89TLV|9BPWR|aDMSP
17	42261 33124	   	235.85	ACR|2BASARM|3ASPD|1DMG|1AART	159ASPD|2AART|3LEGI|4RCR|6DMG|79BASARM|89TLV|9BPWR|aLIT
18	42261 33125	   	235.85	ACR|2BASARM|3ASPD|1DMG|1AART	159ASPD|2AART|3LEGI|4RCR|6DMG|79BASARM|89TLV|9BPWR|aBELT
19	42261 33126	   	235.85	ACR|2BASARM|3ASPD|1DMG|1AART	159ASPD|2AART|3LEGI|4RCR|6DMG|79BASARM|89TLV|9BPWR|aLWND
20	42261 33223	   	235.85	ACR|2BASARM|3ASPD|1DMG|1AART	159ASPD|2AART|3LEGI|4RCR|6DMG|79BASARM|89AME|9BPWR|aDMSP
21	42261 33224	   	235.85	ACR|2BASARM|3ASPD|1DMG|1AART	159ASPD|2AART|3LEGI|4RCR|6DMG|79BASARM|89AME|9BPWR|aLIT
22	42261 33225	   	235.85	ACR|2BASARM|3ASPD|1DMG|1AART	159ASPD|2AART|3LEGI|4RCR|6DMG|79BASARM|89AME|9BPWR|aBELT
23	42261 33226	   	235.85	ACR|2BASARM|3ASPD|1DMG|1AART	159ASPD|2AART|3LEGI|4RCR|6DMG|79BASARM|89AME|9BPWR|aLWND
24	15251 13432	   	235.03	ACR|2VULN|1BASARM|2ASPD|1AART|1BEXP	1DUST|28VULN|3RCR|4AART|5BASARM|6aASPD|7LHND|9BEXP
25	15251 11232	 * 	231.31	ACR|3VULN|1BASARM|2AART|1ASPD	1DUST|289VULN|3RCR|4aAART|5BASARM|6ASPD|7AME
26	15251 11262	 * 	231.04	ACR|2VULN|1BASARM|3AART|1ASPD	1DUST|28VULN|3RCR|49aAART|5BASARM|6ASPD|7AME
27	15251 11632	   	231.04	ACR|2VULN|1BASARM|3AART|1ASPD	1DUST|29VULN|3RCR|48aAART|5BASARM|6ASPD|7AME
28	15251 11362	   	230.90	ACR|2VULN|1BASARM|2AART|1ASPD|1BEXP	1DUST|29VULN|3RCR|4aAART|5BASARM|6ASPD|7AME|8BEXP
29	42261 33523	   	230.50	ACR|1BASARM|2ASPD|2AART|1DMG|1BEXP	15ASPD|2aAART|3LEGI|4RCR|6DMG|7BASARM|8BEXP|9CGEN
30	42261 33513	   	230.40	ACR|1BASARM|2ASPD|2AART|1DMG|1BEXP	15ASPD|2aAART|3LEGI|4RCR|6DMG|7BASARM|8BEXP|9ERES
31	15251 11361	 * 	229.83	ACR|2VULN|1BASARM|2BEXP|1ASPD|1AART	1DUST|29VULN|3RCR|4AART|5BASARM|6ASPD|7AME|8aBEXP
32	25512 32223	 * 	229.10	ACR|3ASPD|2DMG|2BEXP|1AART	1BELT|2RCR|37aASPD|4aBEXP|5TLV|6CGEN|8AART|9aDMG|aBPWR
33	25512 14223	   	228.99	ACR|3ASPD|2DMG|2BEXP|1AART	1BELT|2RCR|36aASPD|4aBEXP|5TLV|7ERES|8AART|9aDMG|aBPWR
34	15251 12134	   	228.14	ACR|1BASARM|2DMG|1VULN|1ASPD|1AART	1DUST|2VULN|3RCR|4AART|5BASARM|6ASPD|7LIT|8aDMG|9LWND
35	25215 13313	   	227.92	ACR|1BASARM|1VULN|1ASPD|1DMG|1BEXP|1AART	1BELT|2RCR|3AME|4BEXP|5DMG|6ASPD|7CGEN|8VULN|9AART|aBASARM
36	15236 16231	 * 	227.39	ACR|2BASARM|2VULN|1DMG|1BEXP|1CDMG	18DUST|28VULN|3RCR|4RPLT|5DMG|6LIT|78BASARM|8BPWR|9CDMG|aBEXP
