0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12121 56231	1	 * 	304.36	橙4易伤3等级2伤害3暴击	1立即金币278等级3789易伤49敌人爆炸59伤害678暴击789序列升级a核
2	12321 56231	2	   	304.36	橙4易伤3等级2伤害3暴击	1立即金币2789易伤378等级49敌人爆炸59伤害678暴击789序列升级a核
3	14321 56231	1	   	304.36	橙4易伤3等级2伤害3暴击	1立即金币2789易伤378等级49敌人爆炸59伤害678暴击789序列升级a核
4	12151 26116	1	 * 	302.12	橙4易伤3伤害3等级	1立即金币257等级3578易伤4平台578序列升级678伤害9雷电a核
5	12351 26116	2	   	302.12	橙4易伤3伤害3等级	1立即金币2578易伤357等级4平台578序列升级678伤害9雷电a核
6	43353 51221	5	   	295.25	橙4易伤2伤害1等级2暴击1时间	18伤害2等级3458易伤68暴击7核8序列升级9金币生成a时间
7	43353 51233	5	   	294.56	橙4易伤3伤害1等级2暴击	18a伤害2等级3458易伤68暴击7核8序列升级9挖尘
8	43351 31221	9	   	294.06	橙4易伤2等级2伤害1时间1卖塔	19伤害29等级3479易伤5随机矿6卖塔8核9序列升级a时间
9	12151 26135	1	   	293.81	橙4易伤3伤害3等级	1立即金币257等级3578易伤4平台578序列升级678伤害9基地爆炸a核
10	12351 26135	2	   	293.81	橙4易伤3伤害3等级	1立即金币2578易伤357等级4平台578序列升级678伤害9基地爆炸a核
11	43353 34221	9	   	293.22	橙3易伤2等级2伤害2暴击1时间	19伤害29等级345易伤6策反79暴击8核9序列升级a时间
12	43335 51221	2	   	293.22	橙3易伤2等级2伤害2暴击1时间	18伤害23等级458易伤68暴击7核8序列升级9金币生成a时间
13	43352 21221	4	   	293.22	橙3易伤2等级2伤害2暴击1时间	18伤害26等级348易伤58暴击7核8序列升级9金币生成a时间
14	43323 31241	8	 * 	293.04	橙5易伤3伤害1等级	149伤害2等级35789易伤69策反9序列升级a核
15	43323 51224	5	   	292.62	橙3易伤3伤害2等级2暴击	148伤害2a等级358易伤68暴击7核8序列升级9基地爆炸
16	43323 51214	5	   	292.52	橙3易伤3伤害2等级2暴击	148伤害2a等级358易伤68暴击7核8序列升级9挖尘
17	43323 51235	5	   	292.52	橙3易伤3伤害2等级2暴击1核弹	148伤害2a等级358易伤68暴击7核8序列升级9核弹
18	43335 51233	2	   	292.52	橙3易伤3伤害2等级2暴击	18a伤害23等级458易伤68暴击7核8序列升级9挖尘
19	43352 21233	4	   	292.52	橙3易伤3伤害2等级2暴击	18a伤害26等级348易伤58暴击7核8序列升级9挖尘
20	43323 51221	5	   	289.86	橙3易伤3伤害1等级2暴击1时间	148伤害2等级358易伤68暴击7核8序列升级9基地爆炸a时间
21	43323 51241	5	   	289.86	橙3易伤3伤害1等级2暴击1时间	148伤害2等级358易伤68暴击7核8序列升级9敌人爆炸a时间
22	43325 51221	4	   	289.86	橙3易伤3伤害1等级2暴击1时间	148伤害2等级358易伤68暴击7核8序列升级9基地爆炸a时间
23	43323 51211	5	   	289.76	橙3易伤3伤害1等级2暴击1时间	148伤害2等级358易伤68暴击7核8序列升级9挖尘a时间
24	43323 51234	5	   	289.76	橙3易伤3伤害1等级2暴击1时间1核弹	148伤害2等级358易伤68暴击7核8序列升级9核弹a时间
25	43323 51261	5	   	289.76	橙3易伤3伤害1等级2暴击1时间	148伤害2等级358易伤68暴击7核8序列升级9挖青a时间
26	43325 51211	4	   	289.76	橙3易伤3伤害1等级2暴击1时间	148伤害2等级358易伤68暴击7核8序列升级9挖尘a时间
27	42411 36332	6	   	288.91	橙3易伤3伤害2等级1时间	147伤害2立即金币347易伤47序列升级5平台67等级8时间9掉矿a核
28	43321 31224	9	   	288.66	橙3易伤3伤害2等级1时间1卖塔	149伤害29等级379易伤5随机矿6卖塔8核9序列升级a时间
29	12333 26226	2	   	286.31	橙3易伤3伤害3等级1暴击	1立即金币278易伤378等级4暴击5最后敌人678伤害78序列升级9赏金邻近a核
30	12333 26256	2	   	286.31	橙3易伤3伤害3等级1暴击	1立即金币278易伤378等级4暴击5最后敌人678伤害78序列升级9赏金塔a核
31	13331 26215	2	   	286.31	橙3易伤3伤害3等级1暴击	1立即金币2挖青378等级4暴击578易伤678伤害78序列升级9敌人爆炸a核
32	14333 26226	1	   	286.31	橙3易伤3伤害3等级1暴击	1立即金币278易伤378等级4暴击5最后敌人678伤害78序列升级9赏金邻近a核
33	12133 26226	1	   	286.31	橙3易伤3伤害3等级1暴击	1立即金币278等级378易伤4暴击5最后敌人678伤害78序列升级9赏金邻近a核
34	12133 26256	1	   	286.31	橙3易伤3伤害3等级1暴击	1立即金币278等级378易伤4暴击5最后敌人678伤害78序列升级9赏金塔a核
35	13331 26226	2	   	286.21	橙3易伤3伤害3等级1暴击	1立即金币2挖青378等级4暴击578易伤678伤害78序列升级9赏金邻近a核
36	13331 26256	2	   	286.21	橙3易伤3伤害3等级1暴击	1立即金币2挖青378等级4暴击578易伤678伤害78序列升级9赏金塔a核
37	43351 31221	10	   	286.12	橙4易伤2等级2伤害1卖塔	19伤害29等级3479易伤5随机矿6卖塔8核9序列升级a雷电
38	43353 34221	10	   	285.27	橙3易伤2等级2伤害2暴击	19伤害29等级345易伤6策反79暴击8核9序列升级a雷电
39	43352 21216	4	   	285.27	橙3易伤2等级2伤害2暴击	18伤害26等级348易伤58暴击7核8序列升级9低血量敌人a攻速
40	43352 21236	4	   	285.17	橙3易伤2等级2伤害2暴击	18伤害26等级348易伤58暴击7核8序列升级9挖尘a攻速
41	43353 51211	5	   	285.04	橙4易伤2伤害1等级3暴击	18伤害2等级3458易伤68a暴击7核8序列升级9低血量敌人
42	43353 51231	5	   	284.94	橙4易伤2伤害1等级3暴击	18伤害2等级3458易伤68a暴击7核8序列升级9挖尘
43	41324 23313	4	 * 	284.42	紫3易伤3伤害2等级3时间	148伤害2核3a等级58a时间6赏金塔78a易伤8a序列升级9赏金邻近
44	13331 26254	1	 * 	284.23	橙3伤害3等级3时间1易伤1暴击	1立即金币278时间378等级4暴击5易伤678伤害78序列升级9雷电a核
45	43323 34224	9	   	284.18	橙2易伤3伤害2等级2暴击1时间	149伤害29等级35易伤6策反79暴击8核9序列升级a时间
46	43322 21221	4	   	284.18	橙2易伤3伤害2等级2暴击1时间	148伤害26等级38易伤58暴击7核8序列升级9基地爆炸a时间
47	43322 21241	4	   	284.18	橙2易伤3伤害2等级2暴击1时间	148伤害26等级38易伤58暴击7核8序列升级9敌人爆炸a时间
48	43322 21254	4	   	284.18	橙2易伤3伤害2等级2暴击1时间	148伤害26等级38易伤58暴击7核8序列升级9矿等a时间
49	43322 21211	4	   	284.08	橙2易伤3伤害2等级2暴击1时间	148伤害26等级38易伤58暴击7核8序列升级9挖尘a时间
50	43322 21234	4	   	284.08	橙2易伤3伤害2等级2暴击1时间1核弹	148伤害26等级38易伤58暴击7核8序列升级9核弹a时间
51	43322 21261	4	   	284.08	橙2易伤3伤害2等级2暴击1时间	148伤害26等级38易伤58暴击7核8序列升级9挖青a时间
52	43335 51211	2	   	283.01	橙3易伤2等级2伤害3暴击	18伤害23等级458易伤68a暴击7核8序列升级9低血量敌人
53	43352 21211	4	   	283.01	橙3易伤2等级2伤害3暴击	18伤害26等级348易伤58a暴击7核8序列升级9低血量敌人
54	43335 51231	2	   	282.91	橙3易伤2等级2伤害3暴击	18伤害23等级458易伤68a暴击7核8序列升级9挖尘
55	43352 21231	4	   	282.91	橙3易伤2等级2伤害3暴击	18伤害26等级348易伤58a暴击7核8序列升级9挖尘
56	43323 51236	5	   	281.81	橙3易伤3伤害1等级2暴击1核弹	148伤害2等级358易伤68暴击7核8序列升级9核弹a攻速
57	43523 15111	10	   	281.36	橙3易伤3等级2伤害2攻速	1a伤害245等级3雷电6a攻速7核89a易伤a序列升级
58	43321 31226	9	   	280.72	橙3易伤3伤害2等级1卖塔	149伤害29等级379易伤5随机矿6卖塔8核9序列升级a攻速
59	43323 51226	5	 * 	279.65	橙3易伤3伤害1等级3暴击	148伤害2等级358易伤68a暴击7核8序列升级9基地爆炸
60	43323 51216	5	   	279.55	橙3易伤3伤害1等级3暴击	148伤害2等级358易伤68a暴击7核8序列升级9挖尘
61	43353 51213	5	   	279.00	橙4易伤2伤害1等级2暴击	18伤害2等级3458易伤68暴击7核8序列升级9低血量敌人a随机矿
62	43353 51223	5	   	279.00	橙4易伤2伤害1等级2暴击	18伤害2等级3458易伤68暴击7核8序列升级9金币生成a基地爆炸
63	43353 51212	5	   	278.90	橙4易伤2伤害1等级2暴击	18伤害2等级3458易伤68暴击7核8序列升级9低血量敌人a挖尘
64	43353 51222	5	   	278.90	橙4易伤2伤害1等级2暴击	18伤害2等级3458易伤68暴击7核8序列升级9金币生成a赏金邻近
65	43353 51232	5	   	278.80	橙4易伤2伤害1等级2暴击	18伤害2等级3458易伤68暴击7核8序列升级9a挖尘
66	43222 14413	8	   	278.40	橙3易伤3伤害1等级1时间	18a伤害2等级38a矿等4时间5随机矿6雷电78a易伤8a序列升级9核
67	43351 31222	10	   	277.81	橙4易伤2等级2伤害1卖塔	19伤害29等级3479易伤5随机矿6卖塔8核9序列升级a基地爆炸
68	43351 31223	9	   	277.81	橙4易伤2等级2伤害1卖塔	19伤害29等级3479易伤5随机矿6卖塔8核9序列升级a基地爆炸
