0	Index      	Bounty	 *	Score 	Summary	Detail	
1	54343 66122	4	 * 	271.04	橙4易伤2等级2时间	1加一2挖青369a易伤4最后敌人59时间7核89等级9序列升级
2	25321 25252	8	 * 	263.41	橙3易伤2等级3时间	1随机矿28a时间3金币生成4平台5a等级6核79a易伤a序列升级
3	25321 25262	9	   	263.41	橙3易伤2等级3时间	1随机矿28a时间3金币生成4平台5a等级6核79a易伤a序列升级
4	54343 66121	4	   	263.21	橙3易伤2等级3时间	1加一2挖青369易伤4最后敌人59a时间7核89等级9序列升级
5	54343 66124	4	   	258.29	橙3易伤2等级2时间	1加一2挖青369易伤4最后敌人59时间7核89等级9序列升级a雷电
6	54624 51213	1	 * 	256.37	橙2易伤3伤害3时间1全技能	1加一2立即金币36a伤害4全技能56a时间6a序列升级7赏金塔8核9a易伤
7	54123 18723	2	 * 	254.41	紫3易伤2等级2伤害1时间1暴击	1加一2挖青3核489易伤5时间68等级78伤害8序列升级a暴击
8	54333 18723	4	   	254.41	紫3易伤2等级2伤害1时间1暴击	1加一2挖青389易伤4核5时间68等级78伤害8序列升级a暴击
9	24213 24214	1	   	252.27	橙2易伤2等级3时间1暴击	1随机矿258时间38等级4矿等6掉矿78易伤8序列升级9暴击a核
10	25213 24214	2	   	252.27	橙2易伤2等级3时间1暴击	1随机矿258时间38等级4矿等6掉矿78易伤8序列升级9暴击a核
11	24632 13314	1	   	252.17	橙2易伤2等级3时间1暴击	1随机矿234时间58等级68易伤78挖尘8序列升级9暴击a核
12	25632 13314	2	   	252.17	橙2易伤2等级3时间1暴击	1随机矿234时间58等级68易伤78挖尘8序列升级9暴击a核
13	25321 25252	7	   	250.19	橙3易伤2等级2时间	1随机矿2a时间38金币生成4平台5a等级6核79a易伤a序列升级
14	25321 25352	8	   	250.19	橙3易伤2等级2时间	1随机矿2a时间3金币生成48平台5a等级6核79a易伤a序列升级
15	25321 25362	9	   	250.19	橙3易伤2等级2时间	1随机矿2a时间3金币生成48平台5a等级6核79a易伤a序列升级
16	31321 25352	7	   	250.19	橙3易伤2等级2时间	1a策反2a时间3金币生成4平台58等级6核79a易伤a序列升级
17	62121 25252	8	   	250.19	橙3易伤2等级2时间	1a金币生成2随机矿38时间4平台5a等级6核79a易伤a序列升级
18	62121 25262	9	   	250.19	橙3易伤2等级2时间	1a金币生成2随机矿38时间4平台5a等级6核79a易伤a序列升级
19	31321 45252	8	   	250.19	橙3易伤2等级2时间	1a策反2a时间3金币生成4平台57等级69a易伤8核a序列升级
20	31321 45262	9	   	250.19	橙3易伤2等级2时间	1a策反2a时间3金币生成4平台57等级69a易伤8核a序列升级
21	25321 25352	7	 * 	250.09	橙3易伤3等级2时间	1随机矿2a时间3金币生成4平台58a等级6核79a易伤a序列升级
22	22135 51135	8	   	250.09	橙3易伤2等级2时间	1随机矿2双倍物品36立即金币48时间58等级78a易伤8序列升级9核
23	22135 53523	5	   	250.09	橙3易伤2等级2时间	1随机矿2双倍物品3立即金币47时间57等级679易伤7序列升级8敌人爆炸a核
24	22335 51135	8	   	250.09	橙3易伤2等级2时间	1随机矿2双倍物品3双倍矿48时间58等级6立即金币78a易伤8序列升级9核
25	22335 53523	5	   	250.09	橙3易伤2等级2时间	1随机矿2双倍物品3双倍矿47时间57等级679易伤7序列升级8敌人爆炸a核
26	54343 66123	4	   	249.99	橙3易伤2等级2时间	1加一2挖青369易伤4a最后敌人59时间7核89等级9序列升级
27	54343 76122	4	   	249.99	橙3易伤2等级2时间	1加一2挖青39a易伤4最后敌人59时间6双倍矿7核89等级9序列升级
28	54323 63461	1	 * 	249.64	橙2易伤2等级2伤害2全技能	1加一2立即金币37等级4a全技能57伤害67易伤7序列升级8低血量敌人9核
29	54123 18724	2	   	249.07	紫3易伤2等级2伤害1时间	1加一2挖青3核489易伤5时间68等级78伤害8序列升级a雷电
30	54333 18724	4	   	249.07	紫3易伤2等级2伤害1时间	1加一2挖青389易伤4核5时间68等级78伤害8序列升级a雷电
31	52214 62326	2	   	248.46	橙2易伤2等级2伤害1时间	1加一2金币生成3a等级4矿等5敌人爆炸6核7a伤害8时间9a易伤a序列升级
32	51214 62326	2	   	248.36	橙2易伤2等级2伤害1时间	1加一2掉矿3a等级4矿等5敌人爆炸6核7a伤害8时间9a易伤a序列升级
33	52234 62326	2	   	248.36	橙2易伤2等级2伤害1时间	1加一2金币生成3a等级4掉矿5敌人爆炸6核7a伤害8时间9a易伤a序列升级
34	26431 14222	6	   	248.36	橙2易伤2等级2伤害2攻速	1随机矿28攻速39易伤48伤害5掉矿6金币生成78等级8序列升级a核
35	55422 41743	2	   	248.18	橙2易伤2等级3时间1全技能	1加一256时间35等级4全技能5序列升级7敌人爆炸8核9a易伤
36	25212 33254	1	 * 	247.37	橙3时间1易伤2伤害1等级2暴击	1随机矿27伤害37暴击4掉矿5等级678时间7序列升级9易伤a核
37	54161 35424	8	   	246.92	橙2易伤2等级1伤害2攻速1时间	1加一2挖青39攻速4随机矿5时间6核79等级89易伤9序列升级a伤害
38	54161 46124	6	   	246.92	橙2易伤2等级1伤害2攻速1时间	1加一2挖青39攻速4随机矿5时间69易伤7核89等级9序列升级a伤害
39	36142 16544	3	   	246.81	橙2易伤3伤害3时间	17a策反2加一3挖尘47a伤害567时间7a序列升级8a易伤9核
40	36342 16544	2	   	246.81	橙2易伤3伤害3时间	17a策反2加一3挖尘47a伤害567时间7a序列升级8a易伤9核
41	53142 16544	3	   	246.81	橙2易伤3伤害3时间	1加一27a策反3挖尘47a伤害567时间7a序列升级8a易伤9核
42	53342 16544	2	   	246.81	橙2易伤3伤害3时间	1加一27a策反3挖尘47a伤害567时间7a序列升级8a易伤9核
43	26361 31135	8	   	245.16	橙3易伤2等级2攻速1全技能	1随机矿28攻速34等级58矿等6全技能78a易伤8序列升级9核
