0	Index      	 *	Score 	Summary	Detail	
1	33663 23213	 * 	235.08	橙3易伤1散射对甲1全技能1伤害1暴击1时间	1时间2暴击37a易伤4散射对甲5导弹对黄6全技能8核9伤害
2	13163 23213	   	226.77	橙3易伤1散射对甲1全技能1伤害1暴击	17a易伤2暴击3基地爆炸4散射对甲5导弹对黄6全技能8核9伤害
3	53663 23213	   	226.67	橙3易伤1散射对甲1全技能1伤害1暴击	1挖尘2暴击37a易伤4散射对甲5导弹对黄6全技能8核9伤害
4	13313 53626	 * 	219.21	橙3易伤1双倍秒伤2伤害1全技能1暴击	19a易伤2暴击3双倍秒伤4全技能59挖尘6核7随机矿89伤害9序列升级
5	13316 41336	 * 	218.26	橙3易伤1双倍秒伤1全技能1攻速1暴击1策反1时间	16a易伤2暴击3双倍秒伤4全技能5策反7核8攻速9时间
6	13313 53625	 * 	217.45	橙2易伤2全技能1双倍秒伤2伤害1暴击	19易伤2暴击3双倍秒伤4a全技能59挖尘6核7随机矿89伤害9序列升级
7	13316 41352	 * 	217.38	橙3易伤1双倍秒伤1全技能2暴击1攻速1策反	16a易伤29暴击3双倍秒伤4全技能5策反7核8攻速
8	33663 23212	   	217.24	橙1散射对甲2易伤1全技能1伤害1暴击1时间	1时间2暴击37易伤4散射对甲5导弹对黄6全技能8核9伤害a矿等
9	33663 23214	   	217.24	橙1散射对甲2易伤1全技能1伤害1暴击1时间	1时间2暴击37易伤4散射对甲5导弹对黄6全技能8核9伤害a最后敌人
10	33663 23216	   	217.24	橙1散射对甲2易伤1全技能1伤害1暴击1时间	1时间2暴击37易伤4散射对甲5导弹对黄6全技能8核9伤害a基地爆炸
11	33663 23242	 * 	217.24	橙1散射对甲2易伤1全技能1攻速1暴击1时间	1时间2暴击37易伤4散射对甲5导弹对黄6全技能8核9基地爆炸a攻速
12	33663 23262	   	217.24	橙1散射对甲2易伤1全技能1攻速1暴击1时间	1时间2暴击37易伤4散射对甲5导弹对黄6全技能8核9最后敌人a攻速
13	33663 23211	   	217.14	橙1散射对甲2易伤1全技能1伤害1暴击1时间	1时间2暴击37易伤4散射对甲5导弹对黄6全技能8核9伤害a挖青
14	13316 41335	 * 	216.50	橙2易伤2全技能1双倍秒伤1攻速1暴击1策反1时间	16易伤2暴击3双倍秒伤4a全技能5策反7核8攻速9时间
15	33665 21233	 * 	215.02	橙1散射对甲1易伤1全技能1攻速1伤害1暴击1时间	1时间2暴击3易伤4散射对甲5攻速6低血量敌人7全技能8随机矿9核a伤害
16	33662 21633	   	215.02	橙1散射对甲1易伤1全技能1攻速1伤害1暴击1时间	1时间2暴击3易伤4散射对甲5随机矿6低血量敌人7全技能8攻速9核a伤害
17	33663 23233	   	214.91	橙3易伤1散射对甲1全技能1暴击1时间	1时间2暴击37a易伤4散射对甲5导弹对黄6全技能8核9等级
18	13163 23245	 * 	214.23	橙3易伤1散射对甲1全技能2暴击	17a易伤2a暴击39基地爆炸4散射对甲5a导弹对黄6全技能8核a序列升级
19	13163 23255	   	214.23	橙3易伤1散射对甲1全技能2暴击	17a易伤2a暴击3基地爆炸4散射对甲5a导弹对黄6全技能8核9立即金币a序列升级
20	13316 41351	 * 	213.77	橙2易伤1双倍秒伤2攻速1全技能2暴击1策反	16易伤29暴击3双倍秒伤4全技能5策反7核8a攻速
21	22333 24265	 * 	213.04	橙1散射对甲2全技能1易伤1伤害1暴击1时间	1立即金币2时间3a全技能4金币生成5散射对甲6伤害7暴击8核9易伤
22	22313 24265	   	212.94	橙1散射对甲2全技能1易伤1伤害1暴击1时间	1立即金币2时间3a全技能4掉矿5散射对甲6伤害7暴击8核9易伤
23	13316 41135	 * 	211.37	橙2双倍秒伤2易伤1全技能1核弹1暴击1策反	16易伤2暴击39双倍秒伤4全技能5策反7核8最后敌人a核弹
24	22313 24525	   	210.94	橙1散射对甲2全技能1易伤1伤害1暴击1时间	1立即金币2时间3a全技能4掉矿5散射对甲6伤害7暴击8易伤9核
25	22342 41314	 * 	210.43	橙2攻速1易伤1全技能1伤害1暴击1策反1时间	1立即金币2时间3全技能4策反5暴击68攻速7伤害9核a易伤
26	13316 41326	   	209.95	橙3易伤1双倍秒伤1全技能1攻速1暴击1策反	16a易伤2暴击3双倍秒伤4全技能5策反7核8攻速9敌人爆炸
27	13313 53622	   	209.68	橙2易伤1双倍秒伤2伤害1全技能1暴击1时间	19易伤2暴击3双倍秒伤4全技能59挖尘6核7随机矿89伤害9序列升级a时间
28	35163 31511	   	209.11	橙2易伤2伤害1双倍秒伤1全技能2时间1技能1策反	19时间2双倍秒伤3技能4策反5全技能6核79伤害89易伤9序列升级a基地爆炸
29	35163 31512	   	209.11	橙2易伤2伤害1双倍秒伤1全技能2时间1技能1策反	19时间2双倍秒伤3技能4策反5全技能6核79伤害89易伤9序列升级a低血量敌人
30	35163 31513	   	209.01	橙2易伤2伤害1双倍秒伤1全技能2时间1技能1策反1挖怪	19时间2双倍秒伤3技能4策反5全技能6核79伤害89易伤9序列升级a挖怪
31	13313 53623	 * 	208.80	橙2易伤1双倍秒伤2伤害1全技能2暴击	19易伤2a暴击3双倍秒伤4全技能59挖尘6核7随机矿89伤害9序列升级
32	13316 41325	   	208.20	橙2易伤2全技能1双倍秒伤1攻速1暴击1策反	16易伤2暴击3双倍秒伤4a全技能5策反7核8攻速9敌人爆炸
33	13316 41214	 * 	207.79	橙2易伤1双倍秒伤3策反1全技能1核弹1暴击	16易伤2暴击3双倍秒伤4全技能589策反7核a核弹
34	13153 62253	 * 	206.71	紫3易伤2伤害1全技能2暴击1时间1卖塔	189易伤28暴击3基地爆炸4核5卖塔6时间78伤害8序列升级a全技能
35	13642 21335	 * 	206.33	橙3易伤2伤害3时间1暴击	139易伤2暴击456时间79雷电89伤害9序列升级a核
36	16362 21332	 * 	205.76	橙2全技能2攻速1易伤1伤害1暴击	1易伤2等级34全技能5暴击6随机矿7伤害89攻速a核
37	16362 41322	   	205.76	橙2全技能2攻速1易伤1伤害1暴击	1易伤2等级34全技能5暴击68攻速7伤害9矿等a核
38	13316 41332	   	205.67	橙2易伤1双倍秒伤1全技能1攻速1暴击2时间1策反	16易伤2暴击3双倍秒伤4全技能5策反7核8攻速9a时间
