0	Index      	 *	Score 	Summary	Detail	
1	32365 23122	 * 	280.84	DCR|3VULN|3DUR|3MLV|1TLV|1AART	1RMIN|279VULN|357DUR|457MLV|57BPWR|6AART|8TLV|aRCR
2	52365 23122	   	280.84	DCR|3VULN|3DUR|3MLV|1TLV|1AART|1AAC	1AAC|279VULN|357DUR|457MLV|57BPWR|6AART|8TLV|aRCR
3	32631 42225	 * 	279.11	DCR|4VULN|3FLTARM|3CDMG	1RMIN|289aVULN|3ERES|489FLTARM|5DMSP|6RCR|789CDMG|89BPWR
4	32631 42226	   	273.60	DCR|3VULN|3FLTARM|3CDMG|1DUR	1RMIN|289VULN|3ERES|489FLTARM|5DMSP|6RCR|789CDMG|89BPWR|aDUR
5	32631 42222	   	259.95	DCR|3VULN|3FLTARM|3CDMG	1RMIN|289VULN|3ERES|489FLTARM|5DMSP|6RCR|789CDMG|89BPWR|aLIT
6	32631 42221	   	259.85	DCR|3VULN|3FLTARM|3CDMG	1RMIN|289VULN|3ERES|489FLTARM|5DMSP|6RCR|789CDMG|89BPWR|aBASICY
7	32631 42223	   	259.85	DCR|3VULN|3FLTARM|3CDMG	1RMIN|289VULN|3ERES|489FLTARM|5DMSP|6RCR|789CDMG|89BPWR|aAIRBOS
8	32631 42224	   	259.85	DCR|3VULN|3FLTARM|3CDMG	1RMIN|289VULN|3ERES|489FLTARM|5DMSP|6RCR|789CDMG|89BPWR|aTBNT
9	24316 61312	 * 	257.76	ACR|DCR|2VULN|2TLV|2DUR|1AAC	1AETHUN|28DUR|37RCR|48TLV|5AAC|68AEWIND|8BPWR|9aVULN
10	32365 23422	   	254.53	DCR|3VULN|3DUR|3MLV|1AART	1RMIN|279VULN|357DUR|457MLV|57BPWR|6AART|8AME|aRCR
