0	Index      	 *	Score 	Summary	Detail	
1	11214 16325	 * 	309.26	DCR|2MLV|3VULN|1LIT|2DMG	1MBVNT|239VULN|49MLV|5ERES|6SPLREG|7RCR|89DMG|9BPWR|aLIT
2	11212 72318	 * 	291.47	DCR|2MLV|3VULN|1LIT|2ASPD|1CDMG	1MBVNT|237VULN|47MLV|57ASPD|6RMIN|7BPWR|8LIT|9CDMG|aRCR
3	11211 24777	 * 	289.97	DCR|2LIT|3MLV|3VULN	1MBVNT|23aVULN|49aMLV|5LHND|6FEWX|7aLIT|8RCR|aBPWR
4	11213 82425	   	289.10	DCR|2LIT|3VULN|1MLV|1CDMG|1ASPD	1MBVNT|236VULN|4MLV|5CDMG|7ASPD|8aLIT|9RCR
5	11215 52425	   	289.10	DCR|2LIT|3VULN|1MLV|1CDMG|1ASPD	1MBVNT|235VULN|4MLV|6CDMG|7ASPD|8aLIT|9RCR
6	11264 82425	   	289.10	DCR|2LIT|3VULN|1MLV|1CDMG|1ASPD	1MBVNT|236VULN|4CDMG|5MLV|7ASPD|8aLIT|9RCR
7	11212 35448	 * 	286.31	DCR|2LIT|3VULN|1MLV|2ASPD	1MBVNT|237VULN|4MLV|57ASPD|67BEXP|7BPWR|89LIT|aRCR
8	11213 82426	 * 	285.40	DCR|4VULN|1LIT|1MLV|1CDMG|1ASPD	1MBVNT|236aVULN|4MLV|5CDMG|7ASPD|8LIT|9RCR
9	11215 52426	   	285.40	DCR|4VULN|1LIT|1MLV|1CDMG|1ASPD	1MBVNT|235aVULN|4MLV|6CDMG|7ASPD|8LIT|9RCR
10	11264 82426	   	285.40	DCR|4VULN|1LIT|1MLV|1CDMG|1ASPD	1MBVNT|236aVULN|4CDMG|5MLV|7ASPD|8LIT|9RCR
11	11211 24757	   	284.70	DCR|2LIT|2MLV|3VULN	1MBVNT|23aVULN|4aMLV|5LHND|69FEWX|7aLIT|8RCR|aBPWR
12	11211 24787	   	284.70	DCR|2LIT|2MLV|3VULN	1MBVNT|23aVULN|4aMLV|5LHND|6FEWX|7aLIT|8RCR|9RCVC|aBPWR
13	11211 34737	   	284.70	DCR|2LIT|2MLV|3VULN	1MBVNT|23aVULN|4aMLV|5LHND|69BEXP|7aLIT|8RCR|aBPWR
14	11224 78225	 * 	283.64	DCR|2MLV|3VULN|1LIT|2FLTARM	1MBVNT|239VULN|4RMIN|5ERES|6RCR|79FLTARM|89MLV|9BPWR|aLIT
15	11223 58822	 * 	283.01	DCR|2LIT|3VULN|2DMG|1CDMG	1MBVNT|23aVULN|4RMIN|5CDMG|6BELT|7aLIT|8RCR|9aDMG|aBPWR
16	15227 34451	 * 	282.73	DCR|2LIT|3VULN|3DMG|2SELL	1MBVNT|257DMG|36SELL|457VULN|57BPWR|8aLIT|9RCR
17	11212 35488	 * 	282.60	DCR|4VULN|1LIT|1MLV|2ASPD	1MBVNT|2379VULN|4MLV|57ASPD|67BEXP|7BPWR|8LIT|aRCR
18	11213 86425	   	282.39	DCR|2LIT|3VULN|1MLV|1CDMG	1MBVNT|236VULN|4MLV|5CDMG|7ZMB|8aLIT|9RCR
19	11213 86428	   	279.58	DCR|3VULN|1LIT|1MLV|1DMG|1CDMG	1MBVNT|236VULN|4MLV|5CDMG|7ZMB|8LIT|9RCR|aDMG
