0	Index      	 *	Score 	Summary	Detail	
1	24244 12311	 * 	305.01	DCR|3VULN|2TLV|2MLV|2ASPD	18aVULN|23TLV|4RMIN|5BBNT|6aMLV|7RCR|9aASPD|aBPWR
2	24143 22522	 * 	300.16	DCR|DCR|1TLV|1LIT|1VULN|1DMG|1SELL	1VULN|2TLV|3DUR|4DMG|5MBVNT|6aRCR|7ERES|8SELL|9LIT
3	24623 22522	 * 	300.16	DCR|DCR|1TLV|1LIT|1VULN|1DMG|1SELL	1VULN|2TLV|3DMG|4DUR|5MBVNT|6aRCR|7ERES|8SELL|9LIT
4	32243 22522	 * 	300.16	DCR|DCR|1TLV|1LIT|1VULN|1DMG|1SELL	1DUR|2TLV|3VULN|4DMG|5MBVNT|6aRCR|7ERES|8SELL|9LIT
5	42123 56212	 * 	295.70	DCR|DCR|2TLV|1MLV|1RPLT	1RPLT|25TLV|3AART|4BELT|6CRUSTR|7BBNT|8aRCR|9MLV
6	42123 64212	   	295.70	DCR|DCR|2TLV|1MLV|1RPLT	1RPLT|25TLV|3AART|4BELT|6BBNT|7MGNSTR|8aRCR|9MLV
7	42123 65212	   	295.60	DCR|DCR|2TLV|1MLV|1RPLT	1RPLT|25TLV|3AART|4BELT|6BBNT|7LSRREG|8aRCR|9MLV
8	46215 12121	 * 	291.27	DCR|2TLV|2LIT|2MLV|1VULN|1RPLT|1SELL	1RPLT|2aMLV|3RMIN|4aLIT|5VULN|6DUST|7aTLV|8RCR|9SELL|aBPWR
9	21443 22522	 * 	290.50	DCR|DCR|1TLV|1LIT|1VULN|1DMG|1SELL	1VULN|2LHND|3TLV|4DMG|5MBVNT|6aRCR|7ERES|8SELL|9LIT
10	24633 22522	 * 	290.50	DCR|DCR|1TLV|1LIT|1VULN|1DMG|1SELL	1VULN|2TLV|3DMG|4LWND|5MBVNT|6aRCR|7ERES|8SELL|9LIT
11	24343 22522	 * 	290.40	DCR|DCR|1TLV|1LIT|1VULN|1DMG|1SELL	1VULN|2TLV|3LEGI|4DMG|5MBVNT|6aRCR|7ERES|8SELL|9LIT
12	25422 32324	 * 	288.11	DCR|DCR|2VULN|1TLV|1ASPD	16VULN|2MULARM|3CGEN|4CANHEL|5ASPD|7BBNT|89RCR|aTLV
