0	Index      	 *	Score 	Summary	Detail	
1	33526 22135	 * 	394.99	橙3易伤1双倍秒伤1伤害1时间	1雷电239易伤4伤害5时间6核7掉矿8技能a双倍秒伤
2	33526 21332	 * 	375.21	橙2易伤1双倍秒伤3时间1伤害	1雷电23易伤4伤害589时间6核7低血量敌人a双倍秒伤
3	35113 63221	   	374.83	橙3易伤1双倍秒伤1时间	1雷电2爆破对壮378易伤4基地爆炸5时间6核9双倍秒伤a最后敌人
4	35113 63222	 * 	374.83	橙4易伤1双倍秒伤1时间	1雷电2爆破对壮378a易伤4基地爆炸5时间6核9双倍秒伤
5	35113 63223	   	374.83	橙3易伤1双倍秒伤1时间	1雷电2爆破对壮378易伤4基地爆炸5时间6核9双倍秒伤a立即金币
6	35113 63224	   	374.83	橙3易伤1双倍秒伤1全技能1时间	1雷电2爆破对壮378易伤4基地爆炸5时间6核9双倍秒伤a全技能
7	35113 63225	   	374.83	橙3易伤1双倍秒伤1时间	1雷电2爆破对壮378易伤4基地爆炸5时间6核9双倍秒伤a赏金塔
8	35113 63226	   	374.83	橙3易伤1双倍秒伤1时间	1雷电2爆破对壮378易伤4基地爆炸5时间6核9双倍秒伤a策反
9	35113 63236	   	374.83	橙3易伤1双倍秒伤1时间	1雷电2爆破对壮378易伤4基地爆炸5时间6核9赏金塔a双倍秒伤
10	35153 63221	   	374.83	橙3易伤1双倍秒伤1时间	1雷电2爆破对壮378易伤4敌人爆炸5时间6核9双倍秒伤a最后敌人
11	35153 63222	   	374.83	橙4易伤1双倍秒伤1时间	1雷电2爆破对壮378a易伤4敌人爆炸5时间6核9双倍秒伤
12	35153 63223	   	374.83	橙3易伤1双倍秒伤1时间	1雷电2爆破对壮378易伤4敌人爆炸5时间6核9双倍秒伤a立即金币
13	35163 63221	   	374.83	橙3易伤1双倍秒伤1时间	1雷电2爆破对壮378易伤4a最后敌人5时间6核9双倍秒伤
14	35163 63222	   	374.83	橙3易伤1双倍秒伤1时间	1雷电2爆破对壮378易伤4最后敌人5时间6核9双倍秒伤a毒气减费
15	35163 63223	   	374.83	橙3易伤1双倍秒伤1时间	1雷电2爆破对壮378易伤4最后敌人5时间6核9双倍秒伤a攻速
16	35143 63221	   	374.73	橙3易伤1双倍秒伤1时间	1雷电2爆破对壮378易伤4挖尘5时间6核9双倍秒伤a最后敌人
17	35143 63222	   	374.73	橙4易伤1双倍秒伤1时间	1雷电2爆破对壮378a易伤4挖尘5时间6核9双倍秒伤
18	35143 63223	   	374.73	橙3易伤1双倍秒伤1时间	1雷电2爆破对壮378易伤4挖尘5时间6核9双倍秒伤a立即金币
19	13233 15632	 * 	372.19	橙2易伤1双倍秒伤1暴击1全技能1时间	1掉矿2寒冰对甲3全技能4基地爆炸56易伤7核8时间9暴击a双倍秒伤
20	11613 17152	 * 	371.48	紫2双倍秒伤2易伤1时间	1掉矿2时间3核4赏金邻近57易伤6加一8赏金塔9a双倍秒伤
21	33556 32213	 * 	367.74	5易伤1双倍秒伤1伤害1时间	1雷电23689易伤4技能5时间7伤害a双倍秒伤
