0	Index      	 *	Score 	Summary	Detail	Bounty	
1	52234 13411	 * 	292.03	橙2易伤3伤害2等级3时间	1平台24a伤害389时间5a等级6a易伤7核a序列升级	10
2	12534 13322	 * 	284.46	橙5易伤2等级1时间1全技能	149掉矿23459易伤49序列升级6全技能7核89等级a时间	8
3	12534 13342	   	284.46	橙5易伤2等级1时间1全技能	149掉矿23459易伤49序列升级6全技能7核89等级a时间	9
4	12534 13622	   	284.46	橙5易伤2等级1时间1全技能	149掉矿23459易伤49序列升级6全技能7核89等级a时间	7
5	12534 13325	   	281.86	橙5易伤2等级1暴击1全技能	149掉矿23459易伤49序列升级6全技能7核89等级a暴击	8
6	52233 23534	   	281.65	橙2易伤3伤害2等级2全技能1时间	1平台24a伤害3时间56全技能7a易伤8核9a等级a序列升级	9
7	52234 13341	 * 	279.75	橙2易伤3伤害2时间1等级2暴击	1平台249伤害39时间5等级6a易伤7核89暴击9序列升级	8
8	21512 52343	 * 	277.95	橙4易伤2等级2伤害	1敌人爆炸2678易伤39伤害4低血量敌人56等级6序列升级a核	1
9	52233 43314	   	273.88	橙2易伤3伤害2等级1时间1全技能	1平台249伤害3时间5全技能69易伤79等级8立即金币9序列升级a核	10
10	52233 33534	   	273.88	橙2易伤3伤害2等级1时间1全技能	1平台24a伤害3时间5全技能6双倍矿7a易伤8核9a等级a序列升级	9
11	32425 13232	   	272.42	橙2易伤3伤害2等级1时间	1雷电26等级37易伤4时间568伤害6序列升级9基地爆炸a核	9
12	32425 13232	   	272.42	橙2易伤3伤害2等级1时间	1雷电26等级37易伤4时间568伤害6序列升级9基地爆炸a核	8
13	32425 13262	   	272.42	橙2易伤3伤害2等级1时间	1雷电26等级37易伤4时间568伤害6序列升级9敌人爆炸a核	8
14	32115 33143	   	272.36	橙4易伤1等级1伤害1时间2雷电	13雷电2等级4伤害5679易伤8时间a核	10
15	32115 33164	   	272.36	橙4易伤1等级1伤害1时间2雷电	13雷电2等级4伤害567a易伤8时间9核	8
16	32115 33414	   	272.36	橙4易伤1等级1伤害1时间2雷电	13雷电2等级4伤害5679易伤8核a时间	8
17	32425 13242	   	272.32	橙2易伤3伤害2等级1时间	1雷电26等级37易伤4时间568伤害6序列升级9挖尘a核	8
18	12141 34152	   	269.83	橙4易伤2等级1伤害1全技能	1a掉矿247a易伤3伤害5全技能6挖尘8a等级9核a序列升级	5
19	12141 36352	   	269.83	橙4易伤2等级1伤害1全技能	1a掉矿248a易伤3伤害5全技能6挖尘7a等级9核a序列升级	5
20	32115 33431	   	269.76	橙4易伤1等级1伤害2雷电1暴击	13雷电2等级4伤害567a易伤8核9暴击	10
21	32113 23564	   	268.90	橙3易伤2伤害1等级1时间2雷电	13雷电2等级46伤害5时间78a易伤9核	7
22	32115 13243	   	268.90	橙3易伤2伤害1等级1时间2雷电	13雷电2等级48伤害579易伤6时间a核	10
23	32115 13264	   	268.90	橙3易伤2伤害1等级1时间2雷电	13雷电2等级48伤害57a易伤6时间9核	8
24	32115 35243	   	268.90	橙3易伤2伤害1等级1时间2雷电	13雷电2等级48伤害569易伤7时间a核	10
25	12534 13321	   	268.21	橙5易伤2等级1全技能	149掉矿23459易伤49序列升级6全技能7核89等级a敌人爆炸	8
26	12534 13323	   	268.21	橙5易伤2等级1全技能	149掉矿23459易伤49序列升级6全技能7核89等级a矿等	8
27	12534 13341	   	268.21	橙5易伤2等级1全技能	149掉矿23459易伤49序列升级6全技能7核89等级a敌人爆炸	9
28	12534 13342	   	268.21	橙5易伤2等级1全技能	149掉矿23459易伤49序列升级6全技能7核89等级a低血量敌人	10
29	12534 13343	   	268.21	橙5易伤2等级1全技能	149掉矿23459易伤49序列升级6全技能7核89等级a金币生成	10
30	12534 13343	   	268.21	橙5易伤2等级1全技能	149掉矿23459易伤49序列升级6全技能7核89等级a矿等	9
31	12534 13621	   	268.21	橙5易伤2等级1全技能	149掉矿23459易伤49序列升级6全技能7核89等级a敌人爆炸	7
32	12534 13623	   	268.21	橙5易伤2等级1全技能	149掉矿23459易伤49序列升级6全技能7核89等级a矿等	7
33	12634 13341	   	268.21	橙5易伤2等级1全技能	149掉矿2459a易伤3双倍矿49序列升级6全技能7核89等级	10
34	12534 13326	   	268.11	橙5易伤2等级1全技能	149掉矿23459易伤49序列升级6全技能7核89等级a挖尘	8
35	12534 13341	   	268.11	橙5易伤2等级1全技能	149掉矿23459易伤49序列升级6全技能7核89等级a挖尘	10
36	12141 31152	   	266.37	橙3易伤2等级2伤害1全技能	17a掉矿24a易伤37伤害5全技能67挖尘7a序列升级8a等级9核	5
37	12634 13342	   	266.11	橙4易伤2等级1时间1全技能	149掉矿2459易伤3双倍矿49序列升级6全技能7核89等级a时间	10
38	32113 13564	 * 	265.89	橙3易伤2时间1等级1伤害2雷电	13雷电2等级4伤害56时间78a易伤9核	7
39	32115 13562	   	265.89	橙3易伤2时间1等级1伤害2雷电	13雷电2等级4伤害578易伤6a时间9核	7
40	32115 33162	   	265.89	橙3易伤2时间1等级1伤害2雷电	13雷电2等级4伤害567易伤8a时间9核	8
41	11451 33411	 * 	265.84	橙5易伤2伤害2雷电	1a掉矿2a雷电34679易伤5a伤害8核a序列升级	8
42	32423 22154	   	265.81	橙4易伤1等级1伤害1时间	1雷电2等级378a易伤4时间5最后敌人6伤害9核	9
43	32423 22155	   	265.81	橙4易伤1等级1伤害1时间	1雷电2等级378a易伤4时间5最后敌人6伤害9核	10
44	32423 22164	   	265.81	橙4易伤1等级1伤害1时间	1雷电2等级378a易伤4时间5最后敌人6伤害9核	8
45	32115 33411	   	265.77	橙4易伤1等级1伤害2雷电1全技能	13雷电2等级4伤害5679易伤8核a全技能	8
46	32115 33441	   	265.77	橙4易伤1等级1伤害2雷电1全技能	13雷电2等级4伤害5679易伤8核a全技能	9
47	32421 22154	   	265.71	橙4易伤1等级1伤害1时间	1雷电2等级378a易伤4时间5挖青6伤害9核	9
48	32421 22155	   	265.71	橙4易伤1等级1伤害1时间	1雷电2等级378a易伤4时间5挖青6伤害9核	10
49	32421 22164	   	265.71	橙4易伤1等级1伤害1时间	1雷电2等级378a易伤4时间5挖青6伤害9核	8
50	52233 45322	   	264.78	橙2易伤3伤害3时间1全技能	1平台247伤害378时间5全技能67易伤7序列升级9核a雷电	10
51	32433 42161	   	264.50	橙2易伤2等级2伤害2全技能2雷电	18雷电28等级37易伤4掉矿58伤害69全技能8序列升级a核	10
52	32423 22153	   	263.77	橙3易伤2等级1伤害1时间	1雷电2a等级378易伤4时间5最后敌人6伤害9核	10
53	32421 22153	   	263.67	橙3易伤2等级1伤害1时间	1雷电2a等级378易伤4时间5挖青6伤害9核	10
54	32425 13613	   	263.32	橙2易伤2等级2伤害1时间2雷电	19雷电26等级37易伤4时间56伤害6序列升级8双倍矿a核	10
55	32113 26414	   	263.22	橙2易伤2等级2伤害1时间2雷电	13雷电27等级46伤害5时间8核9a易伤	8
56	32113 26442	   	263.22	橙2易伤2等级2伤害1时间2雷电	13雷电27等级46伤害5时间8核9a易伤	10
57	32113 53243	   	263.22	橙2易伤2等级2伤害1时间2雷电	13雷电26等级48伤害5时间79易伤a核	10
58	32113 53264	   	263.22	橙2易伤2等级2伤害1时间2雷电	13雷电26等级48伤害5时间7a易伤9核	8
59	32116 11616	 * 	263.06	橙2易伤2伤害1等级3雷电1时间1暴击	139雷电2等级49伤害5金币生成6暴击79易伤8核9序列升级a时间	5
60	32112 11616	   	262.96	橙2易伤2伤害1等级3雷电1时间1暴击	139雷电2等级49伤害5掉矿6暴击79易伤8核9序列升级a时间	4
61	12534 13152	   	262.74	橙5易伤1等级1暴击1全技能	14掉矿23459易伤4序列升级6全技能7核8暴击a等级	10
