0	Index      	 *	Score 	Summary	Detail	
1	36221 22512	 * 	317.63	橙3易伤2伤害1等级1雷电2攻速1平台	1a攻速2等级3平台46a易伤5雷电7基地爆炸8核9a伤害a序列升级
2	36223 52512	   	317.63	橙3易伤2伤害1等级1雷电2攻速1平台	1a攻速2等级3平台45a易伤6雷电7基地爆炸8核9a伤害a序列升级
3	36223 11512	   	317.53	橙3易伤2伤害1等级1雷电2攻速1平台	1a攻速2等级3平台45a易伤6挖尘7雷电8核9a伤害a序列升级
4	32221 52563	 * 	312.40	橙橙1等级1雷电1易伤1平台1攻速	1攻速2随机矿3平台4易伤5雷电6掉矿7等级8a核9赏金邻近
5	36223 41612	 * 	308.36	橙2易伤2等级2雷电2攻速1平台	1a攻速2a等级3平台45易伤6随机矿7时间8核9a雷电a序列升级
6	36231 25512	 * 	303.39	橙2易伤2等级2伤害1雷电1平台1攻速	1攻速2a等级3平台4挖尘5雷电6a易伤7火球减费8核9a伤害a序列升级
7	36223 11532	   	298.60	橙2易伤2等级2雷电2攻速1平台	1a攻速2a等级3平台45易伤6挖尘7a雷电8核9随机矿a序列升级
8	36233 61532	   	298.60	橙2易伤2等级2雷电2攻速1平台	1a攻速2a等级3平台4挖尘56易伤7a雷电8核9随机矿a序列升级
9	36223 21662	 * 	297.63	橙3易伤2等级1矿等1平台1攻速	1攻速2a等级3平台459易伤6赏金邻近7矿等8核
10	36221 32512	   	295.49	橙2易伤2伤害1等级1雷电2攻速1平台	1a攻速2等级3平台4a易伤5雷电6立即金币7基地爆炸8核9a伤害a序列升级
11	36215 11512	   	295.39	橙2易伤2伤害1等级1雷电2攻速1平台	1a攻速2等级3平台4立即金币5a易伤6挖尘7雷电8核9a伤害a序列升级
12	36225 31512	   	295.29	橙2易伤2伤害1等级1雷电2攻速1平台	1a攻速2等级3平台4a易伤56挖尘7雷电8核9a伤害a序列升级
13	36233 61512	   	295.29	橙2易伤2伤害1等级1雷电2攻速1平台	1a攻速2等级3平台4a挖尘56易伤7雷电8核9a伤害a序列升级
14	36221 26336	 * 	293.33	橙2易伤2雷电1等级2攻速1矿等1平台	17攻速2等级3平台46易伤59雷电8矿等a核
15	36221 21324	   	290.54	橙2易伤2雷电1等级1矿等1平台1攻速	1攻速2等级3平台46易伤57雷电8矿等9时间a核
16	36223 51324	   	290.54	橙2易伤2雷电1等级1矿等1平台1攻速	1攻速2等级3平台45易伤67雷电8矿等9时间a核
17	36211 52512	 * 	289.61	橙2雷电2伤害1等级1易伤2攻速1平台	1a攻速2等级3平台4立即金币5a雷电6易伤7基地爆炸8核9a伤害a序列升级
18	52226 53211	 * 	288.43	3等级3雷电3矿等2易伤1平台	19a矿等2随机矿3平台48易伤5额外掉落69a雷电79a等级9a序列升级
