0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
1	4CK66	14586_10_26	14242 21334	 * 	405.35	DCR|DCR|5VULN|3DMG|3TLV|2LIT	1369aVULN|23LIT|39aBPWR|49aDMG|59aTLV|78RCR
2	L3519	62542_04_03	22141 62316	 * 	404.75	DCR|DCR|4VULN|3DMG|3MSLTOX|2TLV	18aMSLTOX|24TLV|389aVULN|58aDMG|67RCR|8aBPWR
3	R8MRS	80266_03_31	14343 51131	 * 	401.55	DCR|DCR|4VULN|3DMG|3ASPD|1TLV|1AART	1479VULN|2TLV|379ASPD|579DMG|68RCR|79BPWR|aAART
4	J7T9F	57227_04_25	21334 21611	 * 	401.41	DCR|DCR|4VULN|3FLTARM|3TLV|1DMG	1389VULN|2RCVC|4DMG|589FLTARM|689TLV|7aRCR|89BPWR
5	A4ZPI	31040_02_21	63136 53122	   	401.31	DCR|DCR|4VULN|3FLTARM|3TLV|1DMG	179TLV|2DMG|3789VULN|479FLTARM|5MDPS|6aRCR|79BPWR
6	RRDDK	81944_05_13	34343 24333	   	400.49	DCR|DCR|3VULN|3FLTARM|3TLV|1AART|1ASPD	178TLV|278VULN|3ASPD|4LIT|578FLTARM|6AART|78BPWR|9aRCR
7	5IS2Q	18018_02_24	66132 63132	 * 	398.50	DCR|DCR|3VULN|3FLTARM|3DMG|1TLV	138VULN|235DMG|358BPWR|458FLTARM|67RCR|9MDPS|aTLV
8	FSSKR	47625_12_03	51631 42323	 * 	398.35	DCR|DCR|4VULN|3DMG|3MLV|1TLV	189MLV|2LIT|3589VULN|489DMG|67RCR|89BPWR|aTLV
9	ZJCOI	3710_05_25	31511 12613	   	397.69	DCR|DCR|5VULN|3DMG|3TLV|1ASPD	138DMG|23568VULN|368BPWR|468TLV|79RCR|aASPD
10	S671S	82913_05_21	31321 15256	   	396.59	DCR|DCR|3VULN|3FLTARM|2DMG|1TLV|1ASPD	168VULN|2RMIN|3TLV|48DMG|568FLTARM|68BPWR|7aRCR|9ASPD
11	71OLT	22225_04_01	13162 55232	 * 	395.94	DCR|DCR|3VULN|3FLTARM|3MLV|1TLV|1CDMG	19aFLTARM|2TLV|39aMLV|4CDMG|5DUST|67RCR|89aVULN|9aBPWR
12	5IS2Q	18018_02_24	66132 63112	   	394.94	DCR|DCR|3VULN|3FLTARM|3DMG|1MLV	138VULN|235DMG|358BPWR|458FLTARM|67RCR|9DUR|aMLV
13	DPMZ9	41596_05_06	23462 13423	   	394.94	DCR|DCR|3VULN|3DMG|2FLTARM|1TLV|1MLV	157VULN|2TLV|37FLTARM|457DMG|57BPWR|6BBNT|8MLV|9aRCR
14	LU7C2	64971_02_17	24331 11111	 * 	394.03	DCR|DCR|2VULN|3DMG|3ASPD|3MLV|2TLV	137MLV|23aDMG|37aBPWR|47VULN|57aASPD|69RCR|8aTLV
15	6CFLE	20315_12_12	21235 42612	   	393.08	DCR|DCR|5VULN|3DMG|2TLV|1MLV	19TLV|259DMG|34589VULN|59BPWR|67RCR|aMLV
16	3ST5F	13176_07_15	56213 31623	   	392.61	DCR|DCR|4VULN|3FLTARM|1TLV|2LIT	138FLTARM|2378VULN|38BPWR|4DUR|5TLV|68LIT|9aRCR
17	UTCJA	90734_03_15	13123 21353	 * 	392.04	DCR|DCR|3VULN|3DMG|3MSLTOX|3TLV	189MSLTOX|235TLV|489VULN|6aRCR|789DMG|89BPWR
18	K72CI	60022_10_16	42216 15313	   	391.80	DCR|DCR|4VULN|3DMG|3TLV|1AART	1278VULN|278BPWR|378DMG|478TLV|5AART|6aRCR|9LIT
19	RCP2V	80631_05_04	11212 11525	   	391.80	DCR|DCR|4VULN|3DMG|2MLV|1TLV|1CDMG	1379VULN|237DMG|37BPWR|4CDMG|5TLV|67MLV|8aRCR
20	ZJCOI	3710_05_25	31542 12613	 * 	391.69	DCR|DCR|5VULN|3DMG|3MLV|1ASPD	138DMG|23468VULN|368BPWR|568MLV|79RCR|aASPD
21	NVZI3	70783_07_23	26122 46417	 * 	391.56	DCR|DCR|4VULN|3FLTARM|3DMG	1378VULN|278FLTARM|4MBVNT|578DMG|6aRCR|78BPWR|9CGEN
22	L3J6L	62581_12_22	32312 52212	   	391.56	DCR|DCR|4VULN|3FLTARM|3DMG	168aVULN|2RCVC|38aFLTARM|4BBNT|58aDMG|79RCR|8aBPWR
23	53Q4P	16666_12_24	36244 61232	   	391.46	DCR|DCR|4VULN|3FLTARM|3DMG	178FLTARM|278aVULN|3MBVNT|4BBNT|578DMG|69RCR|78BPWR
24	R183M	79596_11_12	36233 21632	   	391.41	DCR|DCR|4VULN|3FLTARM|2DMG|1MLV	1MLV|245FLTARM|3456VULN|45BPWR|79DMG|8aRCR
25	8QSTU	27350_12_18	12124 12352	   	391.29	DCR|DCR|3VULN|3FLTARM|2TLV|1DMG|1MLV	157VULN|2MLV|37TLV|457FLTARM|57BPWR|69RCR|8CGEN|aDMG
26	GPNZB	50211_11_13	31211 11656	 * 	390.56	DCR|DCR|3VULN|3FLTARM|3LIT|1TLV|1MLV	189LIT|2TLV|389FLTARM|4FEWX|5MLV|6aRCR|789VULN|89BPWR
27	8QSTU	27350_12_18	12124 12355	   	390.39	DCR|DCR|4VULN|3FLTARM|2TLV|1MLV	157aVULN|2MLV|37TLV|457FLTARM|57BPWR|69RCR|8CGEN
28	8QDKE	27308_01_29	31423 54311	 * 	389.22	DCR|DCR|2VULN|3DMG|2FLTARM|2MSLTOX|1AART|1CDMG	148DMG|24VULN|3AART|48BPWR|58MSLTOX|6aRCR|78FLTARM|9CDMG
29	7FQOE	23487_02_05	63224 12152	 * 	389.18	DCR|DCR|5VULN|3DMG|2FLTARM	18aDMG|23468VULN|58FLTARM|79RCR|8BPWR
30	O6KPS	71468_04_27	35134 23133	   	388.34	DCR|DCR|4VULN|3FLTARM|2TLV|1AAC	1249VULN|349FLTARM|49BPWR|5NUKE|68RCR|79TLV|aAAC
31	P6GQR	74328_02_05	12452 31243	   	388.34	DCR|DCR|4VULN|3FLTARM|2TLV|1CDMG	124aVULN|24aBPWR|34aFLTARM|5ERES|6CDMG|78RCR|9aTLV
32	KERRH	60722_03_16	11111 41122	   	388.24	DCR|DCR|3VULN|3DMG|3TLV|1MLV|1AART	19aTLV|2AART|39aDMG|4LIT|5MLV|67RCR|89aVULN|9aBPWR
33	5IS2Q	18018_02_24	66132 63122	   	388.00	DCR|DCR|3VULN|3FLTARM|3DMG|1MLV	138VULN|235DMG|358BPWR|458FLTARM|67RCR|9LWND|aMLV
34	J8BRG	57268_02_22	13133 55142	   	387.93	DCR|DCR|5VULN|2DMG|2TLV|2ASPD	18ASPD|24TLV|34678VULN|48BPWR|58DMG|9aRCR
35	R8MRS	80266_03_31	14343 51133	   	387.90	DCR|DCR|4VULN|3DMG|3ASPD|1TLV	1479VULN|2TLV|379ASPD|579DMG|68RCR|79BPWR|aRMIN
36	VMPCF	93012_12_10	15323 22314	   	387.89	DCR|DCR|4VULN|3DMG|2TLV|1CDMG|1ASPD	1568VULN|2CDMG|38TLV|468DMG|68BPWR|7aRCR|9ASPD
37	R8MRS	80266_03_31	14343 51132	   	387.80	DCR|DCR|4VULN|3DMG|3ASPD|1TLV|1SELL	1479VULN|2TLV|379ASPD|579DMG|68RCR|79BPWR|aSELL
38	FAAR4	45961_02_15	34112 15214	 * 	387.76	DCR|DCR|3VULN|2FLTARM|2DMG|2TLV|1ASPD	1RCVC|2aFLTARM|35aVULN|45DMG|5aBPWR|6ASPD|7aTLV|89RCR
39	MD94D	66321_10_21	11152 32134	   	387.73	DCR|DCR|3VULN|3DMG|3TLV|2ASPD|1AART	137DMG|2AART|378BPWR|48ASPD|578VULN|678TLV|9aRCR
40	UEZO6	89355_04_01	51231 22441	   	387.25	DCR|DCR|4VULN|3DMG|3MLV|1TLV	178MLV|2TLV|3478VULN|578DMG|6aRCR|78BPWR|9LSRICY
41	S6J38	82947_02_24	31461 21613	 * 	387.15	DCR|DCR|3FLTARM|2VULN|2DMG|2MLV|1AART	1AART|2aMLV|35aFLTARM|45DMG|5aBPWR|67RCR|8LIT|9aVULN
42	VAQ7I	91938_09_23	31253 13211	 * 	387.06	DCR|DCR|4VULN|3TLV|3ASPD|1DMG|1MLV	19aTLV|239aVULN|4DMG|5MLV|68RCR|79aASPD|9aBPWR
43	KBITR	60428_01_10	13164 22116	 * 	386.69	DCR|DCR|3FLTARM|2VULN|3DMG|2TLV	136DMG|28TLV|48VULN|578FLTARM|8BPWR|9aRCR
44	8U3EK	27638_05_24	15333 15621	   	386.69	DCR|DCR|4VULN|3DMG|2TLV|2ASPD	1348VULN|23TLV|38BPWR|58ASPD|69RCR|78aDMG
45	1RGC8	7309_02_28	22113 21435	   	386.69	DCR|DCR|4VULN|3DMG|2TLV|2ASPD	156DMG|28TLV|38ASPD|458aVULN|58BPWR|79RCR
46	1RGC8	7309_02_28	22113 25635	   	386.69	DCR|DCR|4VULN|3DMG|2TLV|2ASPD	156DMG|27TLV|37ASPD|457aVULN|57BPWR|89RCR
47	377O8	11232_06_21	34214 31521	   	386.64	DCR|DCR|3FLTARM|2VULN|2DMG|2TLV|1MLV	19TLV|249FLTARM|34DMG|49BPWR|5MLV|6aRCR|7AETHUN|89VULN
48	OE54V	72142_02_28	32415 34332	 * 	386.56	DCR|DCR|2VULN|3MSLTOX|2DMG|2MLV|1TLV|2LIT	17aMSLTOX|27LIT|3aMLV|4TLV|57VULN|68RCR|7aBPWR|9aDMG
49	IGK1F	55137_12_02	31152 52412	   	386.47	DCR|DCR|4VULN|2FLTARM|1TLV|2LIT|1DMG	13LIT|2356VULN|35BPWR|45FLTARM|7TLV|89RCR|aDMG
50	OED4B	72164_07_14	33252 32523	 * 	386.21	DCR|DCR|5VULN|3DMG|3LIT|1MLV	1358aVULN|2MLV|48aDMG|68aLIT|79RCR|8aBPWR
51	B7I3O	34228_09_29	32728 33246	   	385.94	DCR|DCR|3VULN|3FLTARM|3DMG|1AART	178VULN|2MBVNT|378DMG|478FLTARM|5AART|6aRCR|78BPWR|9DUST
52	BCLSP	34687_12_05	21413 11236	   	385.94	DCR|DCR|3VULN|3FLTARM|3DMG|1AART	148VULN|268FLTARM|368DMG|5AETHUN|68BPWR|7aRCR|9AART
53	UGO2S	89600_02_06	14123 44177	   	385.94	DCR|DCR|4VULN|3DMG|2FLTARM|1ASPD	1258VULN|3MBVNT|458DMG|58BPWR|68FLTARM|7aRCR|9ASPD
54	UK1IR	89895_11_17	21827 63121	   	385.94	DCR|DCR|3VULN|3FLTARM|3DMG|1AART	1MBVNT|279FLTARM|3AART|479DMG|579VULN|6aRCR|79BPWR|8AETHUN
55	VKD5N	92799_04_11	33331 64383	   	385.94	DCR|DCR|3VULN|3FLTARM|3DMG|1AART	1AETHUN|27aFLTARM|3MBVNT|47aVULN|5AART|67aDMG|7aBPWR|89RCR
56	H2S66	51033_11_02	21513 41513	   	385.90	DCR|DCR|3VULN|3FLTARM|3DMG|1AART|1SELL	19aVULN|2AART|3DMSP|49aDMG|5SELL|68RCR|79aFLTARM|9aBPWR
57	J7KE5	57202_06_29	33235 31316	   	385.84	DCR|DCR|3VULN|3FLTARM|1TLV|1DMG|1CDMG	1DUR|245VULN|345FLTARM|45BPWR|6TLV|7CDMG|8aRCR|9DMG
58	JDK8C	57740_04_12	13131 62542	   	385.80	DCR|DCR|3VULN|3FLTARM|3DMG|2DUR|1SELL	19aVULN|2SELL|36DUR|49aFLTARM|59aDMG|78RCR|9aBPWR
59	3ST5F	13176_07_15	56223 31623	   	385.67	DCR|DCR|4VULN|3FLTARM|1TLV|2LIT	138FLTARM|2378VULN|38BPWR|4LWND|5TLV|68LIT|9aRCR
60	LSI9R	64822_05_06	22421 31311	   	385.57	DCR|DCR|4VULN|3FLTARM|1TLV|2LIT	125aVULN|2aBPWR|3TLV|4aLIT|67aFLTARM|89RCR
61	L19FO	62375_04_22	23162 52135	 * 	385.53	DCR|DCR|3VULN|3DMG|3TLV|3ASPD	136TLV|279ASPD|479VULN|579DMG|79BPWR|8aRCR
62	F61I5	45576_03_30	33621 45131	 * 	385.10	DCR|DCR|5VULN|3DMG|3MSLTOX	1238aVULN|28aBPWR|4CGEN|58aMSLTOX|68aDMG|79RCR
63	QM5JU	78603_01_03	14121 23351	   	385.09	DCR|DCR|3VULN|3DMG|2MLV|1FLTARM|2ASPD	157VULN|2FLTARM|37MLV|457DMG|57BPWR|6aRCR|89ASPD
64	RHKB6	81066_08_14	11421 82447	 * 	384.98	DCR|DCR|3VULN|3DMG|3TLV|3MLV	138DMG|23aMLV|38aBPWR|48aTLV|5MBVNT|68aVULN|79RCR
65	NF5TA	69363_02_08	52211 55323	   	384.98	DCR|DCR|3VULN|3DMG|3TLV|3MLV	19aDMG|245TLV|359MLV|59aBPWR|67RCR|89aVULN
66	VQ9SN	93328_05_15	33432 61362	 * 	384.90	DCR|DCR|4VULN|3MSLTOX|3TLV|1DMG	179MSLTOX|2479VULN|3DMG|5DUR|679TLV|79BPWR|8aRCR
67	RD7T1	80672_11_14	23315 64131	   	384.69	DCR|DCR|3FLTARM|2VULN|2DMG|2TLV|1ASPD	1TBNT|248FLTARM|34VULN|48BPWR|58DMG|68TLV|7aRCR|9ASPD
68	8U3EK	27638_05_24	15333 15622	   	384.69	DCR|DCR|4VULN|2DMG|2TLV|2ASPD|1AAC	1348VULN|23TLV|38BPWR|58ASPD|69RCR|78DMG|aAAC
69	A9ULC	31572_06_17	53161 22533	 * 	384.63	DCR|DCR|3VULN|3FLTARM|2DMG|2MLV	19MLV|245VULN|359FLTARM|59BPWR|69DMG|7aRCR|8BOSS
70	LNNAQ	64387_11_14	44211 11334	 * 	384.53	DCR|DCR|2VULN|2FLTARM|3TLV|2DMG|2ASPD	158TLV|28ASPD|37DMG|45VULN|58BPWR|68FLTARM|9aRCR
71	6KLSM	21051_02_16	51313 62131	   	384.52	DCR|DCR|4VULN|3FLTARM|1TLV|1DMG	1268VULN|3DMG|48CGEN|568FLTARM|68BPWR|79RCR|aTLV
72	K9G3J	60240_09_08	33213 52241	   	384.42	DCR|DCR|4VULN|3FLTARM|2ASPD|1DMG	139aVULN|23aFLTARM|3aBPWR|4FEWX|5DMG|67RCR|8aASPD
73	NNPIL	70135_12_21	15633 22313	   	384.42	DCR|DCR|4VULN|3FLTARM|1TLV|3DUR	19aFLTARM|29aDUR|3ZMB|4TLV|589aVULN|67RCR|9aBPWR
74	D56S8	39759_08_16	42331 25341	   	384.24	DCR|DCR|3FLTARM|2VULN|2TLV|2ASPD|1AART	158FLTARM|28TLV|3LIT|45VULN|58BPWR|69RCR|78ASPD|aAART
75	ZJCOI	3710_05_25	31511 12611	   	384.04	DCR|DCR|5VULN|3DMG|3TLV	138DMG|23568VULN|368BPWR|468TLV|79RCR|aCGEN
76	ZJCOI	3710_05_25	31511 12612	   	384.04	DCR|DCR|5VULN|3DMG|3TLV	138DMG|23568VULN|368BPWR|468TLV|79RCR|aZMB
77	ZJCOI	3710_05_25	31511 12615	   	384.04	DCR|DCR|5VULN|3DMG|3TLV	138DMG|23568VULN|368BPWR|468TLV|79RCR|aBEXP
78	ZJCOI	3710_05_25	31511 12614	   	383.94	DCR|DCR|5VULN|3DMG|3TLV	138DMG|23568VULN|368BPWR|468TLV|79RCR|aAEBURN
79	ZJCOI	3710_05_25	31511 12616	   	383.94	DCR|DCR|5VULN|3DMG|3TLV|1MSE	138DMG|23568VULN|368BPWR|468TLV|79RCR|aMSE
80	TZE5C	85265_12_04	46122 33336	 * 	383.42	DCR|DCR|5VULN|2FLTARM|2TLV	1457aVULN|27TLV|37FLTARM|69RCR|7BPWR|8LIT
81	7TVZI	24755_01_17	22163 15321	 * 	383.42	DCR|DCR|4VULN|2FLTARM|2TLV|2MLV	145aVULN|25FLTARM|3LEGI|5aBPWR|6aMLV|79RCR|8aTLV
82	3IT6J	12279_06_24	35263 14112	   	383.40	DCR|DCR|3VULN|3FLTARM|3DMG	189DMG|289FLTARM|3BBNT|4LIT|5RAT|689VULN|7aRCR|89BPWR
83	NUDTZ	70731_03_31	16452 22331	   	383.40	DCR|DCR|3VULN|3FLTARM|3DMG	179VULN|279DMG|3LIT|4MDPS|5CGEN|679FLTARM|79BPWR|8aRCR
84	53Q4P	16666_12_24	36244 61234	   	383.30	DCR|DCR|3VULN|3FLTARM|3DMG	178FLTARM|278VULN|3MBVNT|4BBNT|578DMG|69RCR|78BPWR|aLIT
85	IVPUD	56500_03_17	31334 22151	   	383.30	DCR|DCR|3VULN|3DMG|1TLV|1FLTARM|3CDMG	178VULN|267CDMG|3TLV|4FLTARM|567DMG|67BPWR|9aRCR
86	4CK66	14586_10_26	14242 21314	   	383.04	DCR|DCR|5VULN|2DMG|2TLV|2LIT	1369aVULN|23LIT|3aBPWR|4aDMG|5aTLV|78RCR
87	MF11A	66478_07_14	33316 21431	   	382.83	DCR|DCR|3VULN|2DMG|3MLV|2TLV|2CDMG	127MLV|27aBPWR|3aTLV|47DMG|57aVULN|69RCR|8aCDMG
88	O8ZIP	71591_01_22	13132 61516	   	382.77	DCR|DCR|3VULN|3FLTARM|3TLV|1AART|1AAC	18aVULN|2DUR|38aTLV|4AART|58aFLTARM|67RCR|8aBPWR|9AAC
89	3C7Z5	11678_12_09	46241 32231	   	382.75	DCR|DCR|4VULN|3DMG|3TLV|1MLV	149aVULN|29aTLV|3RAT|5MLV|69aDMG|78RCR|9aBPWR
90	RVNCL	82331_03_07	52522 43424	   	382.74	DCR|DCR|3VULN|3FLTARM|2DMG|2ASPD	1BBNT|27aFLTARM|37ASPD|4MBVNT|57aVULN|68RCR|7aBPWR|9aDMG
91	EOZT2	44318_05_18	12123 21432	   	382.65	DCR|DCR|4VULN|3DMG|3TLV|1MLV	178TLV|2MLV|378DMG|4TBNT|5678VULN|78BPWR|9aRCR
92	EOZT2	44318_05_18	12163 21432	   	382.65	DCR|DCR|4VULN|3DMG|3TLV|1MLV	178TLV|2MLV|378DMG|4BBNT|5678VULN|78BPWR|9aRCR
93	6K5BC	21004_10_02	23141 36323	   	382.53	DCR|DCR|4VULN|2FLTARM|2TLV|1DMG	1279VULN|3DUR|49TLV|59FLTARM|68RCR|9BPWR|aDMG
94	3NZJB	12647_11_14	11515 33522	   	382.36	DCR|DCR|4VULN|3DMG|3MLV|2LIT	159aVULN|24LIT|39aDMG|67RCR|89aMLV|9aBPWR
95	FSSKR	47625_12_03	51631 42322	   	382.36	DCR|DCR|4VULN|3DMG|3MLV|2LIT	189MLV|2aLIT|3589VULN|489DMG|67RCR|89BPWR
96	J7T9F	57227_04_25	21134 21611	   	382.25	DCR|DCR|3VULN|3FLTARM|3TLV|1DMG	189VULN|2RCVC|3DMSP|4DMG|589FLTARM|689TLV|7aRCR|89BPWR
97	HFJIC	52175_12_23	65323 31242	   	382.22	DCR|DCR|3VULN|3DMG|3TLV|1AART|1CDMG	189DMG|2AART|3DUR|489TLV|589VULN|67RCR|89BPWR|aCDMG
98	PEO45	75066_04_06	23643 11312	   	382.05	DCR|DCR|3VULN|3FLTARM|3TLV|2CDMG	139TLV|23aVULN|39BPWR|459FLTARM|68RCR|79CDMG
99	6NHKS	21308_05_17	14323 13254	   	382.04	DCR|DCR|4VULN|2DMG|2TLV|2ASPD	1367VULN|23DMG|37BPWR|47TLV|57ASPD|8LIT|9aRCR
100	KCD81	60501_10_24	22313 13362	 * 	381.93	DCR|DCR|4VULN|2DMG|3MLV|2TLV	137aVULN|23DMG|37BPWR|47TLV|579MLV|68RCR
101	MJOQD	66904_01_30	11361 31114	 * 	381.93	DCR|DCR|4VULN|3ASPD|3MLV|2TLV	179MLV|245ASPD|3459VULN|459BPWR|69TLV|8aRCR
102	JMNUM	58558_02_01	62223 12321	   	381.83	DCR|DCR|3VULN|3DMG|3MLV|1TLV|1ASPD	19aVULN|29aDMG|3TLV|4ASPD|59aMLV|68RCR|7RMIN|9aBPWR
103	2GSL1	9227_08_09	13532 22435	   	381.75	DCR|DCR|4VULN|2DMG|2TLV|2LIT|1MLV	1249VULN|34LIT|49BPWR|59TLV|67RCR|89DMG|aMLV
104	5NQ3A	18461_03_01	26341 26312	   	381.73	DCR|DCR|4VULN|3FLTARM|2TLV	147FLTARM|2347VULN|47BPWR|5RCVC|67TLV|89RCR|aDUR
105	PP22R	75991_05_05	32462 11123	   	381.68	DCR|DCR|3VULN|3DMG|2TLV|1MLV|1AART	139DMG|239VULN|39BPWR|4MLV|5LIT|69TLV|78RCR|aAART
106	HM3PD	52759_09_30	12315 56131	 * 	381.47	DCR|DCR|4VULN|3FLTARM|3LIT|1AART	189LIT|2389VULN|489FLTARM|5AART|6LEGI|7aRCR|89BPWR
107	TU66V	87935_02_10	36413 62714	   	381.15	DCR|DCR|4VULN|3FLTARM|3TLV	157TLV|2MBVNT|3478VULN|678FLTARM|78BPWR|9aRCR
108	FI5M5	46664_05_25	13321 32531	 * 	381.02	DCR|DCR|3VULN|3DMG|2FLTARM|2MLV	1aMLV|25FLTARM|35aDMG|4MDPS|5aBPWR|68RCR|79aVULN
109	QM5JU	78603_01_03	14111 22351	 * 	380.88	DCR|DCR|3VULN|2DMG|3ASPD|2MLV|1FLTARM	157VULN|2FLTARM|37MLV|457ASPD|57BPWR|6aRCR|89DMG
110	5H5V9	17866_06_12	63212 13411	   	380.80	DCR|DCR|4VULN|3DMG|3TLV|1CDMG	189DMG|2CDMG|389TLV|4RMIN|5689VULN|7aRCR|89BPWR
111	6C13J	20275_02_17	46114 13221	   	380.80	DCR|DCR|4VULN|3DMG|3TLV|1CDMG	1289VULN|3CDMG|489DMG|589TLV|67RCR|89BPWR|aRAT
112	6C13J	20275_02_17	46114 13222	   	380.80	DCR|DCR|4VULN|3DMG|3TLV|1CDMG	1289VULN|3CDMG|489DMG|589TLV|67RCR|89BPWR|aFEWX
113	6C13J	20275_02_17	46114 13223	   	380.80	DCR|DCR|4VULN|3DMG|3TLV|1CDMG	1289VULN|3CDMG|489DMG|589TLV|67RCR|89BPWR|aCGEN
114	Q8DSA	77370_02_23	24325 11216	   	380.70	DCR|DCR|4VULN|3DMG|3TLV|1AART	1AART|248aVULN|38aTLV|5MDPS|69RCR|78aDMG|8aBPWR
115	PP22R	75991_05_05	32462 11122	   	380.32	DCR|DCR|3VULN|3DMG|2TLV|2MLV	139DMG|239VULN|39BPWR|4aMLV|5LIT|69TLV|78RCR
