0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
1	NHN2G	69590_08_27	33612 33316	 * 	462.38	DCR|3LIT|4VULN|2MLV|2FLTARM|3DMG	178LIT|29FLTARM|378DMG|4DUR|59MLV|6789VULN|789BPWR|aRCR
2	K8KOO	60164_01_15	61231 62115	 * 	461.39	DCR|3LIT|3MLV|4VULN|2FLTARM|3DMG	178DMG|278LIT|3aFLTARM|45aMLV|678aVULN|78aBPWR|9RCR
3	7M5UQ	24056_10_15	11132 12665	   	460.22	DCR|3LIT|3MLV|4VULN|3DMG|1FLTARM	1678VULN|238MLV|478DMG|567LIT|678BPWR|9RCR|aFLTARM
4	564UB	16876_09_07	21412 33453	 * 	457.82	DCR|3LIT|4VULN|3FLTARM|2MLV|2DMG	1789VULN|278FLTARM|39DMG|49MLV|578LIT|6RCR|789BPWR|aCDMG
5	HGZ2A	52211_01_07	32583 16412	   	456.22	DCR|3LIT|4VULN|2MLV|2FLTARM|3DMG	179LIT|279aVULN|3MBVNT|4aFLTARM|5aMLV|679DMG|79aBPWR|8RCR
6	E8RM5	42958_01_06	36123 11143	 * 	456.22	DCR|3LIT|4VULN|3FLTARM|2MLV|3DMG	179LIT|257DMG|3aMLV|49aFLTARM|679aVULN|79aBPWR|8RCR
7	HGZ2A	52211_01_07	42211 76412	   	456.22	DCR|3LIT|4VULN|2MLV|2FLTARM|3DMG	179aVULN|279DMG|3aMLV|4MBVNT|5aFLTARM|679LIT|79aBPWR|8RCR
8	4O8D9	15630_05_21	35436 33123	   	453.83	DCR|3LIT|4VULN|2MLV|2FLTARM|2DMG	138LIT|238aVULN|38aBPWR|4aDMG|5DUR|6RCR|78MLV|9aFLTARM
9	ICIIP	54774_12_19	21112 16346	   	451.70	DCR|3LIT|3MLV|4VULN|3DMG|2CDMG	189LIT|258DMG|3aCDMG|49aMLV|6RCR|789aVULN|89aBPWR
10	AAEDA	31616_08_11	53324 33211	   	451.70	DCR|3LIT|3MLV|4VULN|3DMG|2CDMG	178LIT|23aMLV|478aVULN|578DMG|6RCR|78aBPWR|9aCDMG
11	32ZKI	10763_12_12	34324 13315	 * 	451.68	DCR|3LIT|4VULN|2MLV|3DMG|3ASPD	179aVULN|278ASPD|3aMLV|49aLIT|579DMG|6RCR|79aBPWR
12	55MQV	16837_02_20	31653 61131	 * 	451.14	DCR|3LIT|5VULN|3MLV|2DMG|1NUKE	15689VULN|29DMG|389MLV|458LIT|589BPWR|7RCR|aNUKE
13	H91F1	51586_12_04	31632 22436	 * 	451.12	DCR|3LIT|5VULN|2MLV|1FLTARM|2DMG	19MLV|245LIT|34589VULN|459BPWR|69DMG|7RCR|aFLTARM
14	KJ8CN	61116_03_20	12253 21334	 * 	450.41	ACR|3LIT|5VULN|2MLV|2FLTARM|3DMG	178LIT|278DMG|3aFLTARM|4RCR|5aMLV|6789aVULN|78aBPWR
15	Z1N6K	2124_10_12	61512 61331	   	449.90	DCR|3LIT|3MLV|4VULN|3DMG|2CDMG	189MLV|289LIT|35aDMG|4aCDMG|689aVULN|7RCR|89aBPWR
16	QZDIG	76651_07_25	21614 41332	   	449.88	DCR|3LIT|4VULN|2MLV|3DMG|1FLTARM	169DMG|289aVULN|3FLTARM|4aMLV|59aLIT|7RCR|9aBPWR
17	QZDIG	76651_07_25	21616 51332	   	449.88	DCR|3LIT|4VULN|2MLV|3DMG|1FLTARM	159DMG|289aVULN|3FLTARM|4aMLV|69aLIT|7RCR|9aBPWR
18	O4SSA	71311_07_14	33623 22355	   	448.67	DCR|3LIT|3MLV|4VULN|3DMG|2ASPD	178DMG|278aVULN|35aLIT|4aASPD|678MLV|78aBPWR|9RCR
19	OSH8R	73432_03_01	52213 42362	   	448.67	DCR|3LIT|3MLV|4VULN|3DMG|2ASPD	178aVULN|267DMG|3aASPD|48aLIT|578MLV|78aBPWR|9RCR
20	KIAN7	61033_01_10	11512 33632	 * 	448.53	DCR|3LIT|5VULN|3MLV|3DMG	1289aVULN|34aLIT|589MLV|6RCR|789DMG|89aBPWR
21	KIAN7	61033_01_10	11515 32632	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	1289aVULN|34aLIT|589DMG|6RCR|789MLV|89aBPWR
22	ES72U	44694_07_29	16115 13411	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	148LIT|2349aVULN|489BPWR|589MLV|6RCR|789DMG
23	KIAN7	61033_01_10	16612 33632	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	1389aVULN|24aLIT|589MLV|6RCR|789DMG|89aBPWR
24	R9B95	80323_06_26	24251 31613	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	124MLV|3479aVULN|49aBPWR|59aDMG|6RCR|89aLIT
25	ZID76	3621_12_17	32243 62122	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	138MLV|2379aVULN|39aBPWR|49aDMG|59aLIT|6RCR
26	DB4CH	40290_12_07	32432 31362	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	1389aVULN|23aMLV|39aBPWR|459DMG|6RCR|79aLIT
27	9VREK	30666_04_20	11323 11322	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	19aLIT|25aDMG|34589VULN|59aBPWR|6RCR|79aMLV
28	KV86B	62192_03_30	11432 25422	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	1378aVULN|23aLIT|38aBPWR|48aDMG|589MLV|6RCR
29	CPGBZ	38709_07_24	12212 23116	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	1379aVULN|25aLIT|459DMG|59aBPWR|6RCR|89aMLV
30	C2H45	36648_04_20	12411 13563	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	1289aVULN|34aMLV|589LIT|6RCR|789DMG|89aBPWR
31	UILG2	89772_04_10	13142 15224	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	13489VULN|23aLIT|39aBPWR|59aMLV|6RCR|79aDMG
32	1Z4TC	4854_09_10	13315 21223	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	19aLIT|2458aVULN|359DMG|59aBPWR|6RCR|79aMLV
33	7O25V	24225_08_20	16662 12113	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	1247aVULN|347MLV|47aBPWR|57aLIT|6RCR|89aDMG
34	CGIT2	37909_04_23	21235 44122	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	1379aVULN|2MBVNT|47aLIT|579MLV|6RCR|79aBPWR|89aDMG
35	QMZMI	78589_03_20	21362 15352	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	139DMG|2347aVULN|39aBPWR|59aLIT|6RCR|89aMLV
36	NRVT1	70512_07_25	23216 53431	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	127DMG|38aLIT|478MLV|5789aVULN|6RCR|78aBPWR
37	T47PA	85606_11_29	23254 63212	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	127DMG|38aMLV|4789aVULN|578LIT|6RCR|78aBPWR
38	BJTCM	35336_12_15	26262 23141	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	179DMG|24aLIT|34789VULN|479BPWR|579MLV|6RCR
39	ZAQGD	2941_06_28	41611 32362	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	13789VULN|23aLIT|389BPWR|489DMG|589MLV|6RCR
40	DA5H7	40204_06_07	54113 12351	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	179DMG|29aLIT|357MLV|4789aVULN|6RCR|79aBPWR
41	H2ZTR	50957_05_29	54333 22621	   	448.53	DCR|3LIT|5VULN|3MLV|3DMG	189DMG|24aLIT|3459aVULN|49aBPWR|6RCR|79aMLV
42	E1N93	42317_08_25	15143 14313	   	448.10	DCR|3LIT|3MLV|4VULN|3DMG|1NUKE	1679VULN|259MLV|379LIT|467DMG|679BPWR|8RCR|aNUKE
43	ZDDIQ	3174_05_27	62122 54223	   	447.74	DCR|3LIT|4VULN|2MLV|3DMG|2CDMG	189LIT|2aCDMG|389DMG|4ASPD|5aMLV|6RCR|789aVULN|89aBPWR
44	ISMHL	56221_07_14	15431 23143	   	447.74	DCR|3LIT|4VULN|2MLV|3DMG|1NUKE	1389VULN|238DMG|389BPWR|4CDMG|59MLV|6RCR|789LIT|aNUKE
45	ISMHL	56221_07_14	34431 23143	   	447.74	DCR|3LIT|4VULN|2MLV|3DMG|1NUKE	138DMG|2389VULN|389BPWR|4CDMG|59MLV|6RCR|789LIT|aNUKE
46	34MDG	11004_06_09	13531 52124	   	446.73	DCR|3LIT|5VULN|3MLV|3DMG	158LIT|29aMLV|39aDMG|4569aVULN|59aBPWR|7RCR
47	JO7FC	58691_04_27	24412 13231	   	446.73	DCR|3LIT|5VULN|3MLV|3DMG	1368aVULN|23aMLV|38aBPWR|48aDMG|589LIT|7RCR
48	MC36S	66215_06_26	35151 11362	   	446.73	DCR|3LIT|5VULN|3MLV|3DMG	1469aVULN|29aMLV|39aLIT|568DMG|69aBPWR|7RCR
49	KBG2S	60420_01_21	11222 26152	   	446.73	DCR|3LIT|5VULN|3MLV|3DMG	13589VULN|23aLIT|389BPWR|489DMG|689MLV|7RCR
50	9K8PL	29627_02_15	14442 23231	   	446.73	DCR|3LIT|5VULN|3MLV|3DMG	1689aVULN|29aMLV|39aDMG|456LIT|69aBPWR|7RCR
51	RFHNQ	80879_11_18	21334 24263	   	446.73	DCR|3LIT|5VULN|3MLV|3DMG	1689aVULN|29aDMG|39aMLV|456LIT|69aBPWR|7RCR
52	58TFT	17124_12_11	31124 15212	   	446.73	DCR|3LIT|5VULN|3MLV|3DMG	138LIT|23aMLV|38aBPWR|4589aVULN|68aDMG|7RCR
53	DTTV8	41977_07_19	32323 32354	   	446.73	DCR|3LIT|5VULN|3MLV|3DMG	1269aVULN|38aLIT|49aDMG|569MLV|69aBPWR|7RCR
54	4ZM1R	13515_06_17	34242 24212	   	446.73	DCR|3LIT|5VULN|3MLV|3DMG	13589VULN|23aLIT|389BPWR|489DMG|689MLV|7RCR
55	5DLK1	17551_06_16	43522 12233	   	446.73	DCR|3LIT|5VULN|3MLV|3DMG	149MLV|2348aVULN|49aBPWR|59aLIT|69aDMG|7RCR
56	NJQVI	69781_01_15	24252 22311	   	446.73	DCR|3LIT|5VULN|3MLV|3DMG	189LIT|25aMLV|3489aVULN|689DMG|7RCR|89aBPWR
57	2SEL7	10264_12_16	33632 34152	   	446.73	DCR|3LIT|5VULN|3MLV|3DMG	1689aVULN|29aDMG|389MLV|458LIT|7RCR|89aBPWR
58	GNSMT	50048_06_05	21425 22621	   	446.30	DCR|3LIT|3MLV|4VULN|3DMG|1NUKE	178MLV|2578VULN|345LIT|578BPWR|678DMG|9RCR|aNUKE
59	GNSMT	50048_06_05	25325 22621	   	446.30	DCR|3LIT|3MLV|4VULN|3DMG|1NUKE	178MLV|245LIT|3578VULN|578BPWR|678DMG|9RCR|aNUKE
60	3QRDR	12992_03_25	65231 23211	   	446.30	DCR|3LIT|3MLV|4VULN|3DMG|1NUKE	178LIT|235MLV|4578VULN|578BPWR|678DMG|9RCR|aNUKE
61	FZM92	45096_01_11	33333 35331	   	446.07	DCR|3LIT|5VULN|3MLV|2DMG	12789VULN|39DMG|478MLV|578LIT|6RCR|789BPWR|aASPD
62	F1T8Z	45205_04_11	21112 46141	   	445.37	DCR|3LIT|5VULN|2MLV|3DMG|1AART	12489VULN|34MLV|489BPWR|589DMG|689LIT|7RCR|aAART
63	12SQJ	5101_03_03	24161 21252	   	445.29	DCR|3LIT|3MLV|4VULN|3DMG	1489VULN|259DMG|358LIT|589BPWR|6RCR|789MLV|aCDMG
64	F5IOH	45534_10_01	25361 14133	   	445.29	DCR|3LIT|3MLV|4VULN|3DMG	158LIT|289aVULN|3CDMG|459MLV|589BPWR|6RCR|789DMG
65	R6VJG	80111_04_25	32112 52324	   	445.29	DCR|3LIT|3MLV|4VULN|3DMG	189MLV|245LIT|3589VULN|589BPWR|6RCR|789DMG|aCDMG
66	R6VJG	80111_04_25	32322 52324	   	445.29	DCR|3LIT|3MLV|4VULN|3DMG	189MLV|235LIT|4589VULN|589BPWR|6RCR|789DMG|aCDMG
67	R61RU	80027_12_11	12142 61312	   	444.93	DCR|3LIT|5VULN|3MLV|3DMG	179LIT|24aMLV|379DMG|5679aVULN|79aBPWR|8RCR
68	SLGRT	84286_08_20	11211 51166	   	444.93	DCR|3LIT|5VULN|3MLV|3DMG	1379aVULN|239MLV|379BPWR|479LIT|567DMG|8RCR
