0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
1	EB69S	43167_03_19	22242 66233	 * 	351.09	ACR|2BASARM|3DMG|3ASPD|3BEXP|3VULN	1RCR|279DMG|3AAC|49aASPD|57BASARM|67aBEXP|79aBPWR|89aVULN
2	3CT5O	11741_02_09	32221 12417	 * 	344.65	ACR|3BASARM|3DMG|3ASPD|3VULN|2BEXP	1RCR|279ASPD|3MBVNT|49aBASARM|57BEXP|67aDMG|79aBPWR|89aVULN
3	1J8UI	6570_08_11	11322 34425	 * 	343.04	ACR|3BASARM|3ASPD|4VULN|2DMG|3BASICY	189aVULN|2RCR|378ASPD|4aDMG|59aBASARM|689BASICY|89aBPWR
4	VG2VP	92411_11_09	15223 34123	 * 	342.73	ACR|2BASARM|5VULN|3DMG|3ASPD|2BEXP	1578aVULN|2aBEXP|3RCR|478DMG|678ASPD|78aBPWR|9aBASARM
5	QVPQC	79467_01_31	23163 26121	   	341.49	ACR|3DMG|3ASPD|1BASARM|4VULN|2BEXP|1AART	1RCR|2579VULN|3AART|457DMG|579BPWR|679ASPD|89BEXP|aBASARM
6	5L5SC	18225_01_20	11352 31324	 * 	341.44	ACR|2BASARM|3DMG|4VULN|3BEXP|2ASPD	189aVULN|2RCR|389BEXP|4aASPD|5aBASARM|6AAC|789DMG|89aBPWR
7	QQMKO	79009_08_08	13142 14622	 * 	340.36	ACR|3BASARM|3ASPD|3BEXP|2DMG|3VULN	1RCR|279BEXP|3BELT|49aASPD|57DMG|67aBASARM|79aBPWR|89aVULN
8	IVOEQ	56496_01_14	11112 23455	 * 	340.26	ACR|3BASARM|3DMG|3BEXP|2ASPD|3VULN	1RCR|248BEXP|36aVULN|568BASARM|68aBPWR|78aDMG|9aASPD
9	O53VO	71331_06_17	42622 31342	 * 	339.26	ACR|3BASARM|3DMG|3ASPD|3BEXP	1RCR|278BEXP|358ASPD|457DMG|578BPWR|678BASARM|9AAC|aVULN
10	FOL19	47245_09_20	35362 53321	 * 	338.98	ACR|3BASARM|3DMG|3ASPD|2AART|1BASICY|1CDMG	178BASARM|2RCR|3BASICY|49AART|578ASPD|678DMG|78BPWR|aCDMG
11	SFH15	83748_10_19	35113 33334	 * 	338.76	ACR|3BASARM|3DMG|3ASPD|2BEXP|3CDMG	1RCR|279BASARM|39aASPD|47BEXP|57aCDMG|6MDPS|79aBPWR|89aDMG
12	ST57C	84971_09_21	15513 48143	   	337.68	ACR|2BASARM|3DMG|3ASPD|3BEXP|3VULN	179DMG|2RCR|39aVULN|4MBVNT|57BASARM|67aASPD|79aBPWR|89aBEXP
13	K7IZK	60066_08_08	13414 61121	   	337.67	ACR|3BASARM|3DMG|3ASPD|3BEXP|1CDMG	1RCR|278BASARM|358DMG|457BEXP|578BPWR|678ASPD|9CDMG|aZMB
14	K7IZK	60066_08_08	13414 61122	   	337.67	ACR|3BASARM|3DMG|3ASPD|3BEXP|1CDMG	1RCR|278BASARM|358DMG|457BEXP|578BPWR|678ASPD|9CDMG|aLWND
15	S9QEJ	83236_11_30	13146 32633	   	337.57	ACR|3BASARM|3DMG|3ASPD|3BEXP|1AART	1RCR|289BEXP|36aASPD|48aDMG|58aBASARM|7AART|8aBPWR
16	D1AHO	39411_01_21	32535 62211	   	337.57	ACR|3BASARM|3DMG|3ASPD|3BEXP|1AART	1RCR|279BASARM|367DMG|4AART|567ASPD|679BPWR|89aBEXP
17	HMLP8	52810_03_13	62431 43222	   	337.57	ACR|3BASARM|3DMG|3ASPD|3BEXP|1CDMG	1RCR|235DMG|489BASARM|689BEXP|789ASPD|89BPWR|aCDMG
18	K7IZK	60066_08_08	13414 61123	   	337.57	ACR|3BASARM|3DMG|3ASPD|3BEXP|1CDMG	1RCR|278BASARM|358DMG|457BEXP|578BPWR|678ASPD|9CDMG|aLEGI
19	A9JR4	31542_02_15	22122 54513	 * 	337.37	ACR|3BASARM|5VULN|3DMG|3ASPD	1RCR|2689aVULN|39aBASARM|458ASPD|789DMG|89aBPWR
20	J4E7B	56915_12_05	63126 32243	   	336.63	ACR|3BASARM|3DMG|3BEXP|2ASPD|2VULN	1RCR|27aBASARM|35VULN|457DMG|57aBPWR|67aBEXP|8aASPD|9AAC
21	7NVNR	24218_10_16	13231 42642	 * 	335.86	ACR|3DMG|3ASPD|1BASARM|3BEXP|2AART|1CDMG	1RCR|25AART|378BEXP|478DMG|678ASPD|78BPWR|9CDMG|aBASARM
22	Q6P9B	77222_09_12	26122 42151	   	335.86	ACR|3DMG|3ASPD|1BASARM|3BEXP|2AART|1CDMG	1RCR|28aDMG|38aASPD|49AART|5CDMG|6BASARM|78aBEXP|8aBPWR
23	JZ92Z	56542_07_30	31223 32364	   	334.95	ACR|3BASARM|3DMG|3ASPD|2BEXP|1AART|1CDMG	179ASPD|2RCR|379DMG|4aBEXP|5CDMG|679BASARM|79BPWR|8AART
24	Z3SVV	2320_06_14	43113 32222	   	334.63	ACR|3BASARM|3BEXP|2DMG|2ASPD|1BASICY|1AART	1RCR|279BEXP|3AART|47ASPD|5AAC|679BASARM|79BPWR|89DMG|aBASICY
