0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
1	RA59I	80396_05_30	21363 25523	 * 	477.02	DCR|DCR|3VULN|3TLV|3LIT|3MLV	1AART|248LIT|34aVULN|48aBPWR|58aMLV|69RCR|78aTLV
2	IQNCC	56044_06_10	11553 33533	 * 	471.00	DCR|DCR|4VULN|3TLV|3MLV|3DMG	137TLV|259DMG|4579VULN|579BPWR|679MLV|8aRCR
3	DFGKL	40684_02_25	62142 35331	 * 	470.00	DCR|DCR|4VULN|3TLV|3MLV|2LIT	149MLV|2346VULN|469BPWR|569TLV|79LIT|8aRCR
4	MFRQO	66553_08_28	52523 23131	   	469.75	DCR|DCR|4VULN|3TLV|3MLV|1LIT|1DMG	127aVULN|37aMLV|4LIT|5DMG|67aTLV|7aBPWR|89RCR
5	EO3PZ	44326_06_07	12126 41413	   	468.61	DCR|DCR|3VULN|3TLV|3LIT|3MLV	129TLV|29aBPWR|35aVULN|49aLIT|69aMLV|78RCR
6	KNC3V	61485_07_11	25121 53231	   	468.61	DCR|DCR|3VULN|3TLV|3LIT|3MLV	189MLV|259VULN|3MDPS|458TLV|589BPWR|6aRCR|789LIT
7	L9IH4	63118_05_21	65123 21315	   	464.23	DCR|DCR|3VULN|3TLV|3MLV|1LIT|1DMG	179VULN|279MLV|3ASPD|4DMG|579TLV|68RCR|79BPWR|aLIT
8	84FGO	25339_08_13	13133 32223	 * 	461.69	DCR|DCR|3TLV|3MLV|2VULN|3DMG|1LIT	18aDMG|28aMLV|3LIT|46VULN|58aTLV|79RCR|8aBPWR
9	1E93K	6122_06_23	25363 15321	   	460.50	DCR|DCR|3VULN|3TLV|3MLV|2LIT	17aVULN|2DUR|357TLV|47aMLV|68RCR|7aBPWR|9aLIT
10	GHNAA	49495_01_05	24116 12353	   	459.35	DCR|DCR|4VULN|3TLV|3MLV|1LIT	178MLV|2378VULN|4BBNT|578TLV|69RCR|78BPWR|aLIT
11	68FRS	19957_08_24	12322 61133	   	458.89	DCR|DCR|3VULN|3TLV|3MLV|1LIT|1DMG	178VULN|2DMG|378MLV|4RPLT|578TLV|69RCR|78BPWR|aLIT
12	3D883	11772_02_26	63232 52234	   	458.04	DCR|DCR|3VULN|3TLV|3LIT|2MLV|1RPLT	1RPLT|28aTLV|358VULN|48aLIT|67RCR|8aBPWR|9aMLV
13	GQ317	50245_08_02	41536 33222	   	454.80	DCR|DCR|3TLV|3MLV|2VULN|2LIT|2ASPD	178TLV|27VULN|38LIT|48ASPD|567MLV|78BPWR|9aRCR
14	8AP5B	25904_12_12	14431 12362	   	454.78	DCR|DCR|3TLV|3LIT|3MLV|2VULN	137LIT|2aVULN|47aTLV|57aMLV|68RCR|7aBPWR|9AART
15	7OIPI	24272_03_17	21315 32132	   	452.48	DCR|DCR|3VULN|3TLV|3MLV|1LIT	189MLV|289VULN|3AART|4CDMG|5LIT|689TLV|7aRCR|89BPWR
16	OS8TZ	73408_09_12	22511 42132	   	452.03	DCR|DCR|3TLV|3LIT|3MLV|2VULN	179TLV|24VULN|379LIT|579MLV|68RCR|79BPWR|aTBNT
17	6R9DD	21644_02_26	41113 61332	   	452.03	DCR|DCR|3TLV|3LIT|3MLV|2VULN	178MLV|29VULN|3TBNT|478TLV|578LIT|6aRCR|78BPWR
18	VDKGO	92191_11_09	31232 41226	   	450.83	DCR|DCR|3VULN|3TLV|3MLV|2LIT	179VULN|29LIT|367MLV|4RMIN|579TLV|79BPWR|8aRCR
19	1E93K	6122_06_23	21363 15321	   	450.83	DCR|DCR|3VULN|3TLV|3MLV|2LIT	17aVULN|2BEXP|357TLV|47aMLV|68RCR|7aBPWR|9aLIT
20	1E93K	6122_06_23	26363 15321	   	450.83	DCR|DCR|3VULN|3TLV|3MLV|2LIT	17aVULN|2FEWX|357TLV|47aMLV|68RCR|7aBPWR|9aLIT
21	ONRCE	73011_12_09	25312 11553	   	450.73	DCR|DCR|3VULN|3TLV|3MLV|2LIT	137VULN|23LIT|37BPWR|467TLV|57aMLV|89RCR
22	1GHN8	6326_01_21	14121 25512	   	450.73	DCR|DCR|3VULN|3TLV|3MLV|2LIT	189TLV|25LIT|3MDPS|489VULN|6aRCR|789MLV|89BPWR
23	VOVDU	93209_04_28	42522 21333	   	450.11	DCR|DCR|3VULN|2TLV|2LIT|2MLV|2ASPD|1RPLT	17aVULN|2RPLT|3aTLV|47LIT|57ASPD|68RCR|7aBPWR|9aMLV
24	8HGC9	26508_05_01	16635 32312	 * 	449.88	DCR|DCR|3VULN|3LIT|2TLV|3DMG|1RPLT	18aLIT|29TLV|3RPLT|48aVULN|58aDMG|67RCR|8aBPWR
25	H77IK	51424_08_18	41321 31536	   	449.84	DCR|DCR|3VULN|3TLV|3MLV|1LIT	189TLV|2DUR|3BBNT|489VULN|589MLV|67RCR|89BPWR|aLIT
26	L9IH4	63118_05_21	65123 21311	   	449.73	DCR|DCR|3VULN|3TLV|3MLV|2DMG	179VULN|279MLV|3ASPD|4aDMG|579TLV|68RCR|79BPWR
27	A62JS	31224_09_05	41213 21516	   	449.68	DCR|DCR|4VULN|3TLV|3MLV|1LIT	18aMLV|2RMIN|3LIT|48aTLV|568aVULN|79RCR|8aBPWR
28	J6IIB	57107_07_16	61111 55321	   	449.58	DCR|DCR|4VULN|3TLV|3MLV|1LIT	1589VULN|289MLV|3LIT|4TSLHEL|6aRCR|789TLV|89BPWR
29	MB6MJ	66135_07_22	42233 52224	   	449.58	DCR|DCR|4VULN|3TLV|3MLV|1LIT	19aTLV|239aVULN|4DUST|5LIT|67RCR|89aMLV|9aBPWR
30	6TQU9	21872_09_22	53225 24312	   	449.35	DCR|DCR|4VULN|3TLV|3MLV|2ASPD	179aVULN|2aASPD|379MLV|479TLV|5TBNT|68RCR|79aBPWR
31	UZS3C	88175_11_27	11116 22251	   	448.64	DCR|DCR|3TLV|3LIT|3MLV|1VULN|1DMG	189LIT|2VULN|389MLV|4AART|589TLV|67RCR|89BPWR|aDMG
32	B6J4F	34141_11_23	51114 13131	   	448.49	DCR|DCR|3VULN|3TLV|3MLV|1LIT	178TLV|2AART|378VULN|4BBNT|578MLV|69RCR|78BPWR|aLIT
33	68A7I	19941_11_06	24521 32311	   	448.04	DCR|DCR|3VULN|3TLV|3LIT|2MLV	139TLV|2aMLV|4AART|59aLIT|68RCR|79aVULN|9aBPWR
34	L7E71	62926_11_08	34423 21521	 * 	447.54	DCR|DCR|3VULN|3TLV|3LIT|3ASPD|1MLV	158TLV|289ASPD|3MLV|459LIT|589BPWR|6aRCR|789VULN
35	PKZRP	75539_05_05	26362 21233	 * 	447.13	DCR|DCR|3TLV|2VULN|2LIT|2MLV|2DMG	17aTLV|27MLV|3aDMG|4DUR|57LIT|68RCR|7aBPWR|9aVULN
