0	Index      	 *	Score 	Summary	Detail	
1	53331 13622	 * 	219.64	DCR|4VULN|2DMG|3CDMG|3ASPD	1RCVC|259aVULN|34DMG|6RCR|79aASPD|89aCDMG|9aBPWR
2	53331 13626	   	207.08	DCR|4VULN|2DMG|2CDMG|2ASPD	1RCVC|259aVULN|34DMG|6RCR|79ASPD|89CDMG|9BPWR
3	53331 15162	   	207.08	DCR|4VULN|2DMG|2CDMG|2ASPD	1RCVC|257aVULN|34DMG|6RCR|8aASPD|9aCDMG|aBPWR
4	42311 21362	 * 	204.23	ACR|3DMG|2VULN|1AART|1ZMB	1RCR|23aLHND|47aDMG|5ZMB|6AART|8ASPD|9aVULN|aBPWR
5	53331 15112	 * 	202.53	DCR|4VULN|3DMG|2ASPD|1SELL	1RCVC|257aVULN|34aDMG|6RCR|8aASPD|9SELL|aBPWR
6	53331 13624	   	199.92	DCR|3VULN|2DMG|2CDMG|2ASPD	1RCVC|259VULN|34DMG|6RCR|79ASPD|89CDMG|9BPWR|aDUR
7	53331 13362	   	199.29	DCR|3VULN|2DMG|3ASPD|2CDMG	1RCVC|25aVULN|34DMG|6RCR|78aASPD|9aCDMG|aBPWR
8	53331 15351	 * 	197.77	DCR|4VULN|2DMG|1AART	1RCVC|257aVULN|34DMG|6RCR|8AART|9LSRICY
9	53331 15322	   	197.32	DCR|3VULN|2DMG|1AART|1CDMG	1RCVC|257VULN|34DMG|6RCR|8AART|9BEXP|aCDMG
10	53331 15332	   	197.32	DCR|3VULN|2DMG|1AART|1CDMG	1RCVC|257VULN|34DMG|6RCR|8AART|9LWND|aCDMG
11	41351 22361	 * 	196.13	ACR|3DMG|2VULN|2ZMB|1FLTHEA	1RCR|2FEWX|39aDMG|4ASPD|5FLTHEA|6aVULN|7LHND|8aZMB|aBPWR
12	11511 21532	 * 	196.04	ACR|3VULN|2DMG|2AART	15aBEXP|25aVULN|3RCR|4RCVC|5aBPWR|68AART|7aDMG|9MBVNT
13	53331 12162	   	195.06	DCR|3VULN|2DMG|2CDMG|2ASPD	17RCVC|25aVULN|34DMG|6RCR|8aASPD|9aCDMG|aBPWR
14	21252 33616	   	195.01	DCR|4VULN|2DMG|1AART	134aCGEN|234aVULN|34aBPWR|5DUST|6AART|7DUR|8aDMG|9RCR
15	53331 13312	 * 	194.74	DCR|3VULN|3DMG|3ASPD|1SELL	1RCVC|25aVULN|34aDMG|6RCR|78aASPD|9SELL|aBPWR
16	53331 15313	   	194.67	DCR|3VULN|2DMG|1AART|1ZMB	1RCVC|257VULN|34DMG|6RCR|8AART|9BELT|aZMB
17	41353 62112	 * 	194.08	ACR|3VULN|3DMG|1ZMB	1RCR|2FEWX|359DMG|4ASPD|678VULN|aZMB
18	54131 35122	 * 	193.92	DCR|3DMG|2VULN|1AART|3DUR	1RCVC|24aDMG|3LHND|5aVULN|6AART|78aDUR|9RCR|aBPWR
19	53331 13621	   	192.98	DCR|3VULN|2DMG|2CDMG|2ASPD	1RCVC|259VULN|34DMG|6RCR|79ASPD|89CDMG|9BPWR|aLWND
20	53331 13623	   	192.98	DCR|3VULN|2DMG|2CDMG|2ASPD	1RCVC|259VULN|34DMG|6RCR|79ASPD|89CDMG|9BPWR|aFEWX
21	53331 13625	   	192.98	DCR|3VULN|2DMG|2CDMG|2ASPD	1RCVC|259VULN|34DMG|6RCR|79ASPD|89CDMG|9BPWR|aBEXP
22	53331 15152	 * 	192.86	DCR|3VULN|3DMG|1ZMB	1RCVC|257VULN|349DMG|6RCR|8ASPD|aZMB
23	11511 21162	   	192.72	ACR|2VULN|2DMG|2AART|2DUR	15aBEXP|25VULN|3RCR|4RCVC|5aBPWR|69AART|7aDMG|8aDUR
24	11511 21562	   	192.00	ACR|3VULN|2AART|1DMG|1CDMG	15BEXP|259VULN|3RCR|4RCVC|5BPWR|68AART|7DMG|aCDMG
25	41451 21232	   	191.46	ACR|3VULN|2DMG|1AART	1RCR|25aFEWX|38RCVC|45aVULN|5aBPWR|6AART|7aDMG|9MBVNT
26	54131 32322	   	191.42	DCR|3DMG|2VULN|1AART|2ASPD	1RCVC|24aDMG|3LHND|5aVULN|6AART|7RMIN|8aASPD|9RCR|aBPWR
27	53331 15134	   	191.31	DCR|4VULN|2DMG|1ZMB	1RCVC|2579VULN|34DMG|6RCR|8ASPD|aZMB
28	53431 31522	 * 	190.92	DCR|3VULN|2AART|2DMG	1RCVC|26aVULN|38AART|4BEXP|5aDUST|7aDMG|9RCR|aBPWR
29	53331 15342	   	190.61	DCR|3VULN|2DMG|1AART	1RCVC|257VULN|34DMG|6RCR|8AART|9RPLT|aDUR
30	21251 15262	   	190.53	DCR|4VULN|1AART|1DMG|1CDMG	134CGEN|2345VULN|34BPWR|6RCR|7AART|8ERES|9DMG|aCDMG
31	53331 12112	   	190.50	DCR|3VULN|3DMG|2ASPD|1SELL	17RCVC|25aVULN|34aDMG|6RCR|8aASPD|9SELL|aBPWR
32	41451 21112	 * 	190.19	ACR|2VULN|2DMG|1AART|3DUR	1RCR|25aFEWX|3RCVC|45VULN|5aBPWR|6AART|7aDMG|89aDUR
