0	Index      	 *	Score 	Summary	Detail	
1	13214 43261	 * 	301.80	DCR|3LIT|2VULN|2TLV|1DMG	19VULN|2FEWX|369LIT|4RMIN|5DUR|7DMG|89TLV|9BPWR|aRCR
2	22121 43346	 * 	293.16	DCR|2VULN|2TLV|1LIT|1MLV|2DUR	18DUR|2RMIN|3MDPS|48TLV|58VULN|6BBNT|7RCR|8BPWR|9MLV|aLIT
3	13221 62844	 * 	289.08	DCR|3LIT|2VULN|2DMG|1TLV	19VULN|2FEWX|389LIT|49DMG|5MBVNT|6AAC|7RCR|9BPWR|aTLV
4	11623 35613	 * 	287.05	DCR|3VULN|1TLV|1LIT|1DMG|1CDMG	126VULN|3AART|4CDMG|5DUR|7DMG|8RCR|9LIT|aTLV
5	12623 35613	   	287.05	DCR|3VULN|1TLV|1LIT|1DMG|1CDMG	126VULN|2BPWR|3AART|4CDMG|5DUR|7DMG|8RCR|9LIT|aTLV
6	21221 55141	 * 	285.31	DCR|3VULN|2LIT|1TLV|1DMG	1DUR|29aVULN|36LIT|4DMG|5MBVNT|7TLV|8RCR
7	33212 32345	 * 	285.02	DCR|3MLV|2TLV|1LIT|1VULN|1DMG	19FEWX|2BLALIT|39TLV|4LIT|5VULN|689MLV|7RCR|9BPWR|aDMG
8	13255 32343	 * 	283.78	DCR|3MLV|2VULN|2LIT|1TLV	19VULN|2FEWX|39LIT|4TLV|5VENTOX|689MLV|7RCR|9BPWR|aDUR
9	13256 32343	   	283.78	DCR|3MLV|2VULN|2LIT|1TLV	19VULN|2FEWX|39LIT|4TLV|5CANTOX|689MLV|7RCR|9BPWR|aDUR
10	21215 43261	   	283.37	DCR|3LIT|2TLV|1VULN|1DMG|2DUR	19DUR|2VULN|369LIT|4RMIN|5LHND|7DMG|89TLV|9BPWR|aRCR
11	13222 41211	 * 	281.19	DCR|2VULN|2TLV|2DMG|1LIT	15VULN|2FEWX|3LIT|45DMG|5BPWR|68TLV|7DUR|9BELT|aRCR
12	11332 35643	 * 	281.13	DCR|DCR|3VULN|1MLV	129VULN|3TBNT|4MLV|5DUR|6RPLT|7aRCR|8BBNT
13	12332 35643	   	281.13	DCR|DCR|3VULN|1MLV	129VULN|2BPWR|3TBNT|4MLV|5DUR|6RPLT|7aRCR|8BBNT
14	13222 43241	   	280.96	DCR|2VULN|2LIT|1TLV|2DMG	15VULN|2FEWX|38LIT|45DMG|5BPWR|6TLV|7BELT|9DUR|aRCR
15	33212 32356	 * 	278.90	DCR|2VULN|2TLV|2MLV|1LIT	1FEWX|2BLALIT|39TLV|4LIT|5aVULN|68MLV|7RCR
16	21221 55148	   	276.82	DCR|2VULN|2LIT|1TLV|1DMG|1CDMG	1DUR|29VULN|36LIT|4DMG|5MBVNT|7TLV|8RCR|aCDMG
17	13222 62663	 * 	276.20	DCR|2VULN|3DMG|1TLV|1LIT	15VULN|2FEWX|3LIT|456DMG|5BPWR|7BBNT|8TLV|9BLASTR|aRCR
18	13221 55141	   	275.65	DCR|3VULN|2LIT|1TLV|1DMG	19aVULN|2FEWX|36LIT|4DMG|5MBVNT|7TLV|8RCR
19	31221 55141	   	275.65	DCR|3VULN|2LIT|1TLV|1DMG	1FEWX|29aVULN|36LIT|4DMG|5MBVNT|7TLV|8RCR
20	51221 55141	   	275.65	DCR|3VULN|2LIT|1TLV|1DMG	1LHND|29aVULN|36LIT|4DMG|5MBVNT|7TLV|8RCR
21	31214 43261	   	275.59	DCR|3LIT|2TLV|1VULN|1DMG	19FEWX|2VULN|369LIT|4RMIN|5DUR|7DMG|89TLV|9BPWR|aRCR
22	51212 43261	   	275.59	DCR|3LIT|2TLV|1VULN|1DMG	19LHND|2VULN|369LIT|4RMIN|5DUR|7DMG|89TLV|9BPWR|aRCR
23	33212 32343	   	274.62	DCR|3MLV|2TLV|1LIT|1VULN	19FEWX|2BLALIT|39TLV|4LIT|5VULN|689MLV|7RCR|9BPWR|aDUR
24	13255 32341	   	274.12	DCR|3MLV|2VULN|2LIT|1TLV	19VULN|2FEWX|39LIT|4TLV|5VENTOX|689MLV|7RCR|9BPWR|aLHND
25	13256 32341	   	274.12	DCR|3MLV|2VULN|2LIT|1TLV	19VULN|2FEWX|39LIT|4TLV|5CANTOX|689MLV|7RCR|9BPWR|aLHND
26	13255 32342	   	274.02	DCR|3MLV|2VULN|2LIT|1TLV	19VULN|2FEWX|39LIT|4TLV|5VENTOX|689MLV|7RCR|9BPWR|aAME
27	13256 32342	   	274.02	DCR|3MLV|2VULN|2LIT|1TLV	19VULN|2FEWX|39LIT|4TLV|5CANTOX|689MLV|7RCR|9BPWR|aAME
28	13222 43351	 * 	273.12	DCR|3VULN|2DMG|1TLV|1LIT	159VULN|2FEWX|3LIT|45DMG|5BPWR|6TLV|7BELT|8BEXP|aRCR
29	23211 14521	 * 	273.00	DCR|2TLV|2LIT|2MLV|3DUR	15aDUR|2BLALIT|3aTLV|45LIT|5aBPWR|6RCR|7AME|8AART|9aMLV
30	23311 14561	   	273.00	DCR|2TLV|2LIT|2MLV|3DUR	15aDUR|2BLALIT|3aMLV|45LIT|5aBPWR|6RCR|7AME|8AART|9aTLV
31	23211 65513	   	272.76	DCR|3LIT|2TLV|1VULN|2DUR	15DUR|2BLALIT|3aTLV|458LIT|5BPWR|6VULN|7BBNT|9RCR
32	23211 65512	   	272.28	DCR|3LIT|1TLV|1VULN|1DMG|2DUR	15DUR|2BLALIT|3TLV|458LIT|5BPWR|6VULN|7BBNT|9RCR|aDMG
