0	Index      	Bounty	 *	Score 	Summary	Detail	
1	65423 13333	6	 * 	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	1DLOT|267VULN|3TLV|47DUR|57DMG|7BPWR|8CGEN|9CDMG|aRCR
2	65423 13233	6	   	283.28	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	1DLOT|267VULN|3TLV|47DUR|57DMG|7BPWR|8ERES|9CDMG|aRCR
3	15141 16113	1	   	279.44	DCR|3VULN|2DMG|2DUR|2LIT|1ASPD	19DUR|2FEWX|39DMG|45aVULN|6RCR|7ASPD|89LIT|9BPWR
4	62234 11313	8	   	276.79	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	1DLOT|29DMG|3CDMG|4RPLT|59DUR|69aVULN|7RCR|8AART|9BPWR
5	62631 33363	5	 * 	273.12	DCR|3VULN|3DMG|2TLV|2LIT	1DLOT|269DMG|39aVULN|4DUST|56LIT|69BPWR|79TLV|8RCR
6	13144 47336	4	 * 	272.91	DCR|4VULN|3DUR|2ASPD	158DUR|2LWND|3MBVNT|489aVULN|6RCR|78ASPD|8BPWR
7	13144 47336	5	   	272.91	DCR|4VULN|3DUR|2ASPD	158DUR|2LWND|3MBVNT|489aVULN|6RCR|78ASPD|8BPWR
8	13174 47336	3	   	272.91	DCR|4VULN|3DUR|2ASPD	158DUR|2LWND|3MBVNT|489aVULN|6RCR|78ASPD|8BPWR
9	13144 42336	4	 * 	271.66	DCR|4VULN|3DUR|2TLV	158DUR|2LWND|3MBVNT|489aVULN|6RCR|78TLV|8BPWR
10	13144 42336	5	   	271.66	DCR|4VULN|3DUR|2TLV	158DUR|2LWND|3MBVNT|489aVULN|6RCR|78TLV|8BPWR
11	13148 25232	10	 * 	271.66	DCR|4VULN|3DUR|2CDMG	179DUR|2LWND|3MBVNT|467aVULN|57CDMG|7BPWR|8RCR
12	13174 42336	3	   	271.66	DCR|4VULN|3DUR|2TLV	158DUR|2LWND|3MBVNT|489aVULN|6RCR|78TLV|8BPWR
