0	Index      	Bounty	 *	Score 	Summary	Detail	
1	44221 41312	4	 * 	286.10	DCR|5VULN|3DUR|2LIT	18LIT|258DUR|34567VULN|58BPWR|9BBNT|aRCR
2	44221 41322	4	   	286.10	DCR|5VULN|3DUR|2LIT	18LIT|258DUR|34567VULN|58BPWR|9TBNT|aRCR
3	44224 32221	6	   	276.32	DCR|4VULN|3DUR|2LIT|1AART	1aLIT|26aDUR|346aVULN|5AART|6aBPWR|7RCR|8BBNT|9RCVC
4	44312 33612	6	 * 	274.83	DCR|4VULN|2ASPD|3LIT|1DUR|1AART	167LIT|2DUR|37ASPD|4679VULN|5AART|67BPWR|8CGEN|aRCR
5	41333 26522	5	 * 	271.08	DCR|3VULN|3DUR|1DMG|1CDMG	1LIT|2RPLT|346DUR|568VULN|6BPWR|7CDMG|9DMG|aRCR
6	41335 23222	3	   	271.08	DCR|3VULN|3DUR|1DMG|1CDMG	1LIT|2RPLT|369DUR|456VULN|6BPWR|7CDMG|8DMG|aRCR
7	41335 23253	3	   	271.08	DCR|3VULN|3DUR|1DMG|1CDMG	1LIT|2RPLT|36aDUR|456VULN|6BPWR|7CDMG|8DMG|9RCR
8	41335 23322	3	   	271.08	DCR|3VULN|3DUR|1DMG|1CDMG	1LIT|2RPLT|368DUR|456VULN|6BPWR|7CDMG|9DMG|aRCR
9	41435 23222	4	   	271.08	DCR|3VULN|3DUR|1DMG|1CDMG	1LIT|2RPLT|356VULN|469DUR|6BPWR|7CDMG|8DMG|aRCR
10	41435 23322	4	   	271.08	DCR|3VULN|3DUR|1DMG|1CDMG	1LIT|2RPLT|356VULN|468DUR|6BPWR|7CDMG|9DMG|aRCR
11	44221 13222	4	   	271.08	DCR|3VULN|3DUR|1DMG|1CDMG	1LIT|259DUR|345VULN|5BPWR|6RPLT|7CDMG|8DMG|aRCR
12	44221 13253	4	   	271.08	DCR|3VULN|3DUR|1DMG|1CDMG	1LIT|25aDUR|345VULN|5BPWR|6RPLT|7CDMG|8DMG|9RCR
13	44221 13322	4	   	271.08	DCR|3VULN|3DUR|1DMG|1CDMG	1LIT|258DUR|345VULN|5BPWR|6RPLT|7CDMG|9DMG|aRCR
14	13351 53241	10	 * 	269.04	DCR|3VULN|3DMG|2DUR	18ERES|2BELT|34DUR|568VULN|78aDMG|8BPWR|9RCR
15	44242 12323	5	 * 	268.37	DCR|4VULN|2TLV|1DUR|2LIT|1AART	18LIT|2DUR|389aVULN|48TLV|5AART|6RCR|7MBVNT|8BPWR
16	53122 11225	10	   	265.65	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1SELL	1SELL|29DUR|379VULN|4CDMG|5DMG|69MLV|8RCR|9BPWR|aTLV
17	54512 12223	10	 * 	265.01	DCR|4VULN|2DMG|3LIT|1SELL	1SELL|2379VULN|39BPWR|49aLIT|5RMIN|6RCR|89DMG
18	44215 31233	4	   	264.74	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG|1AART	18LIT|28DUR|35VULN|4AART|6CDMG|78DMG|8BPWR|9TBNT|aRCR
19	44224 31233	5	   	264.74	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG|1AART	18LIT|28DUR|34VULN|5AART|6CDMG|78DMG|8BPWR|9TBNT|aRCR
20	42142 52321	10	   	264.56	DCR|4VULN|1DUR|1TLV|2LIT|1AART	18LIT|28DUST|3DUR|4TLV|5AART|689aVULN|7RCR|8BPWR
21	42142 52323	8	   	264.56	DCR|4VULN|1DUR|1TLV|2LIT|1AART	18LIT|28DUST|3DUR|4TLV|5AART|689aVULN|7RCR|8BPWR
22	42142 52323	9	   	264.56	DCR|4VULN|1DUR|1TLV|2LIT|1AART	18LIT|28DUST|3DUR|4TLV|5AART|689aVULN|7RCR|8BPWR
23	42142 52323	7	   	264.56	DCR|4VULN|1DUR|1TLV|2LIT|1AART	18LIT|28DUST|3DUR|4TLV|5AART|689aVULN|7RCR|8BPWR
24	41335 23252	3	 * 	264.17	DCR|3VULN|2DUR|2CDMG|1DMG	1LIT|2RPLT|36DUR|456VULN|6BPWR|7aCDMG|8DMG|9RCR
25	44221 13252	4	   	264.17	DCR|3VULN|2DUR|2CDMG|1DMG	1LIT|25DUR|345VULN|5BPWR|6RPLT|7aCDMG|8DMG|9RCR
26	44224 32231	6	   	263.18	DCR|3VULN|3DUR|1TLV|1AART	1LIT|269DUR|346VULN|5AART|6BPWR|7RCR|8BBNT|aTLV
27	44221 31343	4	   	262.93	DCR|4VULN|2DUR|1TLV	1LIT|25DUR|3457VULN|5BPWR|6RCVC|8BBNT|9TLV|aRCR
28	46211 13343	10	 * 	262.79	DCR|2VULN|2DMG|2DUR|3LIT|1TLV	125LIT|28BPWR|38VULN|4CGEN|68DUR|78DMG|9TLV|aRCR
29	13351 53241	9	   	261.69	DCR|3VULN|2DMG|2DUR	18ERES|2BELT|34DUR|568VULN|78DMG|8BPWR|9RCR|aLIT
30	13351 53251	8	   	261.69	DCR|3VULN|2DMG|2DUR	18ERES|2BELT|34DUR|568VULN|78DMG|8BPWR|9RCR|aLIT
31	41333 32462	10	   	261.69	DCR|3VULN|2DMG|2DUR	1LIT|2RPLT|34DUR|58aVULN|67DMG|9RCR
32	53115 31221	9	   	261.65	DCR|3VULN|2DMG|2DUR|1SELL	1SELL|2aDUR|39aVULN|4BELT|5BEXP|6LIT|7RCR|8aDMG|aBPWR
33	53114 21221	9	   	261.55	DCR|3VULN|2DMG|2DUR|1SELL	1SELL|2aDUR|39aVULN|4BELT|5DUST|6LIT|7RCR|8aDMG|aBPWR
34	22411 53623	2	 * 	260.84	DCR|4VULN|3DMG	1RPLT|2ERES|3BELT|4679VULN|568DMG|6BPWR|aRCR
35	42225 31233	1	   	260.82	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	18LIT|2AART|358VULN|4FEWX|6CDMG|78DMG|8BPWR|9TBNT|aRCR
36	42225 31243	1	   	260.82	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	18LIT|2AART|358VULN|4FEWX|6CDMG|78DMG|8BPWR|9BBNT|aRCR
37	42265 31233	1	   	260.82	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	18LIT|2AART|358VULN|4LHND|6CDMG|78DMG|8BPWR|9TBNT|aRCR
38	46322 33234	8	 * 	260.45	DCR|3VULN|2DUR|3LIT|1CDMG|1ASPD	12aLIT|2aBPWR|3ASPD|47aVULN|5CDMG|6CGEN|8RCR|9aDUR
39	21123 53661	10	 * 	260.21	DCR|3VULN|2DMG|2ASPD|1DUR	1RPLT|29ZMB|379VULN|4aDMG|5DUR|6RCR|89ASPD|9BPWR
40	54512 12221	10	   	260.00	DCR|4VULN|2DMG|2LIT|1SELL	1SELL|2379VULN|39BPWR|49LIT|5RMIN|6RCR|89DMG|aLWND
41	54512 12221	9	   	260.00	DCR|4VULN|2DMG|2LIT|1SELL	1SELL|2379VULN|39BPWR|49LIT|5RMIN|6RCR|89DMG|aFEWX
42	54512 12222	10	   	260.00	DCR|4VULN|2DMG|2LIT|1SELL	1SELL|2379VULN|39BPWR|49LIT|5RMIN|6RCR|89DMG|aBEXP
43	54512 12222	9	   	260.00	DCR|4VULN|2DMG|2LIT|1SELL	1SELL|2379VULN|39BPWR|49LIT|5RMIN|6RCR|89DMG|aBEXP
44	44222 61122	9	   	259.91	DCR|4VULN|3DUR	1LIT|25aDUR|3467VULN|8FEWX|9RCR
45	44222 61122	10	   	259.91	DCR|4VULN|3DUR	1LIT|25aDUR|3467VULN|8FEWX|9RCR
46	54512 12223	9	   	259.90	DCR|4VULN|2DMG|2LIT|1SELL	1SELL|2379VULN|39BPWR|49LIT|5RMIN|6RCR|89DMG|aDUST
47	26321 33343	10	 * 	259.48	ACR|4VULN|3DMG|2DUR	1RPLT|2RCR|356DMG|468aVULN|6BPWR|79DUR
48	46242 12222	10	 * 	258.62	DCR|3VULN|2DMG|3LIT|1DUR|1SELL	129LIT|29BPWR|379VULN|4SELL|5RMIN|6RCR|89DMG|aDUR
49	46242 12223	10	 * 	258.62	DCR|3VULN|2DMG|3LIT|1TLV|1SELL	129LIT|29BPWR|379VULN|4SELL|5RMIN|6RCR|89DMG|aTLV
50	44223 12231	6	 * 	258.58	DCR|3VULN|3DUR|3LIT|1AART	15aLIT|29aDUR|34aVULN|6AART|7RCR|8BBNT|aBPWR
51	41335 23251	3	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1LIT|2RPLT|36DUR|456VULN|6BPWR|7CDMG|8DMG|9RCR|aDUST
52	44221 13251	4	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1LIT|25DUR|345VULN|5BPWR|6RPLT|7CDMG|8DMG|9RCR|aDUST
53	13212 42226	1	   	257.30	DCR|4VULN|2TLV|1DUR|1CDMG|1NUKE	1ERES|25TLV|3NUKE|457aVULN|5BPWR|6CDMG|8DUR|9RCR
54	44111 23422	3	   	257.18	DCR|3VULN|3DUR|1DMG|1SELL	1LIT|235DUR|457VULN|5BPWR|6SELL|8RPLT|9DMG|aRCR
55	44231 23422	3	   	257.18	DCR|3VULN|3DUR|1DMG|1SELL	1LIT|245DUR|357VULN|5BPWR|6SELL|8RPLT|9DMG|aRCR
56	13354 33241	10	 * 	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	18ERES|2BELT|34DUR|58ASPD|678VULN|8BPWR|9RCR|aDMG
57	44213 23521	10	   	256.77	DCR|3VULN|2DMG|1DUR|1AART	1LIT|2DUR|39aVULN|4AART|5BEXP|68DMG|7RCR
58	44213 23523	8	   	256.77	DCR|3VULN|2DMG|1DUR|1AART	1LIT|2DUR|39aVULN|4AART|5BEXP|68DMG|7RCR
59	44213 23523	9	   	256.77	DCR|3VULN|2DMG|1DUR|1AART	1LIT|2DUR|39aVULN|4AART|5BEXP|68DMG|7RCR
60	41353 11314	6	   	256.70	DCR|3VULN|2DUR|1TLV|2LIT|1AART	18LIT|2RPLT|38DUR|4AART|5LHND|6TLV|789VULN|8BPWR|aRCR
61	41353 13314	7	   	256.70	DCR|3VULN|2DUR|1TLV|2LIT|1AART	18LIT|2RPLT|38DUR|4AART|5LHND|6TLV|789VULN|8BPWR|aRCR
62	44242 32321	10	   	256.70	DCR|3VULN|2DUR|1TLV|2LIT|1AART	18LIT|28DUR|39aVULN|4TLV|5AART|68FEWX|7RCR|8BPWR
63	44242 32323	9	   	256.70	DCR|3VULN|2DUR|1TLV|2LIT|1AART	18LIT|28DUR|39aVULN|4TLV|5AART|68FEWX|7RCR|8BPWR
64	44242 32323	8	   	256.70	DCR|3VULN|2DUR|1TLV|2LIT|1AART	18LIT|28DUR|39aVULN|4TLV|5AART|68FEWX|7RCR|8BPWR
65	44242 32323	7	   	256.70	DCR|3VULN|2DUR|1TLV|2LIT|1AART	18LIT|28DUR|39aVULN|4TLV|5AART|68FEWX|7RCR|8BPWR
66	42212 22321	10	   	256.50	DCR|3VULN|2DUR|1TLV|2LIT|1AART	18LIT|28DUST|3TLV|49aVULN|5AART|68DUR|7RCR|8BPWR
67	42212 22323	7	   	256.50	DCR|3VULN|2DUR|1TLV|2LIT|1AART	18LIT|28DUST|3TLV|49aVULN|5AART|68DUR|7RCR|8BPWR
68	42212 22323	9	   	256.50	DCR|3VULN|2DUR|1TLV|2LIT|1AART	18LIT|28DUST|3TLV|49aVULN|5AART|68DUR|7RCR|8BPWR
69	42212 22323	8	   	256.50	DCR|3VULN|2DUR|1TLV|2LIT|1AART	18LIT|28DUST|3TLV|49aVULN|5AART|68DUR|7RCR|8BPWR
70	44224 32132	6	   	256.44	DCR|4VULN|2DUR|1AART	1LIT|26DUR|346aVULN|5AART|6BPWR|7RCR|8LWND|9BEXP
71	21123 53661	9	   	256.27	DCR|3VULN|2ASPD|1DMG|1DUR|1CDMG	1RPLT|29ZMB|379VULN|4DMG|5DUR|6RCR|89ASPD|9BPWR|aCDMG
72	46222 33612	5	   	256.20	DCR|2VULN|2DMG|2DUR|3LIT|1AART	127LIT|27BPWR|39VULN|4AART|57DMG|67DUR|8CGEN|aRCR
73	46212 12235	9	 * 	256.16	DCR|3VULN|2DMG|3LIT|1CDMG	12aLIT|2aBPWR|38aVULN|4CGEN|5CDMG|6RCR|7aDMG|9MBVNT
74	46212 13235	9	   	256.16	DCR|3VULN|2DMG|3LIT|1CDMG	12aLIT|2aBPWR|37aVULN|4CGEN|5CDMG|6RCR|8aDMG|9MBVNT
75	46232 12235	9	   	256.16	DCR|3VULN|2DMG|3LIT|1CDMG	12aLIT|2aBPWR|38aVULN|4MLV|5CDMG|6RCR|7aDMG|9MBVNT
76	46232 13235	9	   	256.16	DCR|3VULN|2DMG|3LIT|1CDMG	12aLIT|2aBPWR|37aVULN|4MLV|5CDMG|6RCR|8aDMG|9MBVNT
