0	Index      	Bounty	 *	Score 	Summary	Detail	
1	51225 32523	5	 * 	282.05	DCR|3VULN|3DUR|2DMG|1TLV	1RPLT|28aVULN|378DUR|4CGEN|5TLV|68DMG|8BPWR|9RCR
2	22255 15213	2	 * 	281.83	DCR|4VULN|3DMG|3ASPD|1AART	1BELT|2AART|38aDMG|468aVULN|568ASPD|68aBPWR|7RCR|9TBNT
3	22255 15221	2	 * 	271.33	DCR|3VULN|2DMG|1TLV|3ASPD|1AART	1BELT|2AART|38DMG|468VULN|568ASPD|68BPWR|7RCR|9CGEN|aTLV
4	32433 15623	2	 * 	269.83	DCR|3VULN|3DMG|2TLV	157DMG|2ERES|3TBNT|47TLV|678VULN|7BPWR|9RCR|aLIT
5	32633 15623	1	   	269.83	DCR|3VULN|3DMG|2TLV	157DMG|2BBNT|3ERES|47TLV|678VULN|7BPWR|9RCR|aLIT
6	35121 52216	1	   	263.31	DCR|3VULN|3DMG|1TLV|1AART	127DMG|27BPWR|3TLV|478ZMB|579VULN|6AART|aRCR
7	51141 31621	5	   	262.35	DCR|3VULN|2DMG|1TLV|1DUR|1NUKE	1RPLT|257VULN|3NUKE|45DMG|5BPWR|6LIT|8RCR|9DUR|aTLV
8	64323 33434	10	   	261.75	DCR|2VULN|2DMG|2DUR|1TLV|1AART|1SELL	1SELL|29VULN|3ASPD|4AART|59DMG|69DUR|7RCR|8MBVNT|9BPWR|aTLV
9	32433 15622	2	   	261.52	DCR|3VULN|3DMG|2TLV	157DMG|2ERES|3TBNT|47TLV|678VULN|7BPWR|9RCR|aDMSP
10	32633 15622	1	   	261.52	DCR|3VULN|3DMG|2TLV	157DMG|2BBNT|3ERES|47TLV|678VULN|7BPWR|9RCR|aDMSP
11	32433 15621	2	   	261.42	DCR|3VULN|3DMG|2TLV	157DMG|2aERES|3TBNT|47TLV|678VULN|7BPWR|9RCR
12	32633 15621	1	   	261.42	DCR|3VULN|3DMG|2TLV	157DMG|2BBNT|3aERES|47TLV|678VULN|7BPWR|9RCR
13	64323 33431	10	   	260.24	DCR|3VULN|2DMG|2DUR|1AART|1SELL	1SELL|29aVULN|3ASPD|4AART|59DMG|69DUR|7RCR|8MBVNT|9BPWR
14	51225 33523	5	 * 	259.79	DCR|2VULN|3DMG|2DUR|1TLV	1RPLT|28VULN|38DUR|47CGEN|5TLV|689DMG|8BPWR|aRCR
15	51141 16211	10	   	259.75	DCR|3VULN|2DMG|1TLV|1CDMG|1NUKE	1RPLT|257VULN|3NUKE|45DMG|5BPWR|6CDMG|8ASPD|9TLV|aRCR
16	35241 26122	1	   	259.59	DCR|2VULN|3DMG|2DUR|1TLV	123DMG|29BPWR|4TBNT|5BELT|6RCR|79VULN|89DUR|aTLV
17	35622 13333	1	 * 	259.19	DCR|5VULN|2DMG	12DMG|2BPWR|3BBNT|45689VULN|7RCR|aASPD
18	35333 62251	1	   	258.79	DCR|2VULN|3DMG|2TLV|1CDMG	128DMG|2BPWR|3LIT|4CDMG|57VULN|6aTLV|9RCR
19	35336 12251	1	   	258.79	DCR|2VULN|3DMG|2TLV|1CDMG	128DMG|2BPWR|3LIT|4CDMG|5aTLV|67VULN|9RCR
20	35622 13314	1	 * 	258.64	DCR|4VULN|2DMG|1TLV	12DMG|2BPWR|3BBNT|4568VULN|7RCR|9LEGI|aTLV
21	33342 55233	8	   	257.78	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DMG|2FEWX|39DUR|4LHND|5RPLT|6RCR|7TLV|89VULN|9BPWR|aCDMG
22	52511 15232	5	 * 	257.74	DCR|4VULN|3TLV|1DMG	1RPLT|2RMIN|3567VULN|457TLV|57BPWR|8RCR|9LIT|aDMG
23	51111 15232	5	   	257.64	DCR|4VULN|3TLV|1DMG|1NUKE	1RPLT|2567VULN|3NUKE|457TLV|57BPWR|8RCR|9LIT|aDMG
24	51225 32522	5	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	1RPLT|28VULN|378DUR|4CGEN|5TLV|68DMG|8BPWR|9RCR|aBEXP
25	51226 32523	3	   	255.75	DCR|3VULN|3DUR|2DMG	1RPLT|28aVULN|378DUR|4ERES|5CGEN|68DMG|8BPWR|9RCR
26	64323 25213	9	   	255.25	DCR|2VULN|2DMG|2TLV|1DUR|1AART|1SELL	1SELL|27VULN|3ASPD|4AART|57DMG|67TLV|7BPWR|8DLOT|9RCR|aDUR
27	22626 51321	4	   	255.00	DCR|2VULN|3DMG|2TLV|1AART	1BELT|2AART|3RPLT|49TLV|59VULN|679DMG|8RCR|9BPWR|aASPD
28	35121 52253	1	   	254.86	DCR|2VULN|3DMG|1TLV|1DUR|1AART	127DMG|27BPWR|3TLV|478ZMB|57VULN|6AART|9DUR|aRCR
29	64323 25212	9	   	254.65	DCR|2VULN|3DMG|2TLV|1AART|1SELL	1SELL|27VULN|3ASPD|4AART|57aDMG|67TLV|7BPWR|8DLOT|9RCR
30	52511 22235	10	 * 	254.38	DCR|3VULN|2DMG|3TLV	1RPLT|2RMIN|35aVULN|45aTLV|5aBPWR|6LIT|7RCR|8ZMB|9aDMG
31	22431 23245	9	   	254.06	DCR|3VULN|3DUR|1TLV|1AART	1BELT|2AART|348DUR|58MLV|678VULN|8BPWR|9TLV|aRCR
32	22431 23245	8	   	254.06	DCR|3VULN|3DUR|1TLV|1AART	1BELT|2AART|348DUR|58MLV|678VULN|8BPWR|9TLV|aRCR
33	35622 13161	1	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	12DMG|2BPWR|3BBNT|456VULN|7RCR|8LWND|9TLV|aDUR
34	22212 56325	2	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1BELT|2AART|3aDMG|45DUR|6TLV|79VULN|8RCR
35	32113 15524	4	   	253.44	DCR|3VULN|3DMG|1TLV	147DMG|2ERES|37CGEN|5TBNT|67aVULN|7BPWR|8TLV|9RCR
36	35231 52125	1	 * 	253.35	DCR|2VULN|3DMG|2DUR|2CDMG	123DMG|27BPWR|47CDMG|57DUR|67VULN|8ERES|9BBNT|aRCR
37	32433 15325	2	   	253.08	DCR|2VULN|3DMG|2TLV|1DUR	157DMG|2ERES|3TBNT|47TLV|67VULN|7BPWR|8FEWX|9RCR|aDUR
38	32633 15325	1	   	253.08	DCR|2VULN|3DMG|2TLV|1DUR	157DMG|2BBNT|3ERES|47TLV|67VULN|7BPWR|8FEWX|9RCR|aDUR
39	32433 15225	2	   	252.98	DCR|2VULN|3DMG|2TLV|1DUR	157DMG|2ERES|3TBNT|47TLV|67VULN|7BPWR|8DUST|9RCR|aDUR
40	32633 15225	1	   	252.98	DCR|2VULN|3DMG|2TLV|1DUR	157DMG|2BBNT|3ERES|47TLV|67VULN|7BPWR|8DUST|9RCR|aDUR
41	51111 56133	7	 * 	252.80	DCR|3VULN|3TLV|2DUR|1CDMG|1NUKE	1RPLT|257VULN|3NUKE|457TLV|57BPWR|67DUR|8RCR|9LWND|aCDMG
42	36114 25831	7	   	252.45	DCR|3VULN|2DMG|1DUR|2LIT|1AART	17DMG|2BEXP|37LIT|4MBVNT|567VULN|7BPWR|8DUR|9AART|aRCR
43	35113 21334	1	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	12DMG|2BPWR|3TLV|4LIT|56DUR|79VULN|8BELT|aRCR
44	51141 23222	10	   	252.08	DCR|3VULN|2DMG|2DUR|1NUKE|1AART	1RPLT|25aVULN|3NUKE|45DMG|5aBPWR|6aERES|7aDUR|8AART|9RCR
45	32146 32233	1	   	252.08	DCR|3VULN|2DMG|2DUR|1AART	19DMG|2BBNT|3BELT|49aVULN|5TBNT|6RCR|79DUR|8AART|9BPWR
