0	Index      	Bounty	 *	Score 	Summary	Detail	
1	52511 13363	3	 * 	298.88	DCR|4VULN|3DUR|3ASPD|1TLV	178ASPD|257DUR|3RPLT|4678VULN|78BPWR|9TLV|aRCR
2	52531 13363	5	   	298.88	DCR|4VULN|3DUR|3ASPD|1TLV	178ASPD|257DUR|3RPLT|4678VULN|78BPWR|9TLV|aRCR
3	52531 13363	4	   	298.88	DCR|4VULN|3DUR|3ASPD|1TLV	178ASPD|257DUR|3RPLT|4678VULN|78BPWR|9TLV|aRCR
4	34431 35322	4	 * 	290.42	DCR|3VULN|3DMG|3CDMG|1DUR	167CDMG|2AART|3RPLT|478DMG|578VULN|78BPWR|9DUR|aRCR
5	36131 55322	2	   	290.42	DCR|3VULN|3DMG|3CDMG|1DUR	127CDMG|3AART|4RPLT|578DMG|678VULN|78BPWR|9DUR|aRCR
6	52132 36233	2	   	276.14	DCR|3VULN|3DUR|3ASPD|1TLV	137ASPD|237DUR|37BPWR|4DUST|5LHND|679VULN|8RCR|aTLV
7	52134 36233	2	   	276.14	DCR|3VULN|3DUR|3ASPD|1TLV	137ASPD|237DUR|37BPWR|4DUST|5LWND|679VULN|8RCR|aTLV
8	55132 36233	1	   	276.14	DCR|3VULN|3DUR|3ASPD|1TLV	137ASPD|237DUR|37BPWR|4DUST|5LHND|679VULN|8RCR|aTLV
9	34431 35332	4	   	274.17	DCR|3VULN|3DMG|3CDMG	167CDMG|2AART|3RPLT|478DMG|578VULN|78BPWR|9BEXP|aRCR
10	36131 55332	2	   	274.17	DCR|3VULN|3DMG|3CDMG	127CDMG|3AART|4RPLT|578DMG|678VULN|78BPWR|9BEXP|aRCR
11	34431 35312	4	   	274.07	DCR|3VULN|3DMG|3CDMG	167CDMG|2AART|3RPLT|478DMG|578VULN|78BPWR|9DUST|aRCR
12	36131 55312	2	   	274.07	DCR|3VULN|3DMG|3CDMG	127CDMG|3AART|4RPLT|578DMG|678VULN|78BPWR|9DUST|aRCR
13	52361 32215	2	 * 	272.76	DCR|2VULN|2DMG|2ASPD|1TLV|1DUR|1CDMG	16ASPD|2DUR|35VULN|46DMG|6BPWR|7AART|8CDMG|9RCR|aTLV
14	52211 62215	1	   	271.78	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1ASPD|2DMG|356VULN|4DUR|7AART|8CDMG|9RCR|aTLV
15	52211 35431	1	 * 	270.66	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	16ASPD|2DMG|359VULN|46DUR|6BPWR|7ERES|8RCR|aCDMG
16	52211 32215	1	   	269.76	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV|1CDMG	16ASPD|2DMG|35VULN|46DUR|6BPWR|7AART|8CDMG|9RCR|aTLV
