0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12631 32643	7	 * 	284.60	DCR|5VULN|2ASPD|2TLV|1DUR	17ASPD|27TLV|3DUR|4DUST|56789VULN|7BPWR|aRCR
2	12523 62152	7	 * 	279.96	DCR|3VULN|3DUR|3ASPD|3TLV	17aASPD|26aTLV|37aVULN|4RMIN|578DUR|7aBPWR|9RCR
3	13222 52266	3	 * 	278.26	DCR|4VULN|3ASPD|3TLV|1DMG|1SELL	179ASPD|2DUST|3SELL|4679VULN|579TLV|79BPWR|8RCR|aDMG
4	12412 52262	2	 * 	273.92	DCR|5VULN|3ASPD|1TLV|1SELL	179ASPD|2TLV|3679aVULN|4SELL|579DUST|79BPWR|8RCR
5	12512 52262	3	 * 	273.92	DCR|5VULN|3ASPD|1TLV|1SELL	179ASPD|2TLV|3679aVULN|4SELL|579DUST|79BPWR|8RCR
6	12411 15211	5	 * 	273.55	DCR|3VULN|2DMG|3ASPD|3TLV	158ASPD|238TLV|4aLHND|6aDMG|78aVULN|8aBPWR|9RCR
7	12412 15211	4	   	273.55	DCR|3VULN|2DMG|3ASPD|3TLV	158ASPD|238TLV|4aLHND|6aDMG|78aVULN|8aBPWR|9RCR
8	12451 15211	5	   	273.55	DCR|3VULN|2DMG|3ASPD|3TLV	158ASPD|238TLV|4aLWND|6aDMG|78aVULN|8aBPWR|9RCR
9	12452 15211	4	   	273.55	DCR|3VULN|2DMG|3ASPD|3TLV	158ASPD|238TLV|4aLWND|6aDMG|78aVULN|8aBPWR|9RCR
10	12431 15211	5	   	273.35	DCR|3VULN|2DMG|3ASPD|3TLV	158ASPD|238TLV|4aDUST|6aDMG|78aVULN|8aBPWR|9RCR
11	52343 32221	7	 * 	272.79	DCR|3VULN|2DMG|2DUR|1ASPD	1RPLT|26DUR|3LIT|47aVULN|56DMG|6BPWR|8ASPD|9RCR
12	52343 43231	8	 * 	270.81	DCR|3VULN|2DUR|2TLV|1DMG|2LIT	1RPLT|29DUR|39LIT|48aVULN|5DMG|6RCR|79TLV|9BPWR
13	55212 21324	4	   	269.87	DCR|3VULN|2DMG|2ASPD|1DUR|1AART	1RPLT|26aVULN|3aASPD|4MLV|5AART|7DUR|8RCR|9aDMG|aBPWR
14	52613 37121	5	 * 	269.14	DCR|3VULN|3DMG|2DUR	1RPLT|27DUR|3MBVNT|479VULN|567DMG|7BPWR|8RCR|aLWND
15	52613 37122	5	   	269.14	DCR|3VULN|3DMG|2DUR	1RPLT|27DUR|3MBVNT|479VULN|567DMG|7BPWR|8RCR|aFEWX
16	52613 37123	5	   	269.14	DCR|3VULN|3DMG|2DUR	1RPLT|27DUR|3MBVNT|479VULN|567DMG|7BPWR|8RCR|aRCVC
17	52613 37124	5	   	269.14	DCR|3VULN|3DMG|2DUR	1RPLT|27DUR|3MBVNT|479VULN|567DMG|7BPWR|8RCR|aCGEN
18	52613 37132	5	   	269.04	DCR|3VULN|3DMG|2DUR	1RPLT|27DUR|3MBVNT|47aVULN|567DMG|7BPWR|8RCR|9TBNT
19	11433 11552	1	 * 	268.35	DCR|5VULN|2ASPD|2CDMG	19ASPD|25789VULN|3BBNT|49CDMG|6RCVC|9BPWR|aRCR
20	11633 11552	1	   	268.35	DCR|5VULN|2ASPD|2CDMG	19ASPD|25789VULN|3TBNT|49CDMG|6RCVC|9BPWR|aRCR
21	12231 32643	7	   	268.35	DCR|5VULN|2ASPD|2TLV	17ASPD|27TLV|3BEXP|4DUST|56789VULN|7BPWR|aRCR
22	13222 52262	3	 * 	267.85	DCR|4VULN|3ASPD|3TLV|1AART|1SELL	179ASPD|2DUST|3SELL|4679VULN|579TLV|79BPWR|8RCR|aAART
23	21214 33431	1	   	267.51	DCR|3VULN|2DMG|1DUR|2LIT|1CDMG	1CGEN|29aVULN|3CDMG|4DUR|59DMG|6LWND|7RCR|89LIT|9BPWR
24	13222 52255	3	   	264.82	DCR|4VULN|2ASPD|2TLV|1DUR|1SELL	17ASPD|2DUST|3SELL|467aVULN|57TLV|7BPWR|8RCR|9DUR
25	55353 13321	6	   	264.76	DCR|3VULN|2DMG|1DUR|2LIT|1ASPD	1RPLT|26aVULN|38LIT|4ASPD|56DMG|6BPWR|7DUR|9RCR
26	12331 32361	9	 * 	263.79	ACR|4VULN|2DMG|3ASPD|2TLV	179ASPD|29TLV|3RCR|47DUST|567aVULN|79BPWR|89DMG
27	12331 32366	10	   	263.79	ACR|4VULN|2DMG|3ASPD|2TLV	179ASPD|29TLV|3RCR|47DUST|567aVULN|79BPWR|89DMG
28	21414 11422	6	 * 	263.39	DCR|5VULN|1DMG|1TLV	1CGEN|2LWND|3456aVULN|7DMG|8TLV|9RCR
29	22524 11243	6	   	263.39	DCR|5VULN|1DMG|1TLV	1CGEN|2TLV|35689VULN|4RMIN|7DMG|aRCR
30	22453 13243	7	   	263.29	DCR|5VULN|2TLV|1DUR	1CGEN|23TLV|45689VULN|7DUR|aRCR
31	52623 42161	8	   	263.14	DCR|3VULN|2DMG|2DUR|1AART	1RPLT|29DUR|3MBVNT|4RMIN|5AART|679VULN|89DMG|9BPWR|aRCR
32	12651 32325	9	   	262.59	DCR|3VULN|2ASPD|2TLV|1DMG|1DUR	17ASPD|27TLV|3DUR|4LHND|567VULN|7BPWR|8DMG|9RPLT|aRCR
33	12411 12211	7	 * 	262.29	DCR|2VULN|3DMG|3ASPD|3TLV	158ASPD|238TLV|4aLHND|6aVULN|78aDMG|8aBPWR|9RCR
