0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32164 25333	9	 * 	305.40	DCR|4VULN|3DMG|3DUR	1689VULN|29CGEN|389DMG|4RPLT|568DUR|689BPWR|7RCVC|aRCR
2	32634 25333	9	   	305.40	DCR|4VULN|3DMG|3DUR	1689VULN|29CGEN|3RPLT|489DMG|568DUR|689BPWR|7RCVC|aRCR
3	31322 15452	4	   	298.44	DCR|4VULN|3DMG|3LIT|2AART	179aVULN|2LEGI|35AART|479DMG|679LIT|79BPWR|8RCR
4	31324 32642	7	   	290.67	DCR|4VULN|3DMG|3TLV	178aVULN|2LEGI|3AART|47aDMG|5RPLT|67aTLV|7aBPWR|9RCR
5	33321 31361	10	   	282.56	DCR|3VULN|3DMG|3DUR|1NUKE	19aVULN|2NUKE|3aLWND|479DUR|5RMIN|6RCR|89aDMG|9aBPWR
6	33321 31361	9	   	282.56	DCR|3VULN|3DMG|3DUR|1NUKE	19aVULN|2NUKE|3aLWND|479DUR|5RMIN|6RCR|89aDMG|9aBPWR
7	31212 16211	8	 * 	279.53	DCR|4VULN|2DUR|3CDMG|2LIT	178aVULN|2LEGI|37LIT|4RPLT|57aCDMG|6RCR|7aBPWR|9aDUR
8	31212 16361	7	   	279.53	DCR|4VULN|2DUR|3CDMG|2LIT	179aVULN|2LEGI|37LIT|4RPLT|57aCDMG|6RCR|7aBPWR|8aDUR
9	31212 16361	8	   	279.53	DCR|4VULN|2DUR|3CDMG|2LIT	179aVULN|2LEGI|37LIT|4RPLT|57aCDMG|6RCR|7aBPWR|8aDUR
10	31311 12156	1	   	279.28	DCR|4VULN|2TLV|1DMG|1CDMG	1369VULN|23TLV|3BPWR|4DMG|5AART|7CDMG|8LIT|aRCR
11	31313 53552	1	   	278.87	DCR|4VULN|3TLV|1DMG|1DUR|2LIT	137aVULN|23aTLV|3aBPWR|4DMG|5RMIN|6DUR|8RCR|9aLIT
12	31322 15453	4	   	275.70	DCR|3VULN|3DMG|3LIT|2AART	179VULN|2LEGI|35AART|479DMG|679LIT|79BPWR|8RCR|aERES
