0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13526 31433	10	 * 	292.97	橙4易伤2等级3时间	136时间239基地爆炸369序列升级4雷电5679易伤89等级a核
2	15126 31431	10	   	292.87	橙4易伤2等级3时间	126时间269序列升级39基地爆炸4雷电5679易伤89等级a核
3	15326 31431	10	   	292.87	橙4易伤2等级3时间	126时间269序列升级39敌人爆炸4雷电5679易伤89等级a核
4	31622 35162	9	 * 	291.33	橙2易伤2等级3时间2伤害2雷电	1a雷电26易伤3a等级4a伤害568时间6a序列升级7立即金币9核
5	31631 48521	6	 * 	284.82	橙4易伤2等级1伤害1时间	1雷电2568易伤35等级4加一5序列升级7核9时间a伤害
6	31631 54521	5	   	284.82	橙4易伤2等级1伤害1时间	1雷电2578易伤35等级4加一5序列升级6核9时间a伤害
7	14225 42311	6	 * 	283.38	橙3易伤2等级3时间2暴击	17a时间256易伤37等级47暴击7序列升级8核9低血量敌人
8	31631 48522	6	 * 	283.10	橙5易伤2等级1时间	1雷电2568a易伤35等级4加一5序列升级7核9时间
9	31631 54522	5	   	283.10	橙5易伤2等级1时间	1雷电2578a易伤35等级4加一5序列升级6核9时间
10	14232 41523	3	   	281.11	橙2易伤2等级2伤害2时间1全技能	19时间28易伤39等级4全技能5雷电6低血量敌人79伤害9序列升级a核
11	12311 66235	4	   	280.80	橙4易伤2等级2时间1全技能	1a时间2a等级3全技能4敌人爆炸5掉矿689a易伤7核a序列升级
12	12331 66235	3	   	280.80	橙4易伤2等级2时间1全技能	1a时间2a等级3全技能4敌人爆炸5掉矿689a易伤7核a序列升级
13	14232 41621	3	 * 	280.24	橙3伤害3等级3时间1易伤1全技能	189时间2易伤389等级4全技能5雷电6低血量敌人789伤害89序列升级a核
14	11225 78212	2	 * 	279.91	橙3易伤3伤害3时间	178时间2加一3额外掉落4攻速578伤害678易伤78序列升级9低血量敌人a核
15	11225 78222	2	   	279.91	橙3易伤3伤害3时间	178时间2加一3额外掉落4攻速578伤害678易伤78序列升级9敌人爆炸a核
16	14225 42312	6	   	279.81	橙3易伤2等级2时间2暴击1全技能	17时间256易伤37等级47暴击7序列升级8核9低血量敌人a全技能
17	11225 78242	2	   	279.81	橙3易伤3伤害3时间	178时间2加一3额外掉落4攻速578伤害678易伤78序列升级9挖尘a核
18	14225 42331	6	   	278.46	橙3易伤2等级2时间2暴击	17时间256易伤37等级47暴击7序列升级8核9攻速a随机矿
19	14225 42332	6	   	278.46	橙3易伤2等级2时间2暴击	17时间256易伤37等级47暴击7序列升级8核9攻速a基地爆炸
20	14225 42333	6	   	278.46	橙3易伤2等级2时间2暴击	17时间256易伤37等级47暴击7序列升级8核9攻速a最后敌人
