0	Index      	 *	Score 	Summary	Detail	
1	61122 61115	 * 	414.69	DCR|3VULN|1MDPS|1TLV|1DUR|1AART	1TSLFST|2DUR|3TLV|479VULN|5AART|6DUST|8RCR|aMDPS
2	61253 22531	 * 	398.65	ACR|DCR|2MDPS|1VULN|1DUR	1TSLFST|2DUR|3VULN|4FEWX|57RCR|6RAT|89MDPS|aLEGI
3	61253 22532	   	398.65	ACR|DCR|2MDPS|1VULN|1DUR	1TSLFST|2DUR|3VULN|4FEWX|57RCR|6RAT|89MDPS|aERES
4	61253 22533	   	398.65	ACR|DCR|2MDPS|1VULN|1DUR	1TSLFST|2DUR|3VULN|4FEWX|57RCR|6RAT|89MDPS|aDUST
5	61321 31113	   	388.58	DCR|3VULN|1MDPS|1DUR|1AART	1TSLFST|2DUR|3AAC|479VULN|5FEWX|6AART|8RCR|aMDPS
6	61322 61113	   	388.48	DCR|3VULN|1MDPS|1DUR|1AART	1TSLFST|2DUR|3AAC|479VULN|5AART|6DUST|8RCR|aMDPS
7	61325 31113	   	388.48	DCR|3VULN|1MDPS|1DUR|1AART	1TSLFST|2DUR|3AAC|479VULN|5DUST|6AART|8RCR|aMDPS
8	66151 21113	   	388.48	DCR|3VULN|1MDPS|1DUR|1AART	1TSLFST|2AART|3FEWX|4DUR|5NUKE|679VULN|8RCR|aMDPS
9	66253 21113	   	388.48	DCR|3VULN|1MDPS|1DUR|1AART	1TSLFST|2AART|3DUST|4DUR|5AAC|679VULN|8RCR|aMDPS
10	61222 61115	   	388.48	DCR|3VULN|1MDPS|1AART|1DUR	1TSLFST|2DUR|379VULN|4CGEN|5AART|6DUST|8RCR|aMDPS
11	61251 31113	   	388.48	DCR|3VULN|1MDPS|1DUR|1AART	1TSLFST|2DUR|379VULN|4FEWX|5ASPD|6AART|8RCR|aMDPS
12	61621 31113	   	388.48	DCR|3VULN|1MDPS|1DUR|1AART	1TSLFST|2DUR|3ASPD|479VULN|5FEWX|6AART|8RCR|aMDPS
13	61622 61113	   	388.38	DCR|3VULN|1MDPS|1DUR|1AART	1TSLFST|2DUR|3ASPD|479VULN|5AART|6DUST|8RCR|aMDPS
14	61625 31113	   	388.38	DCR|3VULN|1MDPS|1DUR|1AART	1TSLFST|2DUR|3ASPD|479VULN|5DUST|6AART|8RCR|aMDPS
15	66251 21113	   	388.38	DCR|3VULN|1MDPS|1DUR|1AART	1TSLFST|2AART|3DUST|4DUR|5NUKE|679VULN|8RCR|aMDPS
