0	Index      	 *	Score 	Summary	Detail	Bounty	
1	22553 43323	 * 	300.86	橙4易伤2等级2时间3雷电	147雷电2全技能34等级47序列升级57时间678a易伤9核	9
2	22553 43322	   	288.12	橙3易伤2等级2时间3雷电	147雷电2全技能34等级47序列升级57时间678易伤9核a攻速	10
3	22553 43323	   	279.81	橙3易伤2等级2时间3雷电	147雷电2全技能34等级47序列升级57时间678易伤9核a低血量敌人	10
4	22553 43321	   	279.71	橙3易伤2等级2时间3雷电	147雷电2全技能34等级47序列升级57时间678易伤9核a赏金邻近	9
5	22553 43321	   	279.71	橙3易伤2等级2时间3雷电	147雷电2全技能34等级47序列升级57时间678易伤9核a挖尘	10
6	22553 43322	   	279.71	橙3易伤2等级2时间3雷电	147雷电2全技能34等级47序列升级57时间678易伤9核a加一	9
7	23256 51231	 * 	273.80	橙4易伤2伤害1等级2雷电	14雷电2458易伤3额外掉落4序列升级6核7等级9a伤害	1
8	23253 43342	 * 	272.93	橙3易伤2等级1伤害3雷电1暴击	145雷电245易伤3额外掉落45序列升级6a等级7核8伤害9暴击	1
9	21344 16323	   	272.11	橙3易伤2伤害1等级1时间	1雷电2平台35伤害458易伤5序列升级6核7全技能9时间a等级	4
10	12132 46261	 * 	271.20	橙3易伤2时间1等级2暴击1伤害	1随机矿289易伤39暴击4低血量敌人5等级6核79时间9序列升级a伤害	4
11	23253 33613	   	271.15	橙4易伤1等级3雷电1时间1暴击	145雷电2456易伤3额外掉落45序列升级7暴击8等级9时间a核	1
12	24253 33613	   	271.15	橙4易伤1等级3雷电1时间1暴击	145雷电2456易伤3额外掉落45序列升级7暴击8等级9时间a核	2
13	24111 53352	 * 	271.01	橙2易伤2等级3时间2全技能2雷电	17雷电2a易伤36全技能47等级578时间7序列升级9核	10
