0	Index      	Bounty	 *	Score 	Summary	Detail	
1	15143 12251	10	 * 	321.03	橙4易伤2等级2时间3雷电1伤害	145雷电2459易伤3全技能459序列升级69时间7核89等级a伤害
2	53422 81321	5	 * 	306.00	紫4易伤3伤害2等级2时间1暴击	1379易伤2核379序列升级4加一57时间679伤害89等级a暴击
3	64411 31221	5	 * 	304.63	橙4易伤2等级3时间1伤害	137时间2349易伤37序列升级57敌人爆炸67等级8核a伤害
4	54232 31221	5	   	304.43	橙4易伤2等级3时间1伤害	1279易伤3挖尘457时间67等级7序列升级8核a伤害
5	54514 12322	4	   	304.43	橙4易伤2等级3时间1伤害	1249易伤3加一5伤害69a时间7核89等级9序列升级
6	54232 31226	5	 * 	302.71	橙5易伤2等级3时间	1279a易伤3挖尘457时间67等级7序列升级8核
7	15143 12251	9	   	300.96	橙4易伤2等级2时间3雷电	145雷电2459易伤3全技能459序列升级69时间7核89等级a双倍矿
8	15143 12252	10	   	300.96	橙4易伤2等级2时间3雷电	145雷电2459易伤3全技能459序列升级69时间7核89等级a策反
9	15143 12252	9	   	300.96	橙4易伤2等级2时间3雷电	145雷电2459易伤3全技能459序列升级69时间7核89等级a低血量敌人
10	15143 12253	10	   	300.96	橙4易伤2等级2时间3雷电	145雷电2459易伤3全技能459序列升级69时间7核89等级a双倍矿
11	15143 12253	9	   	300.96	橙4易伤2等级2时间3雷电	145雷电2459易伤3全技能459序列升级69时间7核89等级a立即金币
12	53422 81322	5	   	300.66	紫4易伤3伤害2等级2时间	1379易伤2核379序列升级4加一57时间679伤害89等级a攻速
13	54232 31234	5	   	298.01	橙4易伤2等级3时间1暴击	127a易伤3挖尘457时间67等级7序列升级8核9暴击
14	54323 33336	10	 * 	296.87	橙5易伤2伤害2时间2雷电	12458易伤39雷电68时间78伤害8序列升级a核
15	54232 31243	5	   	293.04	橙3易伤2等级3时间1伤害	127易伤3挖尘457时间67等级7序列升级8核9全技能a伤害
16	53422 81323	5	   	292.35	紫4易伤3伤害2等级2时间	1379易伤2核379序列升级4加一57时间679伤害89等级a立即金币
17	53422 81324	5	   	292.25	紫4易伤3伤害2等级2时间	1379易伤2核379序列升级4加一57时间679伤害89等级a掉矿
18	54514 12321	4	   	291.20	橙4易伤2等级2时间1伤害	1249易伤3加一5伤害69时间7核89等级9序列升级a策反
19	54514 12323	4	   	291.20	橙4易伤2等级2时间1伤害	1249易伤3加一5伤害69时间7核89等级9序列升级a额外掉落
20	34412 31221	5	   	291.10	橙4易伤2等级2时间1伤害	137挖尘2349易伤37序列升级57时间67等级8核a伤害
21	54514 12324	4	   	291.10	橙4易伤2等级2时间1伤害	1249易伤3加一5伤害69时间7核89等级9序列升级a挖尘
