0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21523 31334	4	 * 	289.26	紫4易伤3伤害3时间1等级	17随机矿29a时间3等级4核569a易伤89a伤害9a序列升级
2	23523 16334	4	   	289.26	紫4易伤3伤害3时间1等级	16随机矿259a易伤3等级4核79a时间89a伤害9a序列升级
3	23524 31334	5	   	289.26	紫4易伤3伤害3时间1等级	17随机矿269a易伤3等级4核59a时间89a伤害9a序列升级
4	42331 32412	4	 * 	276.29	橙3易伤3攻速2时间1伤害1全技能	128攻速28序列升级3伤害489易伤5全技能6赏金塔78时间a核
5	23146 31432	10	 * 	276.22	橙4易伤2伤害2时间	17随机矿249a易伤3敌人爆炸5a伤害6a时间8核a序列升级
6	65612 13211	4	   	275.44	橙3易伤2伤害2时间1暴击	17时间2雷电379易伤47伤害5平台6核7序列升级8赏金塔a暴击
7	43113 62724	2	 * 	272.91	橙4易伤3时间2攻速	18攻速2基地爆炸3加一478时间5689易伤8序列升级a核
8	65612 13213	4	   	271.45	橙3易伤2伤害2时间1全技能	17时间2雷电379易伤47伤害5平台6核7序列升级8赏金塔a全技能
9	41113 64731	2	   	271.01	橙4易伤1伤害1等级1时间1攻速	1攻速2568易伤3加一4时间7等级9核a伤害
10	23524 21334	7	 * 	270.33	紫3易伤3伤害3时间2等级	17随机矿29a易伤36等级4核59a时间89a伤害9a序列升级
11	23524 21334	6	   	270.33	紫3易伤3伤害3时间2等级	17随机矿29a易伤36等级4核59a时间89a伤害9a序列升级
12	23524 21334	5	   	270.33	紫3易伤3伤害3时间2等级	17随机矿29a易伤36等级4核59a时间89a伤害9a序列升级
13	21523 21334	4	   	270.33	紫3易伤3伤害3时间2等级	17随机矿29a时间36等级4核59a易伤89a伤害9a序列升级
14	21524 15131	5	   	270.33	紫3易伤3伤害3时间2等级	16随机矿259时间3a等级4核79a伤害89a易伤9a序列升级
15	21524 35131	5	 * 	270.23	紫3易伤3伤害3时间3等级	1随机矿259时间36a等级4核79a伤害89a易伤9a序列升级
16	41123 15336	8	   	268.86	橙3易伤2时间1伤害1暴击1攻速	1攻速269易伤3敌人爆炸4暴击56时间6序列升级7雷电8伤害a核
17	65212 13131	3	 * 	268.20	橙3易伤3时间3攻速	179时间2雷电378攻速47a易伤5平台6核7序列升级
18	65222 13131	4	   	268.20	橙3易伤3时间3攻速	179时间2雷电378攻速47a易伤5平台6核7序列升级
19	63411 32124	9	 * 	266.86	橙3易伤2时间2等级1伤害1攻速	1a时间2掉矿35a易伤4平台6核7伤害8攻速9a等级a序列升级
20	23146 31412	10	 * 	266.81	橙3易伤3时间2伤害	17随机矿24a易伤3敌人爆炸5a伤害69a时间8核a序列升级
21	21523 33134	4	 * 	266.69	紫4易伤3时间3攻速1等级	1随机矿29a时间3等级4核569a易伤79a攻速8立即金币9a序列升级
22	21523 41134	4	   	266.69	紫4易伤3时间3攻速1等级	1随机矿29a时间3等级4核579a易伤69a攻速8立即金币9a序列升级
23	23524 33134	5	   	266.69	紫4易伤3时间3攻速1等级	1随机矿269a易伤3等级4核59a时间79a攻速8立即金币9a序列升级
24	23524 11334	7	   	266.62	紫3易伤3伤害3时间1等级	17随机矿29a易伤3等级4核59a时间6双倍矿89a伤害9a序列升级
25	23524 11334	6	   	266.62	紫3易伤3伤害3时间1等级	17随机矿29a易伤3等级4核59a时间6双倍矿89a伤害9a序列升级
26	15631 22224	3	 * 	266.45	橙5易伤1伤害1攻速	1最后敌人2雷电3457a易伤6伤害8攻速9核
27	65212 13362	3	   	265.51	橙3易伤2时间2攻速1伤害	17时间2雷电37攻速478易伤5平台6核7序列升级9低血量敌人a伤害
28	65212 13422	3	   	265.51	橙3易伤2时间2攻速1伤害	17时间2雷电37攻速479易伤5平台6核7序列升级8低血量敌人a伤害
29	65212 13522	3	   	265.51	橙3易伤2时间2攻速1伤害	17时间2雷电37攻速479易伤5平台6核7序列升级8最后敌人a伤害
30	65222 13362	4	   	265.51	橙3易伤2时间2攻速1伤害	17时间2雷电37攻速478易伤5平台6核7序列升级9低血量敌人a伤害
31	65222 13422	4	   	265.51	橙3易伤2时间2攻速1伤害	17时间2雷电37攻速479易伤5平台6核7序列升级8低血量敌人a伤害
32	65222 13522	4	   	265.51	橙3易伤2时间2攻速1伤害	17时间2雷电37攻速479易伤5平台6核7序列升级8最后敌人a伤害
33	41122 53342	3	   	265.51	橙3易伤2时间2攻速1伤害	17攻速278易伤3敌人爆炸4雷电5平台67时间7序列升级9核a伤害
34	23111 32465	7	 * 	265.35	橙4易伤2伤害2暴击	1随机矿259a易伤3敌人爆炸4平台6核79伤害89暴击9序列升级
35	23311 32465	7	   	265.35	橙4易伤2伤害2暴击	1随机矿259a易伤3基地爆炸4平台6核79伤害89暴击9序列升级
36	41123 15336	7	   	265.04	橙3易伤2时间1等级1暴击1攻速	1攻速269易伤3敌人爆炸4暴击56时间6序列升级7雷电8等级a核
37	63132 63225	2	   	264.59	橙4易伤1等级1时间1暴击1攻速	1时间2掉矿3暴击468a易伤5攻速7核9等级
38	65632 13234	4	   	264.07	橙3易伤2时间2等级1伤害	19时间2雷电389易伤49等级5加一6核7赏金塔9序列升级a伤害
39	65631 21122	10	   	263.36	橙3易伤2伤害1等级1时间	1时间2雷电36a易伤4等级5敌人爆炸7核89伤害
40	15631 22221	3	   	263.16	橙4易伤1伤害1等级1攻速	1最后敌人2雷电3457易伤6伤害8攻速9核a等级
41	55631 22221	3	   	263.16	橙4易伤1伤害1等级1攻速	1低血量敌人2雷电3457易伤6伤害8攻速9核a等级
42	41123 33515	8	   	263.03	橙4易伤2时间1暴击1攻速	1攻速279a易伤3敌人爆炸4暴击58时间6核
43	41113 44731	2	   	262.95	橙3易伤2时间1伤害1等级1攻速	1攻速258易伤3加一46时间7等级9核a伤害
44	42321 36412	3	 * 	262.94	橙3易伤2伤害3攻速1全技能	128攻速28序列升级38伤害4挖青5全技能6赏金塔789易伤a核
45	23123 16535	6	 * 	262.87	橙3易伤3时间2等级1暴击	1随机矿269易伤39敌人爆炸4暴击56a时间69序列升级79等级8核
46	23323 16535	6	   	262.87	橙3易伤3时间2等级1暴击	1随机矿269易伤39基地爆炸4暴击56a时间69序列升级79等级8核
47	41113 45326	2	   	262.50	橙4易伤3时间1攻速	1攻速259a易伤3加一467时间8核
48	65612 13111	4	   	262.13	橙2易伤2伤害2时间1等级1攻速	17时间2雷电37易伤47伤害5平台6核7序列升级8攻速9掉矿a等级
49	65612 13212	4	   	261.79	橙3易伤2伤害2时间	17时间2雷电379易伤47伤害5平台6核7序列升级8赏金塔a基地爆炸
50	65212 13361	3	   	261.70	橙3易伤2时间2攻速1等级	17时间2雷电37攻速478易伤5平台6核7序列升级9低血量敌人a等级
51	65212 13421	3	   	261.70	橙3易伤2时间2攻速1等级	17时间2雷电37攻速479易伤5平台6核7序列升级8低血量敌人a等级
52	65212 13521	3	   	261.70	橙3易伤2时间2攻速1等级	17时间2雷电37攻速479易伤5平台6核7序列升级8最后敌人a等级
