0	Index      	Bounty	 *	Score 	Summary	Detail	
1	52111 13264	1	 * 	275.09	橙4易伤2伤害1等级1暴击	1矿等2暴击38伤害4等级5679易伤a核
2	22366 42311	7	 * 	270.33	橙3易伤3时间2攻速1伤害	18掉矿2平台358易伤457时间58序列升级68攻速9核a伤害
3	55633 22113	5	   	261.44	橙4易伤2伤害1等级	1矿等24伤害378a易伤5双倍矿6等级9核
4	55633 22113	4	   	261.44	橙4易伤2伤害1等级	1矿等24伤害378a易伤5立即金币6等级9核
5	11633 13264	5	   	258.84	橙4易伤2伤害1暴击	12低血量敌人3679易伤48伤害5暴击a核
6	11633 33264	6	   	258.84	橙4易伤2伤害1暴击	12低血量敌人3679易伤48伤害5暴击a核
7	22366 42312	7	   	258.58	橙3易伤3时间2攻速	18掉矿2平台358易伤457时间58序列升级68攻速9核a雷电
8	23215 31441	1	 * 	256.09	橙2易伤2伤害2时间2攻速	1掉矿2a攻速36时间4雷电5a伤害7策反8a易伤9核a序列升级
9	51535 32113	1	 * 	254.33	橙5易伤1等级1攻速	15矿等2678a易伤3攻速4等级9核
10	14353 13114	3	   	253.69	橙4易伤1等级1时间1暴击	1低血量敌人2敌人爆炸3578易伤4暴击6等级9时间a核
11	52111 23264	1	   	252.45	橙3易伤2伤害1等级1暴击	16矿等2暴击38伤害4等级579易伤a核
12	44316 23231	1	   	252.16	橙4易伤1伤害1时间	1基地爆炸2雷电3时间4678易伤5最后敌人9伤害a核
13	26213 31441	5	   	251.73	橙2易伤3时间2攻速1伤害	1掉矿26a时间3雷电4伤害5a攻速7策反8a易伤9核a序列升级
14	22366 42313	7	   	250.27	橙3易伤3时间2攻速	18掉矿2平台358易伤457时间58序列升级68攻速9核a最后敌人
15	43311 23424	1	   	249.46	橙4易伤1伤害1暴击	1基地爆炸258a易伤3伤害4雷电6暴击7赏金塔9核
16	24614 23111	6	   	245.76	橙3易伤1伤害1时间1暴击1攻速	1掉矿2暴击378易伤4矿等5伤害6核9时间a攻速
17	25336 33243	4	   	245.67	橙3易伤1伤害1等级1时间	1掉矿2伤害3金币生成4时间5等级6核78a易伤9雷电
18	25336 33263	4	   	245.67	橙3易伤1伤害1等级1时间	1掉矿2伤害3金币生成4时间5等级6核789易伤a雷电
