0	Index      	 *	Score 	Summary	Detail	
1	12315 26262	 * 	402.33	DCR|3VULN|1MDPS|1CDMG|1DUR	1ASPD|2BEXP|356VULN|4RAT|7RCR|8DUR|9CDMG|aMDPS
2	31252 34115	 * 	387.34	ACR|3VULN|1MDPS|3CDMG|1DUR	1LSRHEA|236CDMG|468VULN|5RCR|6BPWR|7DUR|9BEXP|aMDPS
3	31252 34121	   	387.34	ACR|3VULN|1MDPS|3CDMG|1DUR	1LSRHEA|236CDMG|468VULN|5RCR|6BPWR|7DUR|9ZMB|aMDPS
4	51252 34121	   	387.34	ACR|3VULN|1MDPS|3CDMG|1DUR	1TSLARM|236CDMG|468VULN|5RCR|6BPWR|7DUR|9ZMB|aMDPS
5	31252 32165	   	387.24	ACR|3VULN|1MDPS|3CDMG|1DUR	1LSRHEA|236CDMG|468VULN|5RCR|6BPWR|7AETHUN|9DUR|aMDPS
6	41363 16322	   	387.18	DCR|3VULN|1MDPS|2DUR	1TBNT|27DUR|378VULN|4LEGI|57LSRHEA|6RCR|7BPWR|9MBVNT|aMDPS
7	41325 24237	   	384.55	DCR|2VULN|1MDPS|1CDMG|2DUR|1AART	1TBNT|26DUR|39VULN|4MBVNT|5AART|7RCR|8CDMG|aMDPS
8	12315 26222	   	374.93	DCR|3VULN|1MDPS|1DUR	1ASPD|2BEXP|356VULN|4RAT|7RCR|8DUR|9VENTOX|aMDPS
9	14315 26222	   	374.93	DCR|3VULN|1MDPS|1DUR	1ASPD|2FEWX|356VULN|4RAT|7RCR|8DUR|9VENTOX|aMDPS
10	16315 26222	   	374.93	DCR|3VULN|1MDPS|1DUR	1ASPD|2LWND|356VULN|4RAT|7RCR|8DUR|9VENTOX|aMDPS
11	61315 26222	   	374.93	DCR|3VULN|1MDPS|1DUR	1LHND|2ASPD|356VULN|4RAT|7RCR|8DUR|9VENTOX|aMDPS
